chr1	46853638	46853899	318
chr1	131527162	131527696	3104
chr1	153332879	153333543	908
chr1	176814048	176815021	991
chr1	191397271	191397723	802
chr10	5824125	5824629	971
chr10	30618171	30618677	160
chr10	58322843	58323475	1295
chr11	20332828	20333266	1491
chr11	20542890	20543337	1850
chr11	49846359	49846867	394
chr11	61175212	61175521	1260
chr11	106084017	106084500	791
chr11	109425624	109425860	312
chr12	51692007	51692244	589
chr12	84451018	84451407	1057
chr12	100724933	100725342	959
chr13	14063424	14063722	719
chr13	92354674	92355401	360
chr13	101768283	101768545	572
chr13	111725058	111725425	518
chr13	119690107	119690811	854
chr14	18238599	18239439	971
chr14	21500247	21500495	548
chr14	21830775	21831329	580
chr14	61172723	61173086	766
chr14	61556399	61556838	420
chr14	62837431	62837787	713
chr14	67715606	67716174	1237
chr14	120477459	120477876	1117
chr15	36609275	36609616	68
chr15	37960645	37961346	1087
chr15	85634570	85635283	699
chr15	93275380	93275714	525
chr15	102405618	102406235	2937
chr15	102625522	102626132	335
chr16	42875244	42875978	4039
chr16	52031268	52031798	958
chr18	38992913	38993242	729
chr18	46525927	46526293	1250
chr19	14598051	14598386	1193
chr19	28011348	28012164	884
chr2	30807669	30808364	571
chr2	37358588	37359098	715
chr2	165503245	165503934	292
chr3	75957020	75957439	221
chr3	100922015	100922581	1498
chr3	131564570	131564843	173
chr4	40143018	40143827	429
chr5	135149179	135149528	1023
chr5	135545285	135545545	2655
chr5	139149415	139150137	860
chr6	52012191	52012461	89
chr6	53287308	53287808	415
chr6	71633049	71633494	382
chr6	89644388	89644678	71
chr7	44929479	44929713	979
chr7	65644658	65645055	489
chr7	66689520	66689811	1062
chr7	100706322	100706667	775
chr8	69716801	69717439	596
chr8	69749798	69750231	320
chr8	72161170	72161540	559
chr8	113635099	113635687	1858
chr8	114439455	114440074	388
chr9	40801119	40801397	543
chr9	51278762	51279078	177
chr9	80164634	80165018	785
chr9	104002199	104002479	248
