chr1	46853638	46853899	192
chr1	131527162	131527696	2009
chr1	153332879	153333543	1630
chr1	176814048	176815021	1534
chr1	191397271	191397723	975
chr10	5824125	5824629	623
chr10	30618171	30618677	773
chr10	58322843	58323475	1757
chr11	20332828	20333266	917
chr11	20542890	20543337	928
chr11	49846359	49846867	1251
chr11	61175212	61175521	858
chr11	106084017	106084500	580
chr11	109425624	109425860	742
chr12	51692007	51692244	435
chr12	84451018	84451407	527
chr12	100724933	100725342	637
chr13	14063424	14063722	632
chr13	92354674	92355401	1387
chr13	101768283	101768545	402
chr13	111725058	111725425	314
chr13	119690107	119690811	1379
chr14	18238599	18239439	1934
chr14	21500247	21500495	466
chr14	21830775	21831329	1788
chr14	61172723	61173086	554
chr14	61556399	61556838	635
chr14	62837431	62837787	810
chr14	67715606	67716174	2228
chr14	120477459	120477876	1961
chr15	36609275	36609616	606
chr15	37960645	37961346	897
chr15	85634570	85635283	1398
chr15	93275380	93275714	614
chr15	102405618	102406235	1142
chr15	102625522	102626132	2103
chr16	42875244	42875978	2313
chr16	52031268	52031798	1258
chr18	38992913	38993242	893
chr18	46525927	46526293	1219
chr19	14598051	14598386	714
chr19	28011348	28012164	1516
chr2	30807669	30808364	1471
chr2	37358588	37359098	1859
chr2	165503245	165503934	1544
chr3	75957020	75957439	529
chr3	100922015	100922581	916
chr3	131564570	131564843	707
chr4	40143018	40143827	1470
chr5	135149179	135149528	827
chr5	135545285	135545545	742
chr5	139149415	139150137	915
chr6	52012191	52012461	799
chr6	53287308	53287808	763
chr6	71633049	71633494	669
chr6	89644388	89644678	568
chr7	44929479	44929713	464
chr7	65644658	65645055	571
chr7	66689520	66689811	708
chr7	100706322	100706667	577
chr8	69716801	69717439	813
chr8	69749798	69750231	735
chr8	72161170	72161540	956
chr8	113635099	113635687	944
chr8	114439455	114440074	1056
chr9	40801119	40801397	1014
chr9	51278762	51279078	406
chr9	80164634	80165018	1227
chr9	104002199	104002479	688
