chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation
chr2	155234533	155237033	1.0637989874584917	43.35565448287406	22.209726735166274	4.425743666541881	0.9521021127300004
chrX	106185100	106187600	2.744718934492352	53.782963788881744	28.26384136168705	3.8707979745450483	0.9028893879155101
chr17	26508019	26510519	8.780749653386666	93.2969780011214	51.03886382725403	3.269194585575559	0.8279595391639994
chr6	82773954	82776454	3.29718912687411	40.428690467152606	21.862939797013357	3.2691650392490836	0.8491882081052736
chr11	69836514	69839014	8.557410639445104	86.985711842222	47.771561240833556	3.202577549708322	0.8208680977306951
chr4	72199348	72201848	5.67163548562124	56.16112205165543	30.916378768638335	3.098921863946426	0.8165491654742385
chr15	99053174	99055674	8.586797351805837	0.1829352509825909	4.384866301394214	-3.018677827945597	0.9582803126917632
chr12	30909668	30912168	2.9798126333782062	30.916057416057875	16.947935024718042	3.0035100302784103	0.8241784247442392
chr10	110918177	110920677	3.820272606895136	36.952920698483375	20.386596652689256	2.977024269297051	0.8126086137878636
chr10	128673418	128675918	3.796763237006551	36.22117969455301	20.00897146577978	2.9559906445914588	0.8102469562965822
chr5	30907288	30909788	9.491908092516375	0.3658705019651819	4.9288892972407785	-2.941384461523332	0.9257701928566344
chr6	89641988	89644488	3.9554514837545023	36.952920698483375	20.454186091118938	2.9371225034115955	0.8066189744175677
chr10	31445421	31447921	2.609540057632985	26.3426761414931	14.476108099563042	2.921267532591636	0.8197346939049347
chr13	51844678	51847178	5.507069896401142	48.11197100842143	26.809520452411284	2.915994767513906	0.7945852889768557
chr17	24893116	24895616	6.324020500029486	0.0	3.162010250014743	-2.872635829263252	1.0
chr10	128192457	128194957	3.003322003266792	27.89762577484512	15.450473889055957	2.8516813986975973	0.8056161885497806
chr7	119184103	119186603	0.664139699352539	10.610244556990276	5.6371921281714075	2.802549907865191	0.882186080542908
chr2	119349229	119351729	3.884923374088746	31.83073367097083	17.857828522529786	2.748639153216855	0.7824526442737733
chr7	25297486	25299986	2.1922487421105936	19.574071855137237	10.883160298623915	2.6881823719476	0.7985650599681247
chr9	107549555	107552055	6.59437825374822	0.1829352509825909	3.388656752365405	-2.6825607485257277	0.9460154083605855
chr4	117017402	117019902	1.9630323856968848	17.744719345311324	9.853875865504104	2.661337925049564	0.8007857605991408
chr11	101440298	101442798	5.2543441700988485	0.0	2.6271720850494242	-2.644858611465183	1.0
chr8	72132975	72135475	5.665758143149094	0.0914676254912954	2.878612884320195	-2.6104996338708424	0.9682251038375045
chr11	78174711	78177211	3.661584360147184	27.257352396406056	15.45946837827662	2.59973401650821	0.7631494000600706
chr9	106427454	106429954	2.9798126333782062	22.68397112184128	12.831891877609744	2.573138583308613	0.7677807246351838
chr1	87156021	87158521	1.09906304229137	11.34198556092064	6.220524301606005	2.5557571102355356	0.8233166548344462
chr7	129255031	129257531	2.9386712360731817	21.769294866928327	12.353983051500755	2.5313087097057854	0.76212762929797
chr3	8923418	8925918	5.389523046958215	35.67237394160524	20.530948494281727	2.5209135114534544	0.7374927393900333
chr10	127288774	127291274	9.768143188707256	60.55156807523761	35.159855631972434	2.515026111648484	0.7221790871113632
chr7	45123939	45126439	5.489437868984703	0.1829352509825909	2.836186559983647	-2.4557224052185824	0.9354995705981889
chr16	36071015	36073515	4.302214689611138	27.623222898371235	15.962718793991186	2.432519132792845	0.7304835883452002
chr6	85185438	85187938	3.6968484149800624	24.147453129702008	13.922150772341036	2.420647356685799	0.7344628372848435
chr6	91210455	91212955	8.798381680803105	49.483985390790856	29.14118353579698	2.3652104106672134	0.6980774075289294
chr18	37969274	37971774	2.879897811351718	18.84233085120687	10.861114331279294	2.354490946713017	0.7348432468795765
chr3	89394276	89396776	2.6506814549380096	15.915366835485417	9.283024145211712	2.2120967694056635	0.7144592738881047
chr18	67341564	67344064	5.266098855043142	0.3658705019651819	2.8159846785041616	-2.1977468217406044	0.8700736886965129
chrX	155215949	155218449	2.5507666329115217	15.18362583155505	8.867196232233287	2.1883324196967107	0.7123367334942707
chr13	54787377	54789877	6.77069852791261	33.20274805334026	19.986723290626433	2.137996047403921	0.6612401928290068
chr10	80290453	80292953	4.613713840634895	23.59864737675424	14.106180608694567	2.1315515578714477	0.6729296208081187
chr2	29252505	29255005	5.565843321122606	27.623222898371235	16.59453310974692	2.1241338960078266	0.6645977754051142
chr2	29252506	29255006	5.565843321122606	27.623222898371235	16.59453310974692	2.1241338960078266	0.6645977754051142
chr9	20640878	20643378	4.648977895467773	23.232776874789053	13.940877385128413	2.1008979746107026	0.6665218574817161
chr15	99723618	99726118	18.06107341690577	80.67444568332262	49.367759550114194	2.0992553919194408	0.6341524593885688
chr11	116012219	116014719	5.648126115732655	27.440287647388644	16.544206881560648	2.0969164009916876	0.6586039961802113
chr15	75747422	75749922	7.211499213323587	32.92834517686637	20.06992219509498	2.0467735146611687	0.6406812570959517
chr12	81594508	81597008	1.7925894540046408	10.427309306007684	6.109949380006163	2.032810344184185	0.7066114066557402
chr13	73328042	73330542	6.582623568803927	29.452575408197145	18.017599488500537	2.0057952348535437	0.6346559055769228
chr5	28466756	28469256	2.4214650985243016	12.256661815833596	7.339063457178948	1.954031397513979	0.6700580240717684
chr2	148407688	148410188	4.308092032083284	19.02526610218946	11.666679067136371	1.9155561241695223	0.6307353611690014
chr8	57487360	57489860	6.118313513504364	25.61093513756273	15.864624325533548	1.9024118288371372	0.6143423639942638
chr4	155774198	155776698	8.733730913609495	34.20889193374451	21.471311423677	1.854875027202745	0.5932371925834689
chr7	126693401	126695901	5.066269210990165	20.763150986524074	12.91471009875712	1.8430060239757684	0.6077132841349857
chr10	81266434	81268934	7.317291377822222	28.53789915328419	17.927595265553208	1.8283815402111785	0.5918420028210946
chr7	16450779	16453279	4.378620141749041	17.744719345311324	11.061669743530182	1.8011762159605142	0.6041628214121982
chr1	91413538	91416038	12.342419191507362	43.63005735934794	27.98623827542765	1.741995387112399	0.558982558854857
chr7	45713457	45715957	4.9075809642422135	18.65939560022428	11.783488282233247	1.7345795669919353	0.5835205291762625
chr6	72958248	72960748	3.6498296752028914	14.451884827624689	9.05085725141379	1.7325330535262937	0.596742101458647
chr11	94473698	94476198	2.556643975383668	10.701712182481572	6.62917807893262	1.7181311677880546	0.6143346965578393
chr13	55725368	55727868	2.7623509619087905	11.34198556092064	7.052168261414716	1.7138681732598684	0.6082976384691872
chr18	33792892	33795392	2.897529838768157	11.34198556092064	7.119757699844399	1.6629425387818464	0.5930297123971673
chr11	31369574	31372074	5.389523046958215	19.20820135317205	12.298862200065132	1.6611607704959848	0.5617868580615797
chr17	45684322	45686822	6.171209595753681	1.2805467568781368	3.7258781763159092	-1.65283673509016	0.6563100841519403
chr11	115187359	115189859	3.6733390450914767	13.537208572711732	8.605273808901604	1.6372246584026877	0.5731293243346142
chr3	94785992	94788492	3.2266610172083534	12.073726564851004	7.650193791029679	1.6290801124236105	0.5782249305904105
chr7	142530686	142533186	5.242589485154556	18.2020574727678	11.72232347896118	1.6210444000208337	0.5527687412342975
chr5	110839277	110841777	7.411328857376564	24.51332363166719	15.962326244521877	1.600845205012679	0.5356986980566154
chr11	51617735	51620235	4.760647402438554	16.098302086468006	10.42947474445328	1.569550207017136	0.5435391024873601
chr10	80854709	80857209	8.416354420113592	26.891481894440872	17.653918157277232	1.5665840600295702	0.5232585568182079
chr7	19147722	19150222	1.9336456733361531	7.683280541268821	4.808463107302487	1.5655455631254458	0.5978661725823422
chr2	39005124	39007624	3.8379046343115752	13.262805696237844	8.55035516527471	1.5598035722481587	0.5511409105088012
chr10	59951270	59953770	13.306303356939368	40.97749622010038	27.141899788519872	1.552965180064432	0.5097504794941622
chr8	57509907	57512407	9.544804174765694	29.452575408197145	19.498689791481418	1.5300319402078215	0.510489972565458
