chr	start	end	gene	raw_count	count
chr1	39365842	39368342	Rpl31	0	0.0
chr1	87156021	87158521	Ecel1	0	0.0
chr1	91413538	91416038	Hes6	0	0.0
chr1	104766529	104769029	Cdh20	2	11.115063133558598
chr1	134403559	134406059	Cyb5r1	0	0.0
chr10	29535367	29537867	Rspo3	0	0.0
chr10	31445421	31447921	Tpd52l1	0	0.0
chr10	59951270	59953770	Ddit4	0	0.0
chr10	75515551	75518051	Snrpd3	0	0.0
chr10	75559830	75562330	Lrrc75b	0	0.0
chr10	78778496	78780996	Slc1a6	0	0.0
chr10	80290453	80292953	Rps15	0	0.0
chr10	80854709	80857209	Lsm7	0	0.0
chr10	81266434	81268934	Mrpl54	0	0.0
chr10	110918177	110920677	Csrp2	0	0.0
chr10	127288774	127291274	Ddit3	0	0.0
chr10	128192457	128194957	Gls2	0	0.0
chr10	128673418	128675918	Suox	0	0.0
chr10	128891218	128893718	Gdf11	0	0.0
chr11	31369574	31372074	Stc2	2	11.115063133558598
chr11	32203415	32205915	Snrnp25	1	5.557531566779299
chr11	51617735	51620235	Nhp2	0	0.0
chr11	69836514	69839014	Tmem256	46	255.64645207184776
chr11	78174711	78177211	Tlcd1	0	0.0
chr11	94473698	94476198	Cacna1g	0	0.0
chr11	98329148	98331648	Neurod2	0	0.0
chr11	101440298	101442798	Rpl27	0	0.0
chr11	115187359	115189859	Nat9	0	0.0
chr11	116012219	116014719	Galk1	0	0.0
chr12	4841095	4843595	Fkbp1b	0	0.0
chr12	11150342	11152842	Kcns3	0	0.0
chr12	30909668	30912168	Sh3yl1	14	77.80544193491019
chr12	81594508	81597008	Med6	0	0.0
chr13	34129854	34132354	Tubb2b	0	0.0
chr13	51844678	51847178	Gadd45g	0	0.0
chr13	54787377	54789877	Tspan17	0	0.0
chr13	55725368	55727868	Pcbd2	0	0.0
chr13	73328042	73330542	Ndufs6	0	0.0
chr14	24488681	24491181	Rps24	0	0.0
chr14	122983535	122986035	Tmtc4	0	0.0
chr15	66969140	66971640	Ndrg1	0	0.0
chr15	75747422	75749922	Mafa	0	0.0
chr15	79345541	79348041	Maff	0	0.0
chr15	83724521	83727021	Scube1	0	0.0
chr15	85581321	85583821	Wnt7b	0	0.0
chr15	99053174	99055674	Prph	30	166.725947003379
chr15	99723618	99726118	Cox14	0	0.0
chr15	103537492	103539992	Ppp1r1a	0	0.0
chr16	23890344	23892844	Sst	0	0.0
chr16	33054453	33056953	Rpl35a	0	0.0
chr16	36071015	36073515	Fam162a	0	0.0
chr17	23676949	23679449	Tnfrsf12a	0	0.0
chr17	24533710	24536210	Rab26	0	0.0
chr17	24893116	24895616	Mrps34	0	0.0
chr17	25715171	25717671	Gng13	0	0.0
chr17	26508019	26510519	Dusp1	0	0.0
chr17	33522204	33524704	Adamts10	0	0.0
chr17	45684322	45686822	Mrpl14	0	0.0
chr17	46031877	46034377	Vegfa	0	0.0
chr18	9210856	9213356	Fzd8	0	0.0
chr18	31787159	31789659	Polr2d	0	0.0
chr18	33792892	33795392	Epb41l4aos	0	0.0
chr18	35962830	35965330	Psd2	0	0.0
chr18	37969274	37971774	Fchsd1	0	0.0
chr18	60772510	60775010	Rps14	0	0.0
chr18	61013699	61016199	Slc6a7	0	0.0
chr18	67341564	67344064	Cidea	0	0.0
chr2	25271938	25274438	Ssna1	0	0.0
chr2	29252505	29255005	Ntng2	10	55.57531566779299
chr2	29252506	29255006	6530402F18Rik	10	55.57531566779299
chr2	39005124	39007624	Rpl35	0	0.0
chr2	119349229	119351729	Chac1	0	0.0
chr2	148393344	148395844	Sstr4	0	0.0
chr2	148407688	148410188	Thbd	0	0.0
chr2	152413587	152416087	6820408C15Rik	0	0.0
chr2	155234533	155237033	Dynlrb1	0	0.0
chr2	180497976	180500476	Ntsr1	22	122.26569446914459
chr3	8923418	8925918	Mrps28	0	0.0
chr3	18052174	18054674	Bhlhe22	0	0.0
chr3	89394276	89396776	Zbtb7b	0	0.0
chr3	94785992	94788492	Cgn	0	0.0
chr3	102467919	102470419	Ngf	0	0.0
chr3	145648312	145650812	Gm17501	0	0.0
chr4	72199348	72201848	C630043F03Rik	48	266.76151520540634
chr4	111413006	111415506	Bend5	2	11.115063133558598
chr4	117017402	117019902	Eif2b3	0	0.0
chr4	119193306	119195806	Svbp	0	0.0
chr4	119320046	119322546	Ppih	3	16.672594700337896
chr4	122993652	122996152	Mycl	0	0.0
chr4	135961727	135964227	Gale	2	11.115063133558598
chr4	155774198	155776698	Vwa1	0	0.0
chr5	28466756	28469256	Shh	0	0.0
chr5	30907288	30909788	Ost4	0	0.0
chr5	34658379	34660879	Grk4	0	0.0
chr5	110839277	110841777	Hscb	0	0.0
chr5	121545405	121547905	Mapkapk5	0	0.0
chr5	122987354	122989854	A930024E05Rik	0	0.0
chr5	135743948	135746448	Tmem120a	0	0.0
chr5	140319656	140322156	Nudt1	0	0.0
chr6	41603482	41605982	Ephb6	0	0.0
chr6	72958248	72960748	Tmsb10	0	0.0
chr6	82773954	82776454	Hk2	0	0.0
chr6	85185438	85187938	Emx1	0	0.0
chr6	87728869	87731369	Efcc1	0	0.0
chr6	89641988	89644488	Txnrd3	0	0.0
chr6	91210455	91212955	Fbln2	0	0.0
chr7	16450779	16453279	Tmem160	0	0.0
chr7	19147722	19150222	Snrpd2	0	0.0
chr7	19309551	19312051	Fosb	32	177.84101013693757
chr7	19506395	19508895	Trappc6a	0	0.0
chr7	25297486	25299986	Pafah1b3	0	0.0
