chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chrX	138912430	138914930	0.0804480732425002	4.396261419289036	2.2383547462657685	5.606321510710607	0.9640592835533726	Nrk	48.71592352747432
chr10	7955730	7958230	0.6033605493187516	74.73644412791363	37.66990233861619	5.561816900014052	0.9839829542456702	Tab2	47.23606562484846
chr7	142095343	142097843	0.2212322014168756	52.75513703146844	26.48818461644266	5.459993189128518	0.9916478911401296	Dusp8	44.01713037790981
chr15	64921796	64924296	0.3217922929700009	57.15139845075748	28.736595371863743	5.459246492662255	0.9888020035496248	Adcy8	43.9943543021379
chr9	108824320	108826820	1.2469451352587533	92.32148980506976	46.78421747016426	5.376172535930171	0.9733468848537656	Celsr3	41.53260724558061
chr5	102069421	102071921	2.473778252206882	140.68036541724916	71.57707183472802	5.3499903650335	0.965438957073868	Wdfy3	40.78566768827
chr7	65156070	65158570	0.4022403662125011	52.75513703146844	26.57868869884048	5.260597053899082	0.9848660567580956	Fam189a1	38.33518013510258
chr7	99827917	99830417	0.6435845859400018	61.54765987004651	31.095622227993257	5.250038298318357	0.979303048473472	Neu3	38.0556379057754
chr11	77980754	77983254	2.654786417002508	136.28410399796013	69.46944520748131	5.231233677961381	0.961784833475011	Phf12	37.56282538407658
chr13	42050021	42052521	2.3329941240325063	123.09531974009302	62.71415693206277	5.218486120945503	0.9627995617232038	Hivep1	37.23238479339208
chr5	138752514	138755014	0.5631365126975015	57.15139845075748	28.857267481727494	5.217298203500374	0.9804854526488316	Fam20c	37.20174020527851
chr12	81858030	81860530	1.2067210986375032	79.13270554720266	40.16971332292008	5.1824149796844265	0.9699594296594352	Pcnx	36.31301916525791
chr1	88701721	88704221	1.970977794441256	105.51027406293689	53.74062592868907	5.163910968128865	0.9633242493852484	Arl4c	35.85024238896004
chr2	164830873	164833373	0.7441446774931271	57.15139845075748	28.947771564125304	5.05922226437194	0.9742935418761096	Ctsa	33.34092589975904
chr6	128355351	128357851	4.324083936784387	175.85045677156145	90.08727035417292	5.053852818807823	0.952001165982891	Tulp3	33.217067738112085
chr6	121181667	121184167	1.9910898127518804	92.32148980506976	47.15628980891082	4.963466203325524	0.9577767924317142	Pex26	31.19982870698608
chr15	84855549	84858049	0.7441446774931271	50.55700632182392	25.65057549965852	4.885576873150134	0.9709891625042476	Phf21b	29.56005140349206
chr16	18496768	18499268	5.209012742451889	180.2467181908505	92.72786546665118	4.867447169988299	0.943824731473785	Gnb1l	29.190907751185836
chr7	19458321	19460821	1.3475052268118786	65.94392128933555	33.64571325807371	4.833752785208723	0.9599501661184572	Mark4	28.517048875861867
chr14	51982719	51985219	2.3933301789643817	92.32148980506976	47.35740999201707	4.781435619417384	0.949462392910258	Arhgef40	27.50144692184088
chr17	45686405	45688905	1.126273025395003	57.15139845075748	29.13883573807624	4.773415122669354	0.961348043020014	Tmem63b	27.348980002205767
