Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
BG1_R1_001	(1, 0.0)	(2, 0.17328740968102194)	(3, 0.0)	(4, 0.0)	(5, 0.0006702212737846508)	(6, 0.0)	(7, 0.0009858914153116202)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 1.740128256479418e-06)	(20, 0.03219623365443829)	(25, 0.05109560351103721)	(30, 0.035362832049166716)	(35, 0.03395811351412371)	(40, 3.4748186121573374e-05)	(45, 0.03492644050984649)	(50, 0.002042149266994627)	(55, 6.063259393670472e-05)	(60, 0.00045297713676479846)	(65, 0.00016623662750179938)	(70, 0.0041136631983173435)	(75, 0.02080209134704313)	(80, 1.1310833667116216e-05)	(85, 0.00034775375625580864)	(90, 0.016916602466356647)	(95, 0.020029365643150235)	(100, 0.005726707713065749)	(105, 0.00041349797694592165)	(110, 0.016700282772473048)	(115, 1.3649131011760435e-05)	(120, 0.01681040026370339)	(125, 0.01761673219454954)	(130, 0.0025542907644797255)	(135, 0.05204533288601887)	(140, 0.003754326713354344)	(145, 0.034762596558697345)	(150, 0.0)
BG1_R2_001	(1, 0.04481265292498621)	(2, 0.00026428197895281155)	(3, 0.00029201527304045235)	(4, 0.0)	(5, 0.0)	(6, 0.08732398623077839)	(7, 0.0)	(8, 0.0)	(9, 0.16867742927655185)	(10, 0.0692743971324296)	(15, 7.874080360569366e-05)	(20, 3.2627404808989086e-06)	(25, 0.01769199274164227)	(30, 0.00014486567735191153)	(35, 0.0003653181758446478)	(40, 0.03463899307347929)	(45, 0.01775539866498774)	(50, 0.00043476016907977955)	(55, 0.0036549218867029574)	(60, 0.050588845535345595)	(65, 0.01956235872231757)	(70, 0.005502611821036009)	(75, 0.020212949174208815)	(80, 0.020013976383881995)	(85, 0.004518406154972854)	(90, 0.003083724786513588)	(95, 0.0048377740690448414)	(100, 0.0030265180700818272)	(105, 0.03736142373074134)	(110, 0.005176337772946119)	(115, 0.036626872090474966)	(120, 0.019037927569021087)	(125, 0.022388762042904263)	(130, 0.006865186624867408)	(135, 0.037733049871515725)	(140, 0.00431872643754184)	(145, 0.01956279375438169)	(150, 0.0001563396480430727)
BG2_R1_001	(1, 0.0)	(2, 0.17236899333592798)	(3, 0.0)	(4, 0.0)	(5, 0.0007443413627369287)	(6, 0.0)	(7, 0.001029955895677814)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 1.8681183113866032e-06)	(20, 0.0322222179370817)	(25, 0.05136843796926224)	(30, 0.03615136891081076)	(35, 0.03370097887863508)	(40, 3.615846776039403e-05)	(45, 0.03547465343094603)	(50, 0.0021085243811919327)	(55, 6.330845388587933e-05)	(60, 0.0004650784320547582)	(65, 0.00017099509610225374)	(70, 0.0042608872720910716)	(75, 0.02066367177964975)	(80, 1.4114671686032114e-05)	(85, 0.00036581907910975)	(90, 0.017758789319183836)	(95, 0.019813387351787073)	(100, 0.00587813805112858)	(105, 0.0004398380779809125)	(110, 0.01745445208938883)	(115, 1.6854578542732464e-05)	(120, 0.017571188726980366)	(125, 0.018368875245942447)	(130, 0.0025674587796892414)	(135, 0.05345500158186031)	(140, 0.0037794109126363636)	(145, 0.03637583370435893)	(150, 0.0)
BG2_R2_001	(1, 0.04643083521730643)	(2, 0.00028519939553835476)	(3, 0.000298276223718061)	(4, 2.0756870126517814e-07)	(5, 0.0)	(6, 0.0865304099086224)	(7, 0.0)	(8, 0.0)	(9, 0.17405673444591513)	(10, 0.06898284249984601)	(15, 8.908848658301445e-05)	(20, 5.272245012135525e-06)	(25, 0.01728814804593517)	(30, 0.0001452980908856247)	(35, 0.0003796016408737578)	(40, 0.03418963711515357)	(45, 0.017378772540907545)	(50, 0.0004501334855636653)	(55, 0.0037992544804773144)	(60, 0.052962814677420325)	(65, 0.020452865006644835)	(70, 0.005549307714584285)	(75, 0.020960495022458954)	(80, 0.0209249177470621)	(85, 0.0045665529415741726)	(90, 0.003151764673750718)	(95, 0.004810944330443793)	(100, 0.0030742585206983003)	(105, 0.03775824125478502)	(110, 0.005123584308289405)	(115, 0.038285797865920596)	(120, 0.019899154739149844)	(125, 0.02329277846361475)	(130, 0.0068102045472897355)	(135, 0.03924351985355812)	(140, 0.004232574901238501)	(145, 0.020460378993630634)	(150, 0.00015111001452104968)
BG3_R1_001	(1, 0.0)	(2, 0.1710208761788117)	(3, 0.0)	(4, 0.0)	(5, 0.0006845296843608919)	(6, 0.0)	(7, 0.0009770171556509756)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 1.5986892840700233e-06)	(20, 0.03227056054667965)	(25, 0.051784815957290925)	(30, 0.036051388035810525)	(35, 0.03453997265311178)	(40, 3.575250580738416e-05)	(45, 0.03550281960829031)	(50, 0.002061800502587217)	(55, 5.8352158868555856e-05)	(60, 0.00046202120309623673)	(65, 0.0001672810332695088)	(70, 0.004183261182548138)	(75, 0.02099231632142875)	(80, 1.1699498851603354e-05)	(85, 0.00034953161165349146)	(90, 0.017480722641274208)	(95, 0.020092108919107864)	(100, 0.005800553396469158)	(105, 0.00041587721694239747)	(110, 0.01717755301885875)	(115, 1.29348496620211e-05)	(120, 0.01724811335044202)	(125, 0.01807419970413784)	(130, 0.002514156902284303)	(135, 0.05297496746158633)	(140, 0.003693480920064867)	(145, 0.03577648614664521)	(150, 0.0)
BG3_R2_001	(1, 0.04583260508191931)	(2, 0.0002550636085038992)	(3, 0.0002928508097637361)	(4, 3.6333847365227804e-07)	(5, 0.0)	(6, 0.08807578938262776)	(7, 0.0)	(8, 0.0)	(9, 0.1720618409058255)	(10, 0.06998117005627066)	(15, 7.855377800362251e-05)	(20, 4.868735546940526e-06)	(25, 0.01771173324282233)	(30, 0.0001437367001768412)	(35, 0.0003586877411895289)	(40, 0.03487802276899785)	(45, 0.017674890721593988)	(50, 0.0004347708175723159)	(55, 0.003741296263197507)	(60, 0.051970336581937775)	(65, 0.02012691674488375)	(70, 0.005440339633690289)	(75, 0.020749678888723755)	(80, 0.020571207030465756)	(85, 0.004503725716309448)	(90, 0.0030989865094750097)	(95, 0.004776447574632847)	(100, 0.003015563995924447)	(105, 0.03786313900083024)	(110, 0.005077945840069507)	(115, 0.03772180033457951)	(120, 0.019583653059078866)	(125, 0.0228747729534212)	(130, 0.006760130305384825)	(135, 0.038839356811839185)	(140, 0.004231294528764969)	(145, 0.02012233868011573)	(150, 0.00015405551282856588)
BM1_R1_001	(1, 0.0)	(2, 0.20422110040445976)	(3, 0.0)	(4, 0.0)	(5, 0.00015929883026868932)	(6, 0.0)	(7, 0.00047789649080606805)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0010513722797733495)	(25, 0.009175612623476504)	(30, 0.015483846302116603)	(35, 0.0020708847934929613)	(40, 3.185976605373787e-05)	(45, 0.005288721164920486)	(50, 0.0003504574265911165)	(55, 9.55792981612136e-05)	(60, 0.00012743906421495147)	(65, 0.0004460367247523301)	(70, 0.0005416160229135438)	(75, 0.0017522871329555825)	(80, 0.0)	(85, 0.00022301836237616506)	(90, 0.004237348885147136)	(95, 0.0013062504082032526)	(100, 0.0007646343852897088)	(105, 0.0014655492384719419)	(110, 0.002516921518245292)	(115, 0.0)	(120, 0.0029310984769438837)	(125, 0.003855031692502282)	(130, 0.0029948180090513597)	(135, 0.005320580930974224)	(140, 0.003408994967749952)	(145, 0.016057322091083882)	(150, 0.0)
BM1_R2_001	(1, 0.00716844736209102)	(2, 0.00047789649080606805)	(3, 0.00015929883026868932)	(4, 0.0)	(5, 0.0)	(6, 0.019275158462511408)	(7, 0.0)	(8, 0.0)	(9, 0.01449619355445073)	(10, 0.012616467357280196)	(15, 0.00025487812842990294)	(20, 0.0)	(25, 0.004237348885147136)	(30, 0.0003504574265911165)	(35, 0.0001911585963224272)	(40, 0.00493826373832937)	(45, 0.002453201986137816)	(50, 6.371953210747573e-05)	(55, 0.0008602136834509225)	(60, 0.011087198586700778)	(65, 0.011310216949076943)	(70, 0.007964941513434468)	(75, 0.010545582563787235)	(80, 0.0067542704033924286)	(85, 0.00238948245403034)	(90, 0.002580641050352767)	(95, 0.0027399398806214567)	(100, 0.0009239332155583981)	(105, 0.01583430372870772)	(110, 0.004683385609899466)	(115, 0.009239332155583981)	(120, 0.009271191921637719)	(125, 0.0048745442062218935)	(130, 0.005543599293350389)	(135, 0.010545582563787235)	(140, 0.004683385609899466)	(145, 0.005479879761242913)	(150, 0.0)
BM2_R1_001	(1, 0.0)	(2, 0.1998404259285496)	(3, 0.0)	(4, 0.0)	(5, 0.00018641830776916938)	(6, 0.0)	(7, 0.00018641830776916938)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0035792315091680523)	(25, 0.010924112835273326)	(30, 0.01565913785261023)	(35, 0.0038775008015987235)	(40, 3.728366155383388e-05)	(45, 0.012601877605195853)	(50, 0.0003355529539845049)	(55, 0.00011185098466150164)	(60, 0.00011185098466150164)	(65, 0.00018641830776916938)	(70, 0.0007083895695228437)	(75, 0.0011185098466150163)	(80, 3.728366155383388e-05)	(85, 0.00022370196932300327)	(90, 0.002125168708568531)	(95, 0.0011185098466150163)	(100, 0.0008575242157381792)	(105, 0.0005965385848613421)	(110, 0.00480959234044457)	(115, 7.456732310766776e-05)	(120, 0.007195746679889938)	(125, 0.005331563602198245)	(130, 0.002125168708568531)	(135, 0.004287621078690896)	(140, 0.0026098563087683714)	(145, 0.01450334434444138)	(150, 0.0)
BM2_R2_001	(1, 0.007083895695228437)	(2, 0.00037283661553833876)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.037656498169372214)	(7, 0.0)	(8, 0.0)	(9, 0.032996040475142985)	(10, 0.012825579574518855)	(15, 0.0002609856308768372)	(20, 0.0)	(25, 0.007307597664551441)	(30, 0.00011185098466150164)	(35, 0.00018641830776916938)	(40, 0.0046231740326754004)	(45, 0.004846876001998405)	(50, 0.00011185098466150164)	(55, 0.00037283661553833876)	(60, 0.02117711976257764)	(65, 0.010029304957981313)	(70, 0.005070577971321408)	(75, 0.008836227788258629)	(80, 0.00529427994064441)	(85, 0.0016404811083686906)	(90, 0.0009693752003996809)	(95, 0.0019387504007993617)	(100, 0.0005219712617536744)	(105, 0.013869522098026204)	(110, 0.003057260247414378)	(115, 0.016181109114363903)	(120, 0.00980560298865831)	(125, 0.00827697286495112)	(130, 0.00499601064821374)	(135, 0.01468976265221055)	(140, 0.004362188401798564)	(145, 0.00480959234044457)	(150, 0.0)
