chr	start	end	gene	raw_count	count
chr1	9545948	9548448	Adhfe1	1	0.09146762549129549
chr1	9699709	9702209	Mybl1	244	22.3181006198761
chr1	16103774	16106274	Rdh10	366	33.477150929814144
chr1	21078729	21081229	Tram2	414	37.86759695339633
chr1	21961442	21963942	Kcnq5	150	13.720143823694322
chr1	33906225	33908725	Dst	66	6.036863282425502
chr1	34676188	34678688	Arhgef4	282	25.793870388545326
chr1	36509867	36512367	Cnnm3	175	16.00683446097671
chr1	38836211	38838711	Lonrf2	23	2.103755386299796
chr1	44549511	44552011	Gulp1	229	20.946086237506666
chr1	52117440	52119940	Stat1	181	16.555640213924484
chr1	54194668	54197168	Hecw2	0	0.0
chr1	55403921	55406421	Plcl1	149	13.628676198203028
chr1	59761400	59763900	Bmpr2	261	23.873050253228122
chr1	61636824	61639324	Pard3b	18	1.6464172588433188
chr1	62701285	62703785	Nrp2	81	7.408877664794934
chr1	63443891	63446391	Adam23	92	8.415021545199185
chr1	64121782	64124282	Klf7	219	20.03140998259371
chr1	64737251	64739751	Fzd5	888	81.22325143627039
chr1	64956324	64958824	Plekhm3	0	0.0
chr1	71652700	71655200	Fn1	138	12.622532317798777
chr1	72822503	72825003	Igfbp2	63	5.762460405951615
chr1	74123949	74126449	Tns1	140	12.805467568781367
chr1	74587746	74590246	Zfp142	8	0.7317410039303639
chr1	74599445	74601945	Stk36	62	5.67099278046032
chr1	75210313	75212813	Glb1l	34	3.1098992667040464
chr1	75373297	75375797	Speg	0	0.0
chr1	75478807	75481307	Chpf	302	27.623222898371235
chr1	75544266	75546766	Slc4a3	164	15.00069058057246
chr1	84695721	84698221	Dner	49	4.481913649073479
chr1	85892281	85894781	Itm2c	60	5.488057529477729
chr1	88701721	88704221	Arl4c	473	43.26418685738276
chr1	89930679	89933179	Gbx2	0	0.0
chr1	91458824	91461324	Per2	186	17.01297834138096
chr1	91492647	91495147	Traf3ip1	226	20.67168336103278
chr1	92179841	92182341	Hdac4	898	82.13792769118335
chr1	92829645	92832145	Gpc1	109	9.969971178551207
chr1	92848271	92850771	Gm29480	20	1.8293525098259096
chr1	92908783	92911283	Rnpepl1	178	16.281237337450595
chr1	93101451	93103951	Kif1a	33	3.018431641212751
chr1	93233841	93236341	Sned1	178	16.281237337450595
chr1	93510079	93512579	Farp2	262	23.964517878719416
chr1	105356210	105358710	Rnf152	247	22.592503496349984
chr1	105988406	105990906	Zcchc2	152	13.903079074676914
chr1	119421748	119424248	Inhbb	68	6.219798533408093
chr1	131137840	131140340	Dyrk3	89	8.140618668725297
chr1	131526852	131529352	Srgap2	3186	291.41585481526744
chr1	131825493	131827993	Slc41a1	102	9.32969780011214
chr1	132314126	132316626	Nuak2	142	12.988402819763959
chr1	132878273	132880773	Lrrn2	570	52.13654653003842
chr1	133423877	133426377	Sox13	236	21.586359615945735
chr1	134078620	134081120	Btg2	458	41.89217247501333
chr1	134234931	134237431	Adora1	2	0.18293525098259097
chr1	134403559	134406059	Cyb5r1	0	0.0
chr1	134558171	134560671	Kdm5b	0	0.0
chr1	135144824	135147324	Arl8a	120	10.976115058955457
chr1	135764119	135766619	Phlda3	14	1.2805467568781368
chr1	152902146	152904646	Smg7	214	19.574071855137234
chr1	152952993	152955493	Nmnat2	0	0.0
chr1	153332286	153334786	Lamc1	1132	103.5413520561465
chr1	153549545	153552045	Npl	136	12.439597066816185
