chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr6	85959623	85962123	4.989863758852263	0.0	2.494931879426132	-8.96574497324086	1.0	Gm19265	0.0020000544979440686
chr19	6239668	6242168	4.954599704019384	0.0	2.477299852009692	-8.955533587627542	1.0	Atg2a	0.00201426108773763
chr8	3513384	3515884	4.936967676602945	0.0	2.4684838383014727	-8.950400662758833	1.0	Mcoln1	0.002021440335520231
chr2	156611705	156614205	4.901703621770067	0.0	2.450851810885033	-8.940079699118252	1.0	Dlgap4	0.002035953463412807
chr18	74960763	74963263	4.901703621770067	0.0	2.450851810885033	-8.940079699118252	1.0	Lipg	0.002035953463412807
chr10	85384814	85387314	4.860562224465042	0.0	2.430281112232521	-8.927944506565051	1.0	Btbd11	0.00205315106124085
chr18	12305220	12307720	4.813543484687871	0.0	2.406771742343936	-8.913949562281692	1.0	Ankrd29	0.0020731646831306837
chr5	30812641	30815141	4.807666142215725	0.0	2.4038330711078624	-8.912190609989056	1.0	Mapre3	0.0020756938535804875
chr3	33142747	33145247	4.743015375022115	0.0	2.3715076875110577	-8.89269925824272	1.0	Pex5l	0.00210392755145537
chr6	122817914	122820414	4.737138032549969	0.0	2.3685690162749844	-8.890914189400952	1.0	Foxj2	0.0021065323846562777
chr4	147904204	147906704	4.672487265356359	0.0	2.33624363267818	-8.871131260648339	1.0	Mfn2	0.0021356171268175268
chr14	70888130	70890630	4.613713840634895	0.0	2.3068569203174474	-8.852908302692915	1.0	Gfra2	0.0021627636018726622
chr9	108488602	108491102	4.613713840634895	0.0	2.3068569203174474	-8.852908302692915	1.0	Lamb2	0.0021627636018726622
chr11	60114730	60117230	4.590204470746309	0.0	2.2951022353731547	-8.845554177547799	1.0	Rai1	0.0021738164169858437
chr7	101932111	101934611	4.572572443329871	0.0	2.286286221664936	-8.840013877480779	1.0	Numa1	0.002182180450754343
chr16	33055718	33058218	4.554940415913431	0.0	2.2774702079567155	-8.834452219266321	1.0	Iqcg	0.0021906090964823755
chr17	30482661	30485161	4.554940415913431	0.0	2.2774702079567155	-8.834452219266321	1.0	Btbd9	0.0021906090964823755
chr4	123181227	123183727	4.525553703552699	0.0	2.2627768517763496	-8.825134876494793	1.0	Hpcal4	0.00220480246814562
chr2	179973993	179976493	4.5196763610805535	0.0	2.2598381805402767	-8.823264165224197	1.0	Taf4	0.0022076632418865567
chr8	83698679	83701179	4.455025593886943	0.0	2.227512796943472	-8.802524634789295	1.0	Pkn1	0.0022396288195281524
chr4	127167204	127169704	4.425638881526211	0.0	2.2128194407631057	-8.792998105987119	1.0	Dlgap3	0.002254466665816403
chr1	75373297	75375797	4.343356086916162	0.0	2.171678043458081	-8.765984221344874	1.0	Speg	0.002297078346072952
chr3	122726947	122729447	4.337478744444016	0.0	2.168739372222008	-8.76403516374473	1.0	Pde5a	0.002300183758869388
chr15	103537492	103539992	4.337478744444016	0.0	2.168739372222008	-8.76403516374473	1.0	Ppp1r1a	0.002300183758869388
chr7	27337192	27339692	4.331601401971869	0.0	2.1658007009859346	-8.76208346943683	1.0	Ltbp4	0.0023032975794273066
chr15	55906449	55908949	4.255195949833967	0.0	2.1275979749169838	-8.73646821252811	1.0	Sntb1	0.0023445581674598746
chr3	152667860	152670360	4.231686579945381	0.0	2.1158432899726907	-8.728494213221316	1.0	Ak5	0.0023575527827255833
chr6	90809623	90812123	4.225809237473235	0.0	2.1129046187366174	-8.726493807823472	1.0	Iqsec1	0.0023608239746805153
chr7	66387850	66390350	4.225809237473235	0.0	2.1129046187366174	-8.726493807823472	1.0	Lrrk1	0.0023608239746805153
chr1	89930679	89933179	4.219931895001088	0.0	2.109965947500544	-8.724490624861044	1.0	Gbx2	0.0023641042570491373
chr3	108086151	108088651	4.214054552528943	0.0	2.1070272762644717	-8.722484656610002	1.0	Ampd2	0.002367393667776615
chr14	70075445	70077945	4.208177210056796	0.0	2.104088605028398	-8.720475895314054	1.0	Egr3	0.0023706922450195864
chr7	5018376	5020876	4.0494889633088444	0.0	2.0247444816544222	-8.665154312134822	1.0	Zfp865	0.002463364253575679
chr11	120719470	120721970	4.020102250948113	0.0	2.0100511254740563	-8.654672632762301	1.0	Rac3	0.0024813266208437833
chrX	152768965	152771465	4.020102250948113	0.0	2.0100511254740563	-8.654672632762301	1.0	Shroom2	0.0024813266208437833
chr2	30124085	30126585	3.996592881059527	0.0	1.9982964405297636	-8.646232111493433	1.0	Zer1	0.002495886229737307
chr16	4679277	4681777	3.9730835111709415	0.0	1.9865417555854707	-8.637741918005354	1.0	Coro7	0.002510617709107539
chr10	3738364	3740864	3.961328826226649	0.0	1.9806644131133244	-8.63347801080481	1.0	Plekhg1	0.0025180488540661804
chr2	163201125	163203625	3.949574141282356	0.0	1.974787070641178	-8.629201464196301	1.0	Tox2	0.0025255241203190055
chr2	127142942	127145442	3.949574141282356	0.0	1.974787070641178	-8.629201464196301	1.0	Itpripl1	0.0025255241203190055
chr5	33993984	33996484	3.902555401505185	0.0	1.9512777007525923	-8.611967370423406	1.0	Nat8l	0.002555874351620156
chr17	23671596	23674096	3.902555401505185	0.0	1.9512777007525923	-8.611967370423406	1.0	Hcfc1r1	0.002555874351620156
chr2	31972436	31974936	3.890800716560893	0.0	1.9454003582804464	-8.6076264858626	1.0	Nup214	0.002563576231296536
chr12	16999908	17002408	3.8320272918394287	0.0	1.9160136459197143	-8.585723956998246	1.0	Pqlc3	0.002602792546851575
chr5	110877803	110880303	3.820272606895136	0.0	1.910136303447568	-8.581303264593336	1.0	Ttc28	0.0026107802306285753
chr19	55098951	55101451	3.790885894534404	0.0	1.895442947267202	-8.570191904829818	1.0	Gpam	0.002630965589990428
chr6	116673452	116675952	3.779131209590112	0.0	1.889565604795056	-8.565723287960614	1.0	Rassf4	0.002639127400679731
chr5	29193992	29196492	3.779131209590112	0.0	1.889565604795056	-8.565723287960614	1.0	Rnf32	0.002639127400679731
chr9	51763337	51765837	3.773253867117965	0.0	1.8866269335589825	-8.563483778359622	1.0	Arhgap20	0.0026432273252701057
chr2	28190992	28193492	3.761499182173672	0.0	1.880749591086836	-8.558994302859697	1.0	Olfm1	0.0026514655093300542
chr10	79791572	79794072	3.732112469812941	0.0	1.8660562349064704	-8.547709109444545	1.0	Palm	0.0026722873993415483
chr1	155099136	155101636	3.732112469812941	0.0	1.8660562349064704	-8.547709109444545	1.0	Ier5	0.0026722873993415483
chr12	110599452	110601952	3.7262351273407934	0.0	1.8631175636703967	-8.545441438819777	1.0	Dync1h1	0.002676491082379321
chr3	32365514	32368014	3.7144804423965017	0.0	1.8572402211982508	-8.540895376300698	1.0	Zmat3	0.0026849382496865895
chr9	65030458	65032958	3.68509373003577	0.0	1.842546865017885	-8.529467150125237	1.0	Dpp8	0.0027062912961353207
chr2	119286740	119289240	3.655707017675038	0.0	1.827853508837519	-8.51794767258695	1.0	Vps18	0.0027279867026422816
chr15	74514195	74516695	3.655707017675038	0.0	1.827853508837519	-8.51794767258695	1.0	Adgrb1	0.0027279867026422816
chr17	44186572	44189072	3.655707017675038	0.0	1.827853508837519	-8.51794767258695	1.0	Clic5	0.0027279867026422816
chr4	123663881	123666381	3.6498296752028914	0.0	1.8249148376014457	-8.5156326982682	1.0	Macf1	0.0027323675928841227
chr11	84878148	84880648	3.638074990258599	0.0	1.8190374951293	-8.510991575791147	1.0	Myo19	0.0027411717211687954
chr10	127059684	127062184	3.638074990258599	0.0	1.8190374951293	-8.510991575791147	1.0	March9	0.0027411717211687954
