chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation
chr10	7955730	7958230	0.6033605493187516	74.73644412791363	37.66990233861619	5.561816900014052	0.9839829542456702
chr7	142095343	142097843	0.2212322014168756	52.75513703146844	26.48818461644266	5.459993189128518	0.9916478911401295
chr15	64921796	64924296	0.3217922929700009	57.15139845075748	28.736595371863743	5.459246492662255	0.9888020035496247
chr9	108824320	108826820	1.2469451352587533	92.32148980506976	46.78421747016426	5.376172535930171	0.9733468848537656
chr5	102069421	102071921	2.473778252206882	140.68036541724916	71.57707183472802	5.3499903650334995	0.965438957073868
chr7	65156070	65158570	0.4022403662125011	52.75513703146844	26.578688698840473	5.260597053899082	0.9848660567580956
chr7	99827917	99830417	0.6435845859400018	61.54765987004651	31.095622227993257	5.250038298318357	0.9793030484734719
chr11	77980754	77983254	2.6547864170025077	136.28410399796013	69.46944520748131	5.231233677961381	0.961784833475011
chr13	42050021	42052521	2.3329941240325063	123.09531974009302	62.714156932062764	5.218486120945503	0.9627995617232038
chr5	138752514	138755014	0.5631365126975015	57.15139845075748	28.857267481727494	5.217298203500374	0.9804854526488316
chr12	81858030	81860530	1.2067210986375032	79.13270554720266	40.16971332292008	5.1824149796844265	0.9699594296594353
chr1	88701721	88704221	1.9709777944412556	105.51027406293689	53.74062592868907	5.163910968128865	0.9633242493852484
chr2	164830873	164833373	0.7441446774931271	57.15139845075748	28.947771564125304	5.05922226437194	0.9742935418761097
chr6	128355351	128357851	4.324083936784387	175.85045677156145	90.08727035417292	5.053852818807823	0.952001165982891
chr6	121181667	121184167	1.9910898127518804	92.32148980506976	47.15628980891082	4.963466203325524	0.9577767924317142
chr15	84855549	84858049	0.7441446774931271	50.55700632182392	25.650575499658522	4.885576873150134	0.9709891625042475
chr16	18496768	18499268	5.209012742451889	180.2467181908505	92.72786546665118	4.867447169988299	0.943824731473785
chr7	19458321	19460821	1.3475052268118786	65.94392128933555	33.64571325807371	4.833752785208723	0.9599501661184572
chr14	51982719	51985219	2.3933301789643817	92.32148980506976	47.35740999201707	4.781435619417384	0.9494623929102579
chr17	45686405	45688905	1.126273025395003	57.15139845075748	29.138835738076242	4.773415122669354	0.9613480430200139
chr7	16813889	16816389	1.3072811901906285	61.54765987004651	31.42747053011857	4.760690166820474	0.9584032323270244
chr4	150047013	150049513	3.8615075156400094	125.29345044973756	64.57747898268879	4.699232261285268	0.9402034954527233
chr12	8311433	8313933	0.5631365126975015	39.56635277360133	20.064744643149417	4.697767915831241	0.9719340304243657
chr8	85081270	85083770	0.5631365126975015	39.56635277360133	20.064744643149417	4.697767915831241	0.9719340304243657
chr11	83462571	83465071	1.2469451352587533	57.15139845075748	29.19917179300812	4.69377708360819	0.9572951882300531
chr11	87590162	87592662	24.778006558690063	0.0	12.389003279345031	-4.688068797722357	1.0
chr2	30358837	30361337	1.7698576113350049	70.34018270862458	36.05502015997979	4.686831191279975	0.9509123111433038
chr7	75453534	75456034	1.9709777944412556	74.73644412791363	38.35371096117744	4.6719779600083635	0.94861050612713
chr19	4476947	4479447	1.488289354986254	61.54765987004651	31.517974612516383	4.651729742460469	0.9527796638812182
chr15	79106972	79109472	1.5888494465393792	61.54765987004651	31.568254658292943	4.5945729355975224	0.949669392123901
chr10	128457236	128459736	1.2469451352587533	52.75513703146844	27.0010410833636	4.58036582726185	0.9538186275333271
chr11	97150995	97153495	1.890529721198755	68.14205199898007	35.01629086008941	4.580157608843824	0.9460099949262895
chr3	89213180	89215680	6.073829529808767	167.0579339329834	86.56588173139608	4.570323390593391	0.9298357573639098
chr18	12235900	12238400	3.6000512776018847	105.51027406293689	54.55516267026938	4.53319884716987	0.9340108048185919
chr13	74007407	74009907	2.312882105721881	74.73644412791363	38.524663116817756	4.514828918599108	0.9399635994555341
chr7	126474924	126477424	3.8615075156400094	109.90653548222592	56.88402149893297	4.511796820966482	0.9321161300856261
chr7	84526954	84529454	0.4022403662125011	30.77382993502325	15.588035150617875	4.502033422806218	0.9741955697221689
chr13	45505444	45507944	2.876018618419383	85.72709767613621	44.301558147277795	4.483835424674295	0.9350808698678671
chr8	106337488	106339988	21.077395189535057	0.0	10.538697594767529	-4.464498060082114	1.0
chr13	51844678	51847178	7.260438610135645	180.2467181908505	93.75357840049307	4.4555926750202515	0.9225582774118681
chr5	151366675	151369175	20.916499043050056	0.0	10.458249521525028	-4.453945454471441	1.0
chr11	114763388	114765888	2.4938902705175066	74.73644412791363	38.61516719921557	4.4380814827555515	0.9354168206070033
chr2	156418909	156421409	1.2871691718800036	48.3588756121794	24.823022392029703	4.431674545845577	0.9481461543420557
chr12	4038415	4040915	0.7039206408718769	35.17009135431229	17.937005997592085	4.407867192248031	0.9607559566537262
chr7	29169911	29172411	3.901731552261261	101.11401264364784	52.507872097954554	4.38074556820786	0.9256924457920804
chr7	27193781	27196281	3.4994911860487594	92.32148980506976	47.91049049555926	4.3743755668712945	0.9269577257537549
chr15	78875190	78877690	4.585540174822513	114.30279690151497	59.44416853816874	4.367586888884016	0.9228597137854125
chr1	16103774	16106274	3.962067607193136	101.11401264364784	52.53804012542049	4.3630956522842785	0.9245866880885781
chr12	81332680	81335180	1.3072811901906285	46.16074490253489	23.734013046362758	4.353320763583697	0.9449195048626229
chr6	113075365	113077865	6.154277603051267	145.0766268365382	75.61545221979473	4.351775446824448	0.9186108470903227
chr17	57059363	57061863	3.62016329591251	92.32148980506976	47.97082655049113	4.33619359047376	0.9245340646340093
chr1	152902146	152904646	4.726324302996888	114.30279690151497	59.514560602255926	4.331674320836816	0.9205854121215216
chr6	88900251	88902751	4.947556504413764	118.699058320804	61.823307412608884	4.330970919382465	0.9199726331140169
chr10	10557733	10560233	2.3329941240325063	65.94392128933555	34.13845770668403	4.328062381285258	0.9316608224051163
chr4	149307193	149309693	3.016802746593758	79.13270554720266	41.07475414689821	4.318271665997456	0.9265533584010126
chr2	180595790	180598290	0.8245927507356272	35.17009135431229	17.99734205252396	4.309150846419015	0.95418252604584
chr9	45954747	45957247	3.74083540577626	92.32148980506976	48.03116260542301	4.298996128029489	0.9221164926506714
chr4	132510001	132512501	4.887220449481888	114.30279690151497	59.59500867549843	4.291697047668562	0.9179927890254475
