chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation
chr19	8987284	8989784	0.4022403662125011	222.301262671172	111.35175151869225	7.31511392743771	0.9963876601784303
chr6	48445325	48447825	0.8044807324250022	277.876578338965	139.340529535695	7.2718992246354635	0.9942265130245617
chr5	138752514	138755014	0.5631365126975015	233.41632580473055	116.98973115871402	7.228485460713458	0.9951864449373465
chr5	117387139	117389639	2.051425867683756	400.1422728081096	201.09684933789669	7.0384866551655385	0.9897988164685922
chr1	174499825	174502325	0.3217922929700009	155.61088386982038	77.9663380813952	6.888545178874903	0.995872676582116
chr7	29301951	29304451	1.890529721198755	333.451894006758	167.67121186397836	6.854320998462412	0.9887247804785211
chr11	68966131	68968631	4.082739717056886	566.8682198114885	285.47547976427273	6.803806011337223	0.9856984574632182
chr14	122473435	122475935	3.338595039563759	466.8326516094612	235.08562332451248	6.752620812881453	0.9857983870202256
chr3	93553080	93555580	2.232434032479381	311.2217677396408	156.7271008860601	6.593806385810002	0.9857559157295818
chr3	89389850	89392350	1.7296335747137548	255.64645207184776	128.68804282328077	6.554931209233577	0.986559484962492
chr11	77980754	77983254	2.6547864170025077	333.451894006758	168.05334021188025	6.515867806452357	0.9842027155565287
chr6	38253509	38256009	2.0112018310625053	233.41632580473055	117.71376381789652	6.282589828331133	0.9829144718014978
chr4	43629935	43632435	2.4536662338962567	255.64645207184776	129.050059152872	6.215509840409478	0.9809867097310693
chr17	30003087	30005587	2.0112018310625053	211.18619953761336	106.59870068433793	6.138847606605134	0.9811329611134932
chr19	5097918	5100418	2.373218160653757	233.41632580473055	117.89477198269215	6.118803612068624	0.9798700305302583
chr17	24486783	24489283	1.0056009155312526	133.38075760270317	67.19317925911722	6.06614819884851	0.9850341816443401
chr7	52005518	52008018	1.086048988773753	133.38075760270317	67.23340329573846	6.009409720199684	0.9838465861381945
chr2	38286890	38289390	2.815682563487508	244.5313889382892	123.67353575088836	6.007822506647005	0.9772329419839743
chr2	25260618	25263118	2.7352344902450074	233.41632580473055	118.07578014748778	5.971730423541041	0.9768349234125031
chr2	130397074	130399574	2.252546050790006	188.95607327049615	95.60430966064308	5.867952545006905	0.9764388649550878
