chr	start	end	gene	raw_count	count
chr1	9545948	9548448	Adhfe1	87	1.6385797769874089
chr1	9699709	9702209	Mybl1	203	3.823352812970621
chr1	16103774	16106274	Rdh10	278	5.235921586235628
chr1	21078729	21081229	Tram2	257	4.840402329721426
chr1	21961442	21963942	Kcnq5	106	1.9964305328812109
chr1	33906225	33908725	Dst	150	2.8251375465300153
chr1	34676188	34678688	Arhgef4	132	2.4861210409464136
chr1	36509867	36512367	Cnnm3	199	3.7480158117298203
chr1	38836211	38838711	Lonrf2	77	1.450237273885408
chr1	44549511	44552011	Gulp1	46	0.8663755142692047
chr1	52117440	52119940	Stat1	314	5.9139545974028325
chr1	54194668	54197168	Hecw2	27	0.5085247583754028
chr1	55403921	55406421	Plcl1	428	8.061059132765644
chr1	59761400	59763900	Bmpr2	111	2.0906017844322116
chr1	61636824	61639324	Pard3b	41	0.7722042627182042
chr1	62701285	62703785	Nrp2	160	3.013480049632016
chr1	63443891	63446391	Adam23	32	0.6026960099264033
chr1	64121782	64124282	Klf7	383	7.2135178688066395
chr1	64737251	64739751	Fzd5	519	9.774975910993854
chr1	64956324	64958824	Plekhm3	40	0.753370012408004
chr1	71652700	71655200	Fn1	114	2.1471045353628115
chr1	72822503	72825003	Igfbp2	88	1.657414027297609
chr1	74123949	74126449	Tns1	168	3.1641540521136173
chr1	74587746	74590246	Zfp142	430	8.098727633386044
chr1	74599445	74601945	Stk36	118	2.222441536603612
chr1	75210313	75212813	Glb1l	102	1.9210935316404105
chr1	75373297	75375797	Speg	83	1.5632427757466085
chr1	75478807	75481307	Chpf	523	9.850312912234653
chr1	75544266	75546766	Slc4a3	92	1.7327510285384093
chr1	84695721	84698221	Dner	107	2.015264783191411
chr1	85892281	85894781	Itm2c	126	2.3731155390852128
chr1	88701721	88704221	Arl4c	112	2.1094360347424117
chr1	89930679	89933179	Gbx2	130	2.4484525403260133
chr1	91458824	91461324	Per2	487	9.17227990106745
chr1	91492647	91495147	Traf3ip1	178	3.3524965552156183
chr1	92179841	92182341	Hdac4	499	9.398290904789851
chr1	92829645	92832145	Gpc1	152	2.8628060471504155
chr1	92848271	92850771	Gm29480	98	1.84575653039961
chr1	92908783	92911283	Rnpepl1	121	2.2789442875342125
chr1	93101451	93103951	Kif1a	211	3.9740268154522216
chr1	93233841	93236341	Sned1	408	7.684374126561642
chr1	93510079	93512579	Farp2	268	5.047579083133628
chr1	105356210	105358710	Rnf152	102	1.9210935316404105
chr1	105988406	105990906	Zcchc2	379	7.138180867565839
chr1	119421748	119424248	Inhbb	250	4.708562577550025
chr1	131137840	131140340	Dyrk3	96	1.80808802977921
chr1	131526852	131529352	Srgap2	1341	25.256729665978337
chr1	131825493	131827993	Slc41a1	159	2.9946457993218165
chr1	132314126	132316626	Nuak2	109	2.0529332838118113
chr1	132878273	132880773	Lrrn2	145	2.730966294979015
chr1	133423877	133426377	Sox13	96	1.80808802977921
chr1	134078620	134081120	Btg2	510	9.605467658202052
chr1	134234931	134237431	Adora1	238	4.4825515738276245
chr1	134403559	134406059	Cyb5r1	45	0.8475412639590046
chr1	134558171	134560671	Kdm5b	84	1.5820770260568087
chr1	135144824	135147324	Arl8a	75	1.4125687732650076
chr1	135764119	135766619	Phlda3	94	1.7704195291588096
chr1	152902146	152904646	Smg7	228	4.294209070725623
chr1	152952993	152955493	Nmnat2	89	1.6762482776078091
chr1	153332286	153334786	Lamc1	442	8.324738637108446
chr1	153549545	153552045	Npl	88	1.657414027297609
chr1	153897944	153900444	Glul	483	9.096942899826649
chr1	155099136	155101636	Ier5	368	6.931004114153637
chr1	155243944	155246444	BC034090	55	1.0358837670610057
chr1	156673856	156676356	Tor3a	226	4.256540570105223
chr1	158360273	158362773	Astn1	94	1.7704195291588096
chr1	162477534	162480034	Dnm3	146	2.749800545289215
chr1	162740056	162742556	Prrc2c	90	1.6950825279180093
chr1	164247046	164249546	Slc19a2	214	4.030529566382822
chr1	166252139	166254639	Ildr2	138	2.599126542807614
chr1	171195768	171198268	Pcp4l1	74	1.3937345229548075
chr1	174499825	174502325	Fmn2	70	1.3183975217140071
chr1	175692276	175694776	Opn3	666	12.543610706593268
chr1	186705489	186707989	Tgfb2	183	3.446667806766619
chr1	189726268	189728768	Ptpn14	145	2.730966294979015
chr1	191904767	191907267	Slc30a1	238	4.4825515738276245
chr1	192855256	192857756	Sertad4	40	0.753370012408004
chr1	194974375	194976875	A330023F24Rik	99	1.86459078070981
chr10	3738364	3740864	Plekhg1	86	1.6197455266772087
chr10	5921900	5924400	Rgs17	51	0.9605467658202053
chr10	7587800	7590300	Lrp11	240	4.520220074448025
chr10	7955730	7958230	Tab2	54	1.0170495167508056
chr10	8518325	8520825	Ust	217	4.087032317313422
chr10	8885570	8888070	Sash1	364	6.855667112912838
chr10	9674708	9677208	Samd5	148	2.787469045909615
chr10	10557733	10560233	Rab32	82	1.5444085254364084
chr10	13058504	13061004	Plagl1	65	1.2242262701630067
chr10	13473896	13476396	Phactr2	80	1.506740024816008
chr10	13964075	13966575	Hivep2	246	4.633225576309226
chr10	14544679	14547179	Adgrg6	133	2.5049552912566138
chr10	18316985	18319485	Nhsl1	56	1.0547180173712059
chr10	22148770	22151270	E030030I06Rik	50	0.9417125155100051
chr10	22156586	22159086	H60b	48	0.904044014889605
chr10	26078552	26081052	Tmem200a	32	0.6026960099264033
chr10	28072820	28075320	Ptprk	61	1.1488892689222063
chr10	32889962	32892462	Nkain2	84	1.5820770260568087
chr10	34207051	34209551	Dse	64	1.2053920198528065
chr10	42276255	42278755	Foxo3	404	7.6090371253208415
chr10	43477140	43479640	Bend3	93	1.7515852788486095
chr10	52688533	52691033	Slc35f1	116	2.184773035983212
chr10	53750409	53752909	Fam184a	72	1.3560660223344074
chr10	54075296	54077796	Man1a	76	1.4314030235752078
chr10	58811359	58813859	Sh3rf3	138	2.599126542807614
chr10	58812642	58815142	Gm9987	113	2.1282702850526114
chr10	60104219	60106719	Spock2	107	2.015264783191411
chr10	60275627	60278127	Psap	230	4.331877571346023
chr10	60752294	60754794	Slc29a3	407	7.665539876251442
chr10	61147203	61149703	Sgpl1	226	4.256540570105223
chr10	61272938	61275438	Adamts14	91	1.7139167782282094
chr10	61452169	61454669	Eif4ebp2	185	3.484336307387019
chr10	61713263	61715763	Aifm2	89	1.6762482776078091
chr10	70243100	70245600	Slc16a9	134	2.523789541566814
chr10	74965177	74967677	Gnaz	208	3.917524064521621
chr10	75035058	75037558	Rab36	320	6.026960099264032
chr10	75559830	75562330	Lrrc75b	243	4.576722825378625
chr10	75763857	75766357	Cabin1	187	3.522004808007419
chr10	77166048	77168548	Col18a1	57	1.0735522676814058
chr10	78464475	78466975	Pdxk	180	3.3901650558360186
chr10	78572500	78575000	Ilvbl	33	0.6215302602366034
chr10	79714634	79717134	Hcn2	97	1.82692228008941
chr10	79791572	79794072	Palm	108	2.034099033501611
chr10	79968715	79971215	Grin3b	80	1.506740024816008
chr10	80102198	80104698	Sbno2	109	2.0529332838118113
chr10	80140335	80142835	Cbarp	260	4.896905080652027
chr10	80146272	80148772	Midn	180	3.3901650558360186
chr10	80741711	80744211	Ap3d1	266	5.0099105825132275
chr10	80753206	80755706	Dot1l	48	0.904044014889605
chr10	80796198	80798698	Sf3a2	197	3.71034731110942
chr10	81014445	81016945	Gng7	297	5.59377234212943
chr10	81430505	81433005	Nfic	109	2.0529332838118113
chr10	81482209	81484709	Celf5	63	1.1865577695426064
chr10	81495892	81498392	Ncln	405	7.627871375631042
chr10	83337382	83339882	Slc41a2	184	3.4655020570768187
chr10	84440097	84442597	Nuak1	159	2.9946457993218165
chr10	84574626	84577126	Tcp11l2	187	3.522004808007419
chr10	85384814	85387314	Btbd11	324	6.102297100504833
chr10	87493160	87495660	Ascl1	233	4.388380322276624
chr10	89871509	89874009	Anks1b	136	2.5614580421872137
chr10	91082270	91084770	Apaf1	416	7.835048129043242
chr10	95416680	95419180	Socs2	69	1.299563271403807
chr10	99106159	99108659	Galnt4	224	4.218872069484823
chr10	105571953	105574453	Gm15663	213	4.011695316072622
chr10	110455704	110458204	Nav3	85	1.6009112763670088
chr10	115361762	115364262	Tmem19	213	4.011695316072622
chr10	117627500	117630000	Cpm	64	1.2053920198528065
chr10	117710258	117712758	Mdm2	77	1.450237273885408
chr10	121363090	121365590	Gns	52	0.9793810161304053
chr10	122046815	122049315	Srgap1	61	1.1488892689222063
chr10	122676762	122679262	Ppm1h	67	1.261894770783407
chr10	126976717	126979217	Ctdsp2	214	4.030529566382822
chr10	127059684	127062184	March9	34	0.6403645105468034
chr10	127120660	127123160	Os9	154	2.900474547770816
chr10	127189554	127192054	Arhgef25	60	1.1300550186120062
chr10	127195228	127197728	Dtx3	79	1.4879057745058082
chr10	127288518	127291018	Mbd6	371	6.987506865084238
chr10	127378327	127380827	R3hdm2	105	1.9775962825710107
chr10	127620648	127623148	Lrp1	278	5.235921586235628
chr10	128090783	128093283	Baz2a	149	2.806303296219815
chr10	128268576	128271076	Stat2	218	4.105866567623623
chr10	128375115	128377615	Ankrd52	92	1.7327510285384093
chr10	128457236	128459736	Smarcc2	78	1.469071524195608
chr10	128525359	128527859	Esyt1	523	9.850312912234653
chr10	128803870	128806370	Tmem198b	460	8.663755142692047
chr10	128891218	128893718	Gdf11	181	3.4089993061462187
chr10	128922388	128924888	Rdh5	436	8.211733135247245
chr11	3286874	3289374	Patz1	103	1.9399277819506107
chr11	3647494	3649994	Morc2a	546	10.283500669369255
chr11	3893240	3895740	Dusp18	80	1.506740024816008
chr11	4133202	4135702	Rnf215	114	2.1471045353628115
chr11	4159793	4162293	Ccdc157	174	3.2771595539748177
chr11	4635747	4638247	Ascc2	135	2.542623791877014
chr11	4984824	4987324	Ap1b1	39	0.734535762097804
chr11	5444347	5446847	Znrf3	148	2.787469045909615
chr11	6289633	6292133	Ogdh	224	4.218872069484823
chr11	6475417	6477917	Purb	86	1.6197455266772087
chr11	7061489	7063989	Adcy1	56	1.0547180173712059
chr11	7213423	7215923	Igfbp3	83	1.5632427757466085
chr11	8664035	8666535	Tns3	136	2.5614580421872137
chr11	11112223	11114723	Vwc2	56	1.0547180173712059
chr11	16750203	16752703	Egfr	134	2.523789541566814
chr11	16950782	16953282	Eldr	456	8.588418141451246
chr11	19018485	19020985	Meis1	305	5.744446344611031
chr11	20332213	20334713	Slc1a4	1244	23.429807385888928
chr11	22002397	22004897	Otx1	132	2.4861210409464136
chr11	28583824	28586324	Ccdc85a	165	3.107651301183017
chr11	30267675	30270175	Sptbn1	175	3.295993804285018
chr11	31870211	31872711	Cpeb4	478	9.00277164827565
chr11	32221800	32224300	Rhbdf1	122	2.2977785378444127
chr11	32345820	32348320	Sh3pxd2b	86	1.6197455266772087
chr11	35980027	35982527	Wwc1	80	1.506740024816008
chr11	40754811	40757311	Ccng1	581	10.94269943022626
chr11	46312359	46314859	Cyfip2	86	1.6197455266772087
chr11	51857153	51859653	Jade2	76	1.4314030235752078
chr11	52002221	52004721	Cdkl3	248	4.670894076929626
chr11	52282514	52285014	Tcf7	88	1.657414027297609
chr11	53768014	53770514	Irf1	238	4.4825515738276245
chr11	53891160	53893660	Slc22a5	492	9.266451152618451
chr11	55032945	55035445	Anxa6	68	1.2807290210936069
chr11	55202350	55204850	Slc36a1	61	1.1488892689222063
chr11	57643442	57645942	Galnt10	210	3.9551925651420214
chr11	58007064	58009564	Larp1	85	1.6009112763670088
chr11	58976093	58978593	Trim11	77	1.450237273885408
chr11	59163239	59165739	Iba57	166	3.126485551493217
chr11	60103013	60105513	Rai1	102	1.9210935316404105
chr11	60114730	60117230	4930412M03Rik	229	4.313043321035823
chr11	60222081	60224581	Srebf1	48	0.904044014889605
chr11	60352405	60354905	Tom1l2	899	16.93199102886989
chr11	60415145	60417645	Gid4	382	7.194683618496439
chr11	61854573	61857073	Ulk2	87	1.6385797769874089
chr11	64433332	64435832	Hs3st3a1	178	3.3524965552156183
chr11	65162461	65164961	Arhgap44	32	0.6026960099264033
chr11	66166035	66168535	Gm12296	216	4.068198067003222
chr11	66525464	66527964	Shisa6	104	1.9587620322608106
chr11	68689559	68692059	Myh10	922	17.365178786004495
chr11	68966131	68968631	Slc25a35	104	1.9587620322608106
chr11	69057717	69060217	Borcs6	264	4.972242081892827
chr11	69086490	69088990	Vamp2	102	1.9210935316404105
chr11	69368906	69371406	Chd3	73	1.3749002726446076
chr11	69605442	69607942	Atp1b2	166	3.126485551493217
chr11	69758137	69760637	Polr2a	465	8.757926394243048
chr11	69763912	69766412	Zbtb4	126	2.3731155390852128
chr11	69837284	69839784	Nlgn2	747	14.069184981719477
chr11	69880906	69883406	Kctd11	162	3.0511485502524165
chr11	69979156	69981656	Ctdnep1	54	1.0170495167508056
chr11	70560881	70563381	Mink1	161	3.0323142999422164
chr11	70645235	70647735	Rnf167	243	4.576722825378625
chr11	70687605	70690105	Camta2	246	4.633225576309226
chr11	70698548	70701048	Kif1c	114	2.1471045353628115
chr11	71033013	71035513	6330403K07Rik	178	3.3524965552156183
chr11	73017008	73019508	Camkk1	349	6.573153358259836
chr11	73197460	73199960	Shpk	255	4.802733829101026
chr11	73198542	73201042	Ctns	259	4.8780708303418265
chr11	74647495	74649995	Cluh	324	6.102297100504833
chr11	74828920	74831420	Mnt	404	7.6090371253208415
chr11	74896560	74899060	Sgsm2	122	2.2977785378444127
chr11	75191783	75194283	Rtn4rl1	120	2.2601100372240124
chr11	75454217	75456717	Wdr81	233	4.388380322276624
chr11	75484816	75487316	Prpf8	175	3.295993804285018
chr11	75529694	75532194	Slc43a2	376	7.0816781166352385
chr11	76179147	76181647	Vps53	124	2.335447038464813
chr11	76398640	76401140	Nxn	79	1.4879057745058082
chr11	76621814	76624314	Abr	74	1.3937345229548075
chr11	77489178	77491678	Ankrd13b	163	3.0699828005626166
chr11	77491562	77494062	Git1	158	2.9758115490116164
chr11	77761246	77763746	Myo18a	269	5.066413333443828
chr11	77928800	77931300	Sez6	126	2.3731155390852128
chr11	77980754	77983254	Phf12	351	6.610821858880236
chr11	78245487	78247987	Supt6	155	2.919308798081016
chr11	78463697	78466197	Slc46a1	180	3.3901650558360186
chr11	78497254	78499754	Sarm1	195	3.6726788104890202
chr11	78535832	78538332	Tnfaip1	429	8.079893383075843
chr11	79337693	79340193	Nf1	136	2.5614580421872137
chr11	80298912	80301412	Rhbdl3	67	1.261894770783407
chr11	83407137	83409637	Rasl10b	95	1.7892537794690098
chr11	83462571	83465071	Mmp28	80	1.506740024816008
chr11	84878148	84880648	Myo19	164	3.0888170508728168
chr11	85351167	85353667	Bcas3	433	8.155230384316644
chr11	85830551	85833051	Tbx2	116	2.184773035983212
chr11	87590162	87592662	Mtmr4	738	13.899676728927675
chr11	87987033	87989533	Dynll2	244	4.595557075688825
chr11	88864086	88866586	Akap1	261	4.915739330962227
chr11	88997376	88999876	Trim25	15	0.28251375465300155
chr11	93096028	93098528	Car10	22	0.41435350682440225
chr11	94473698	94476198	Cacna1g	90	1.6950825279180093
chr11	94601371	94603871	Acsf2	112	2.1094360347424117
chr11	95007879	95010379	Samd14	90	1.6950825279180093
chr11	95040854	95043354	Pdk2	525	9.887981412855053
chr11	95335018	95337518	Fam117a	140	2.6367950434280143
chr11	96829468	96831968	Nfe2l1	662	12.468273705352468
chr11	97150995	97153495	Tbkbp1	186	3.503170557697219
chr11	97413533	97416033	Arhgap23	94	1.7704195291588096
chr11	97699997	97702497	Pcgf2	49	0.922878265199805
chr11	97797000	97799500	Lasp1	119	2.2412757869138122
chr11	98022534	98025034	Cacnb1	130	2.4484525403260133
chr11	98149903	98152403	Fbxl20	184	3.4655020570768187
chr11	98201059	98203559	Cdk12	208	3.917524064521621
chr11	98399990	98402490	Pgap3	179	3.3713308055258184
chr11	98410470	98412970	Erbb2	105	1.9775962825710107
chr11	98586868	98589368	Ormdl3	116	2.184773035983212
chr11	99039244	99041744	Igfbp4	199	3.7480158117298203
chr11	100355628	100358128	Hap1	164	3.0888170508728168
chr11	100711965	100714465	Kat2a	177	3.333662304905418
chr11	101007452	101009952	Atp6v0a1	157	2.9569772987014162
chr11	101068012	101070512	Naglu	172	3.2394910533544174
chr11	101784871	101787371	Etv4	258	4.859236580031626
chr11	102088015	102090515	Mpp2	93	1.7515852788486095
chr11	102229666	102232166	Hdac5	93	1.7515852788486095
chr11	102407446	102409946	Slc25a39	252	4.7462310781704256
chr11	102447182	102449682	Fam171a2	163	3.0699828005626166
chr11	102555892	102558392	Gpatch8	298	5.61260659243963
chr11	102819200	102821700	Gjc1	62	1.1677235192324065
chr11	103412187	103414687	Plekhm1	158	2.9758115490116164
chr11	105180933	105183433	1700052K11Rik	184	3.4655020570768187
chr11	105587986	105590486	Tanc2	34	0.6403645105468034
chr11	106034872	106037372	Dcaf7	390	7.3453576209780405
chr11	107131627	107134127	Bptf	43	0.8098727633386044
chr11	107545930	107548430	Helz	65	1.2242262701630067
chr11	108918349	108920849	Axin2	133	2.5049552912566138
chr11	114066546	114069046	Sdk2	121	2.2789442875342125
chr11	114673431	114675931	Ttyh2	154	2.900474547770816
chr11	114763388	114765888	Kif19a	235	4.426048822897024
chr11	115185487	115187987	Tmem104	221	4.162369318554223
chr11	115473667	115476167	Armc7	176	3.314828054595218
chr11	115763433	115765933	Tmem94	286	5.386595588717229
chr11	115813139	115815639	Caskin2	231	4.3507118216562235
chr11	116334899	116337399	Foxj1	126	2.3731155390852128
chr11	116580947	116583447	Ube2o	117	2.203607286293412
chr11	116916863	116919363	Mgat5b	73	1.3749002726446076
chr11	117652289	117654789	Tnrc6c	455	8.569583891141047
chr11	117969547	117972047	Socs3	151	2.8439717968402154
chr11	117984292	117986792	Pgs1	138	2.599126542807614
chr11	118355240	118357740	Timp2	219	4.124700817933823
chr11	119265887	119268387	Gaa	124	2.335447038464813
chr11	119353557	119356057	Slc26a11	250	4.708562577550025
chr11	119355036	119357536	Sgsh	252	4.7462310781704256
chr11	120230947	120233447	Bahcc1	479	9.021605898585848
chr11	120465635	120468135	Hgs	652	12.279931202250467
chr11	120631768	120634268	Gm17586	46	0.8663755142692047
chr11	120719470	120721970	Rac3	185	3.484336307387019
chr11	120726781	120729281	Dcxr	198	3.72918156141962
chr11	120783707	120786207	Rfng	94	1.7704195291588096
chr11	120824047	120826547	Fasn	391	7.36419187128824
chr12	4038415	4040915	Efr3b	152	2.8628060471504155
chr12	8311433	8313933	Hs1bp3	152	2.8628060471504155
chr12	14151538	14154038	Fam84a	392	7.38302612159844
chr12	16999908	17002408	Pqlc3	145	2.730966294979015
chr12	17688814	17691314	Hpcal1	332	6.252971102986434
chr12	21109748	21112248	Asap2	107	2.015264783191411
chr12	24972932	24975432	Kidins220	119	2.2412757869138122
chr12	26467204	26469704	Cmpk2	77	1.450237273885408
chr12	29936036	29938536	Pxdn	135	2.542623791877014
chr12	30909668	30912168	Sh3yl1	146	2.749800545289215
chr12	35534538	35537038	Ahr	74	1.3937345229548075
chr12	40444053	40446553	Dock4	526	9.906815663165254
chr12	44209568	44212068	Dnajb9	476	8.965103147655249
chr12	53246677	53249177	Npas3	214	4.030529566382822
chr12	67222049	67224549	Mdga2	98	1.84575653039961
chr12	70347114	70349614	Trim9	463	8.720257893622648
chr12	71829078	71831578	Daam1	459	8.644920892381847
chr12	72408554	72411054	Rtn1	96	1.80808802977921
chr12	74282242	74284742	1700086L19Rik	276	5.198253085615228
chr12	79007127	79009627	Tmem229b	64	1.2053920198528065
chr12	80112513	80115013	Zfp36l1	222	4.181203568864423
chr12	80436101	80438601	Dcaf5	122	2.2977785378444127
chr12	80516990	80519490	Galnt16	174	3.2771595539748177
chr12	80788532	80791032	Susd6	181	3.4089993061462187
chr12	81332680	81335180	Slc8a3	151	2.8439717968402154
chr12	81858030	81860530	Pcnx	70	1.3183975217140071
chr12	82168016	82170516	Sipa1l1	242	4.557888575068425
chr12	83921434	83923934	Numb	779	14.67188099164588
chr12	84994321	84996821	Ylpm1	142	2.6744635440484146
chr12	86884314	86886814	Irf2bpl	214	4.030529566382822
chr12	86945043	86947543	Cipc	397	7.4771973731494406
chr12	98736905	98739405	Ptpn21	105	1.9775962825710107
chr12	100907698	100910198	Gpr68	56	1.0547180173712059
chr12	102704430	102706930	Itpk1	106	1.9964305328812109
chr12	102946859	102949359	Unc79	103	1.9399277819506107
chr12	103425367	103427867	Ddx24	169	3.1829883024238175
chr12	103530283	103532783	Ppp4r4	129	2.429618290015813
chr12	108332377	108334877	Cyp46a1	532	10.019821165026455
chr12	110599452	110601952	Dync1h1	82	1.5444085254364084
chr12	111164370	111166870	Traf3	284	5.348927088096829
chr12	111377218	111379718	Cdc42bpb	248	4.670894076929626
chr12	111573902	111576402	2810029C07Rik	221	4.162369318554223
chr12	111671838	111674338	Ckb	323	6.083462850194633
chr12	112586784	112589284	Inf2	177	3.333662304905418
chr12	112720174	112722674	Cep170b	103	1.9399277819506107
chr12	113012508	113015008	Pacs2	184	3.4655020570768187
chr12	113096278	113098778	Mta1	17	0.3201822552734017
chr12	113138236	113140736	Crip2	134	2.523789541566814
chr12	116483720	116486220	Ptprn2	118	2.222441536603612
chr13	6648277	6650777	Pfkp	94	1.7704195291588096
chr13	12106445	12108945	Ryr2	98	1.84575653039961
chr13	12257613	12260113	Mtr	186	3.503170557697219
chr13	15461235	15463735	Gli3	188	3.5408390583176192
chr13	18946351	18948851	Amph	148	2.787469045909615
chr13	20088596	20091096	Elmo1	66	1.2430605204732068
chr13	24799657	24802157	BC005537	377	7.100512366945439
chr13	34002294	34004794	Serpinb6a	135	2.542623791877014
chr13	34344682	34347182	Slc22a23	25	0.47085625775500256
chr13	42050021	42052521	Hivep1	141	2.6556292937382144
chr13	43613710	43616210	Rnf182	137	2.580292292497414
chr13	45505444	45507944	Gmpr	78	1.469071524195608
chr13	45964491	45966991	Atxn1	150	2.8251375465300153
chr13	48259427	48261927	Id4	279	5.2547558365458285
