chr	start	end	gene	raw_count	count
chr1	21961442	21963942	Kcnq5	113	1.5217094544656793
chr1	36943166	36945666	Tmem131	124	1.669840463307471
chr1	40223080	40225580	Il1r1	58	0.7810544102567203
chr1	44549511	44552011	Gulp1	53	0.7137221335104513
chr1	72822503	72825003	Igfbp2	89	1.198514526083588
chr1	72874384	72876884	Igfbp5	147	1.9795689363403084
chr1	75544266	75546766	Slc4a3	117	1.5755752758626944
chr1	84363680	84366180	Pid1	121	1.6294410972597098
chr1	84695721	84698221	Dner	146	1.9661024809910546
chr1	89930679	89933179	Gbx2	161	2.1680993112298617
chr1	106859173	106861673	Serpinb5	97	1.3062461688776186
chr1	119421748	119424248	Inhbb	270	3.6359429442985256
chr1	125912601	125915101	Lypd1	87	1.1715816153850804
chr1	131137840	131140340	Dyrk3	98	1.3197126242268722
chr1	132314126	132316626	Nuak2	115	1.548642365164187
chr1	133920914	133923414	Prelp	130	1.7506391954029938
chr1	153549545	153552045	Npl	99	1.333179079576126
chr1	158360273	158362773	Astn1	105	1.4139778116716488
chr1	163313210	163315710	Prrx1	67	0.9022525084000045
chr1	194616218	194618718	Plxna2	76	1.0234506065432887
chr10	10557765	10560265	Rab32	120	1.615974641910456
chr10	14545159	14547659	Adgrg6	144	1.939169570292547
chr10	28072820	28075320	Ptprk	107	1.4409107223701565
chr10	34207215	34209715	Dse	39	0.5251917586208982
chr10	56375330	56377830	Gja1	27	0.3635942944298526
chr10	58811359	58813859	Sh3rf3	153	2.0603676684358314
chr10	60752294	60754794	Slc29a3	493	6.6389624871821225
chr10	70655465	70657965	Phyhipl	61	0.8214537763044817
chr10	77166048	77168548	Col18a1	63	0.8483866870029894
chr10	86498396	86500896	Syn3	245	3.299281560567181
chr10	110455704	110458204	Nav3	103	1.3870449009731414
chr10	117627500	117630000	Cpm	149	2.006501847038816
chr11	4159793	4162293	Ccdc157	267	3.5955435782507643
chr11	7213423	7215923	Igfbp3	128	1.7237062847044862
chr11	32221800	32224300	Rhbdf1	130	1.7506391954029938
chr11	60914250	60916750	Natd1	57	0.7675879549074666
chr11	64433332	64435832	Hs3st3a1	251	3.3800802926627034
chr11	77724783	77727283	Cryba1	59	0.7945208656059741
chr11	78463697	78466197	Slc46a1	193	2.599025882405983
chr11	84068761	84071261	Dusp14	54	0.7271885888597052
chr11	84878148	84880648	Myo19	188	2.531693605659714
chr11	97797000	97799500	Lasp1	142	1.9122366595940394
chr11	98410470	98412970	Erbb2	114	1.5351759098149331
chr11	99039244	99041744	Igfbp4	210	2.8279556233432976
chr11	102088015	102090515	Mpp2	101	1.3601119902746337
chr11	114763388	114765888	Kif19a	287	3.86487268523584
chr11	118401592	118404092	Lgals3bp	34	0.45785948187462916
chr11	120230947	120233447	Bahcc1	639	8.605064968173178
chr11	120726781	120729281	Dcxr	249	3.3531473819641957
chr12	79007127	79009627	Tmem229b	68	0.9157189637492583
chr12	79295804	79298304	Zfyve26	263	3.541677756853749
chr12	111907610	111910110	Ppp1r13b	234	3.151150551725389
chr12	112718455	112720955	Cep170b	62	0.8349202316537355
chr13	12106445	12108945	Ryr2	164	2.208498677277623
chr13	55513176	55515676	Pdlim7	276	3.7167416763940486
chr13	74007407	74009907	Tppp	126	1.6967733740059787
chr13	74808310	74810810	Cast	7	0.09426518744477659
chr13	76382535	76385035	Mctp1	92	1.2389138921313494
chr13	94055796	94058296	Lhfpl2	148	1.9930353916895622
chr13	102691558	102694058	Cd180	79	1.0638499725910502
chr14	24013991	24016491	Kcnma1	103	1.3870449009731414
chr14	31216446	31218946	Nisch	72	0.9695847851462736
chr14	54577058	54579558	Ajuba	258	3.47434548010748
chr14	54912632	54915132	Slc22a17	112	1.5082429991164255
chr14	55488651	55491151	Carmil3	133	1.7910385614507554
chr14	63543482	63545982	Mtmr9	121	1.6294410972597098
chr14	70888120	70890620	Gfra2	166	2.2354315879761306
chr14	77034772	77037272	Ccdc122	85	1.144648704686573
chr15	32242810	32245310	Sema5a	239	3.218482828471658
chr15	39196261	39198761	Rims2	42	0.5655911246686596
chr15	64921796	64924296	Adcy8	79	1.0638499725910502
chr15	72809824	72812324	Peg13	277	3.7302081317433022
chr15	79106898	79109398	Micall1	174	2.343163230770161
chr15	79658456	79660956	Fam227a	209	2.814489167994044
chr15	84667620	84670120	Prr5	127	1.7102398293552326
chr15	91671175	91673675	Lrrk2	238	3.205016373122404
chr15	98870704	98873204	Kmt2d	199	2.679824614501506
chr15	103501034	103503534	Pde1b	321	4.32273216711047
chr15	103537503	103540003	Ppp1r1a	151	2.0334347577373237
chr16	4637941	4640441	Vasn	174	2.343163230770161
chr16	5145109	5147609	Sec14l5	160	2.1546328558806076
chr16	35768856	35771356	Slc49a4	102	1.3735784456238875
chr16	35936470	35938970	Parp9	170	2.289297409373146
chr16	74411325	74413825	Robo2	128	1.7237062847044862
chr16	90384013	90386513	Hunk	206	2.7740898019462827
chr16	97462407	97464907	Mx1	136	1.8314379274985166
chr17	22422222	22424722	Zfp946	81	1.0907828832895576
chr17	26939253	26941753	Syngap1	765	10.301838342179156
chr17	32534558	32537058	Cyp4f16	190	2.558626516358222
chr17	32809431	32811931	Zfp811	99	1.333179079576126
chr17	32916842	32919342	Cyp4f14	129	1.73717274005374
chr17	36120965	36123465	H2-T10	151	2.0334347577373237
chr17	43566098	43568598	Pla2g7	104	1.400511356322395
chr17	45553703	45556203	Nfkbie	28	0.37706074977910636
chr17	46282526	46285026	Tjap1	117	1.5755752758626944
chr17	46545888	46548388	Cul9	61	0.8214537763044817
chr17	78906492	78908992	Sult6b1	132	1.7775721061015015
chr17	83631395	83633895	Kcng3	77	1.0369170618925425
chr18	9210163	9212663	Fzd8	239	3.218482828471658
chr18	23413135	23415635	Dtna	90	1.211980981432842
chr18	24706623	24709123	Fhod3	31	0.41746011582686776
chr18	72350569	72353069	Dcc	77	1.0369170618925425
chr18	79108891	79111391	Setbp1	224	3.016485998232851
chr19	4876668	4879168	Zdhhc24	301	4.053403060125394
chr19	5118060	5120560	Klc2	109	1.4678436330686642
chr19	23447942	23450442	Mamdc2	142	1.9122366595940394
chr19	31764533	31767033	Prkg1	32	0.43092657117612154
chr19	34640243	34642743	Ifit1bl2	151	2.0334347577373237
chr19	60753987	60756487	Nanos1	303	4.080335970823901
chr2	24762652	24765152	Cacna1b	93	1.2523803474806032
chr2	25397351	25399851	Npdc1	103	1.3870449009731414
chr2	27027498	27029998	Slc2a6	213	2.868354989391059
chr2	27884425	27886925	Col5a1	271	3.6494093996477797
chr2	29252505	29255005	Ntng2	163	2.1950322219283693
chr2	69585565	69588065	Lrp2	196	2.6394252484537444
chr2	71979240	71981740	Rapgef4	70	0.9426518744477659
chr2	91455511	91458011	Lrp4	126	1.6967733740059787
chr2	92024002	92026502	Creb3l1	156	2.1007670344835927
chr2	104711669	104714169	Tcp11l1	102	1.3735784456238875
chr2	113216596	113219096	Ryr3	182	2.4508948735641916
chr2	118777719	118780219	Disp2	255	3.4339461140597187
chr2	121270907	121273407	Trp53bp1	260	3.5012783908059877
chr2	129590835	129593335	Sirpa	137	1.8449043828477705
chr2	130397074	130399574	Cpxm1	130	1.7506391954029938
chr2	146219921	146222421	Insm1	54	0.7271885888597052
chr2	148443063	148445563	Cd93	90	1.211980981432842
chr2	152103516	152106016	Srxn1	108	1.4543771777194103
chr2	152960485	152962985	Ttll9	124	1.669840463307471
chr2	160366565	160369065	Mafb	467	6.288834648101524
chr2	164443387	164445887	Sdc4	47	0.6329234014149285
chr2	165234353	165236853	Cdh22	245	3.299281560567181
chr2	168281236	168283736	Kcng1	170	2.289297409373146
chr2	180587245	180589745	Ogfr	188	2.531693605659714
chr2	181362928	181365428	Zgpat	189	2.545160061008968
chr3	25143761	25146261	Naaladl2	213	2.868354989391059
chr3	32815546	32818046	Usp13	111	1.4947765437671716
chr3	54753582	54756082	Smad9	125	1.6833069186567249
chr3	54915387	54917887	Sertm1	136	1.8314379274985166
chr3	84039675	84042175	Tmem131l	224	3.016485998232851
chr3	89912696	89915196	Il6ra	109	1.4678436330686642
chr3	90389438	90391938	Slc27a3	145	1.9526360256418007
chr3	93553080	93555580	S100a10	93	1.2523803474806032
chr3	96179151	96181651	Sv2a	131	1.7641056507522477
chr3	100488824	100491324	Tent5c	316	4.255399890364201
chr3	105452455	105454955	Kcnd3os	111	1.4947765437671716
chr3	108086151	108088651	Ampd2	33	0.4443930265253754
chr3	123235649	123238149	Synpo2	110	1.4813100884179178
chr3	124318855	124321355	Tram1l1	68	0.9157189637492583
chr3	137619612	137622112	Ddit4l	39	0.5251917586208982
chr3	154661859	154664359	Erich3	150	2.0199683023880697
chr4	43056953	43059453	Unc13b	98	1.3197126242268722
chr4	46649709	46652209	Tbc1d2	114	1.5351759098149331
chr4	59579563	59582063	Hsdl2	181	2.4374284182149375
chr4	63212004	63214504	Col27a1	59	0.7945208656059741
chr4	98817037	98819537	Kank4	164	2.208498677277623
chr4	108095945	108098445	Podn	90	1.211980981432842
chr4	115826092	115828592	Mob3c	225	3.0299524535821045
chr4	116150838	116153338	Lurap1	84	1.1311822493373191
chr4	124861671	124864171	Maneal	216	2.9087543554388207
chr4	127167204	127169704	Dlgap3	162	2.1815657665791153
chr4	128805545	128808045	Zfp362	151	2.0334347577373237
chr4	129134999	129137499	Fndc5	129	1.73717274005374
chr4	155692342	155694842	Fndc10	146	1.9661024809910546
chr4	155837680	155840180	Mxra8	154	2.073834123785085
chr5	3802425	3804925	Ankib1	227	3.056885364280612
chr5	21370642	21373142	Fgl2	161	2.1680993112298617
chr5	22344202	22346702	Reln	99	1.333179079576126
chr5	23432441	23434941	Kmt2e	473	6.369633380197047
chr5	30812641	30815141	Mapre3	139	1.871837293546278
chr5	88884486	88886986	Slc4a4	133	1.7910385614507554
chr5	96371955	96374455	Fras1	132	1.7775721061015015
chr5	105293198	105295698	Gbp6	120	1.615974641910456
chr5	113015291	113017791	Grk3	239	3.218482828471658
chr5	120503125	120505625	Plbd2	62	0.8349202316537355
chr5	121218219	121220719	Hectd4	131	1.7641056507522477
chr5	132542844	132545344	Auts2	221	2.9760866321850896
chr5	136170213	136172713	Orai2	148	1.9930353916895622
chr5	138996870	138999370	Pdgfa	148	1.9930353916895622
chr5	139905943	139908443	Elfn1	231	3.1107511856776275
chr6	3399072	3401572	Samd9l	90	1.211980981432842
chr6	8192117	8194617	Col28a1	45	0.605990490716421
chr6	23132486	23134986	Aass	68	0.9157189637492583
chr6	37299684	37302184	Dgki	32	0.43092657117612154
chr6	38636742	38639242	Klrg2	84	1.1311822493373191
chr6	55449978	55452478	Adcyap1r1	245	3.299281560567181
chr6	56651987	56654487	Pde1c	73	0.9830512404955273
chr6	83163920	83166420	Dctn1	205	2.7606233465970287
chr6	85069013	85071513	Exoc6b	190	2.558626516358222
chr6	90484427	90486927	Aldh1l1	129	1.73717274005374
chr6	116673452	116675952	Rassf4	143	1.9257031149432933
chr6	121243906	121246406	Usp18	122	1.6429075526089634
chr6	148443889	148446389	Tmtc1	104	1.400511356322395
chr7	16127826	16130326	Slc8a2	308	4.14766824757017
chr7	31126503	31129003	Scn1b	135	1.8179714721492628
chr7	45015863	45018363	Scaf1	761	10.247972520782142
chr7	45333280	45335780	Trpm4	195	2.6259587931044908
chr7	57417692	57420192	Gabrb3	72	0.9695847851462736
chr7	74554280	74556780	Slco3a1	285	3.8379397745373325
chr7	78737512	78740012	Ntrk3	76	1.0234506065432887
chr7	80404936	80407436	Furin	40	0.5386582139701519
chr7	83582927	83585427	Tmc3	111	1.4947765437671716
chr7	84086002	84088502	Cemip	227	3.056885364280612
chr7	89630392	89632892	Me3	55	0.7406550442089589
chr7	97079586	97082086	Gab2	70	0.9426518744477659
chr7	99827917	99830417	Neu3	111	1.4947765437671716
chr7	101315086	101317586	Stard10	164	2.208498677277623
chr7	105648827	105651327	Dnhd1	103	1.3870449009731414
chr7	110625661	110628161	Adm	222	2.9895530875343432
chr7	126200001	126202501	Xpo6	220	2.9626201768358356
chr7	126246862	126249362	Sbk1	204	2.747156891247775
chr7	128521616	128524116	Bag3	182	2.4508948735641916
chr7	134937930	134940430	Insyn2a	178	2.397029052167176
chr7	140955487	140957987	Ifitm2	161	2.1680993112298617
chr7	141265981	141268481	Irf7	82	1.1042493386388115
chr7	141443525	141446025	Pidd1	152	2.0469012130865774
chr7	142095343	142097843	Dusp8	152	2.0469012130865774
chr7	142387538	142390038	Ctsd	370	4.982588479223906
chr7	143756485	143758985	Osbpl5	240	3.231949283820912
chr8	3351415	3353915	Arhgef18	112	1.5082429991164255
chr8	45410580	45413080	Tlr3	62	0.8349202316537355
chr8	54075606	54078106	Vegfc	116	1.5621088205134406
chr8	86580186	86582686	Abcc12	71	0.9561183297970197
chr8	90347843	90350343	Tox3	129	1.73717274005374
chr8	95674980	95677480	Ndrg4	193	2.599025882405983
chr8	105496402	105498902	Zdhhc1	74	0.9965176958447811
chr8	105878881	105881381	Edc4	67	0.9022525084000045
chr8	105965597	105968097	Slc12a4	216	2.9087543554388207
chr8	117156135	117158635	Gan	191	2.5720929717074754
chr8	122550829	122553329	Piezo1	169	2.275830954023892
chr8	128356604	128359104	Nrp1	385	5.184585309462713
chr9	3530778	3533278	Gucy1a2	73	0.9830512404955273
chr9	4795734	4798234	Gria4	160	2.1546328558806076
chr9	14381007	14383507	Endod1	318	4.282332801062708
chr9	27297204	27299704	Igsf9b	309	4.161134702919424
chr9	34483894	34486394	Kirrel3	123	1.6563740079582172
chr9	35419128	35421628	Cdon	305	4.107268881522408
chr9	37255238	37257738	Slc37a2	130	1.7506391954029938
chr9	37432746	37435246	Robo3	116	1.5621088205134406
chr9	51076594	51079094	Layn	220	2.9626201768358356
chr9	51763337	51765837	Arhgap20	123	1.6563740079582172
chr9	58249286	58251786	Pml	42	0.5655911246686596
chr9	59537540	59540040	Hexa	186	2.5047606949612065
chr9	75683556	75686056	Scg3	226	3.0434189089313586
chr9	86880154	86882654	Snap91	117	1.5755752758626944
chr9	88546020	88548520	Zfp949	56	0.7541214995582127
chr9	90161069	90163569	Adamts7	146	1.9661024809910546
chr9	108824320	108826820	Celsr3	101	1.3601119902746337
chrX	16911274	16913774	Ndp	7	0.09426518744477659
chrX	48208378	48210878	Zdhhc9	173	2.3296967754209073
chrX	58020700	58023200	Zic3	8	0.10773164279403039
chrX	71048240	71050740	Mamld1	103	1.3870449009731414
chrX	82946870	82949370	Dmd	2	0.026932910698507596
chrX	103821483	103823983	Slc16a2	134	1.804505016800009
chrX	129747742	129750242	Diaph2	89	1.198514526083588
chrX	133688487	133690987	Pcdh19	253	3.407013203361211
chrX	141473576	141476076	Col4a6	50	0.6733227674626899
