chr	start	end	bg_mean	bm_mean	log2_fold_change	gene	fold_change
chr10	77166048	77168548	3.54343951220303	58.01607754000617	3.699251259113744	Aass	12.989295308432613
chr7	45015863	45018363	5.729902756664672	71.02102378051762	3.419760543655882	Abcc12	10.701644048154286
chr15	84667620	84670120	9.696139028846472	0.0	-3.419018217761463	Adamts7	0.09349167931560118
chr8	54075606	54078106	1.2563103725083469	19.546356325559127	3.1868451301190053	Adcy8	9.106174653940753
chr10	58811359	58813859	2.685766084817524	29.436345382714546	3.045758719794475	Adcyap1r1	8.257807110464363
chr5	96371955	96374455	1.4334823481184984	18.06675166346501	2.9699648628083755	Adgrg6	7.835171550846425
chr9	35419128	35421628	2.560940374728553	26.86650570644581	2.9682019242612907	Adm	7.825603007624087
chrX	48208378	48210878	0.8415668841482196	13.004946240511453	2.9269307447205613	Ajuba	7.604907734311896
chr5	22344202	22346702	1.159671113084628	15.341164128028478	2.919627230803319	Aldh1l1	7.566505857777863
chr11	102088015	102090515	2.685766084817524	26.243514269774604	2.885876396297848	Ampd2	7.3915472775107975
chr9	14381007	14383507	2.854884788809032	25.3090271147678	2.770798251889075	Ankib1	6.82485432279183
chr15	72809824	72812324	1.3851627184066388	15.107542339276776	2.7555767900093717	Arhgap20	6.753225771546987
chr1	44549511	44552011	1.876412287143877	18.06675166346501	2.7287166949271824	Arhgap6	6.6286574246271455
chr5	139905943	139908443	5.62521022562231	0.0	-2.7279662336803057	Arhgef18	0.15093860661698008
chrX	151342175	151344675	3.2454684623132297	26.71075784727801	2.706450506352112	Astn1	6.527137839619997
chr7	84086002	84088502	5.4923312439146965	0.0	-2.698736609214572	Auts2	0.15402787726478165
chr2	91455511	91458011	5.415825163537585	0.0	-2.681634827713333	Bag3	0.15586459644866874
chr7	105648827	105651327	2.3233688619785777	19.62423025514303	2.633621943283086	Bahcc1	6.205820392402764
chr2	146219921	146222421	3.1286960238429025	24.374539959760984	2.6196235576879765	Cacna1b	6.145896867491566
chr15	79106898	79109398	3.7407446668597895	28.034614650204325	2.6145882888610483	Carmil3	6.124483955689706
chr8	86580186	86582686	5.001081675177458	0.0	-2.585222565182149	Cast	0.16663662554974798
chr5	23432441	23434941	9.398167978956671	59.49568220210029	2.540502808864579	Ccdc122	5.817917379727722
chr3	84039675	84042175	4.6990839894783365	0.0	-2.5107300543589224	Ccdc157	0.1754667946368579
chr5	132542844	132545344	3.998449358656373	27.333749283949217	2.502969009925476	Cd180	5.668507821306722
chr5	30812641	30815141	4.642711088147833	0.0	-2.4963884841974053	Cd93	0.17721977687293586
chr6	55449978	55452478	5.496357879724018	0.1557478591678018	-2.4908044215317435	Cdh22	0.17790704892891476
chr16	5145109	5147609	3.942076457325871	26.63288391769411	2.483196902052409	Cdon	5.591350954664529
chr4	127167204	127169704	4.50983210644022	0.0	-2.462008358198164	Celsr3	0.18149373350798487
chr12	111907610	111910110	4.364873217304641	0.0	-2.423544077612348	Cemip	0.1863976946881903
chr9	4795734	4798234	3.398480623067452	22.583439579331262	2.42269698517479	Cep170b	5.3617241043759405
chr1	72874384	72876884	4.316553587592781	0.0	-2.410491333450264	Col18a1	0.18809177477937888
chr1	132314126	132316626	4.348766674067355	27.255875354365315	2.4012727075493574	Col27a1	5.282689837894675
chr4	129134999	129137499	4.280313865308887	0.0	-2.40062368686908	Col28a1	0.18938268169433942
chr15	103537503	103540003	4.2682339578809225	0.0	-2.397319415901899	Col4a6	0.18981693068206806
chr2	71979240	71981740	2.858911424618354	19.312734536807422	2.396118636381677	Col5a1	5.263850941801896
chr2	130397074	130399574	4.574258279389366	0.0778739295839009	-2.370591402971664	Cpm	0.19336634141430145
chr2	148443063	148445563	4.123275068745344	0.0	-2.35706635219877	Cpxm1	0.19518764590652618
chr3	96179151	96181651	4.111195161317379	0.0	-2.3536606789705434	Creb3l1	0.19564895654312212
chr16	35768856	35771356	2.8387782455717456	18.37824738180061	2.335718967984611	Cryba1	5.048024694876435
chrX	133688487	133690987	3.0240034928005404	19.234860607223524	2.3301394481810767	Ctsd	5.028539523742038
chr13	102691558	102694058	1.566361329826112	11.758963367169036	2.31371490509977	Cul9	4.971616123920298
chr9	51076594	51079094	4.022609173512303	23.517926734338072	2.2873280647129497	Cyp4f14	4.881511956701326
chr10	14545159	14547659	2.3354487694065424	15.263290198444578	2.285666368494622	Cyp4f16	4.87589266776183
chr9	88546020	88548520	2.605233368631091	16.509273071786993	2.2799546349954785	Dcc	4.856626820370097
chr11	64433332	64435832	3.998449358656373	23.128557086418567	2.2711891333316485	Dctn1	4.827208471089628
chr9	86880154	86882654	2.146196886368426	13.939433395518265	2.247444571059416	Dcxr	4.748410202885448
chr6	116673452	116675952	3.704504944575895	0.0	-2.2340429160287534	Ddit4l	0.21256221680730927
chr2	160366565	160369065	4.453459205109717	24.374539959760984	2.218138119568312	Dgki	4.652925602888136
chr2	25397351	25399851	3.607865685152176	0.0	-2.2040986642218425	Diaph2	0.21702021463478802
chr3	100488824	100491324	4.429299390253787	23.751548523089777	2.1886808405338667	Disp2	4.558884442350267
chr3	93553080	93555580	2.6213399118683776	15.49691198719628	2.187600490739836	Dlgap3	4.55547183878824
chr7	83582927	83585427	3.474986703444562	0.0	-2.1618833956946397	Dmd	0.2234643511298621
chr17	22422222	22424722	0.7247944456778924	6.697157944215478	2.157901414107882	Dner	4.462652325616853
chr18	23413135	23415635	2.395848306546367	14.017307325102164	2.1447822340634906	Dnhd1	4.422255050719569
chr9	108824320	108826820	3.652158679054714	19.234860607223524	2.12087069947859	Dse	4.349563719381794
chr11	32221800	32224300	8.077431433499179	1.0902350141746129	-2.118618967773259	Dtna	0.23026723247513053
chr3	154661859	154664359	4.376953124732606	21.80470028349225	2.084470409701469	Dusp14	4.241193805204747
chr15	91671175	91673675	3.2253352832666216	0.0	-2.07906582478278	Dusp8	0.23666760930434286
chr11	97797000	97799500	3.5555194196309947	18.06675166346501	2.0653716132333475	Dyrk3	4.185417711381296
chr7	142095343	142097843	5.609103682385023	26.555009988110207	2.0597881163363985	Edc4	4.16925067487615
chr14	77034772	77037272	3.6360521358174274	18.222499522632813	2.0518272478075814	Elfn1	4.146307884271346
chr1	75544266	75546766	2.5488604673005884	13.627937677182658	2.043298627843929	Endod1	4.121868924395689
chr9	27297204	27299704	2.113983799893853	11.758963367169036	2.0346777745061293	Erbb2	4.09731205653798
chr2	29252505	29255005	5.069534483935926	23.67367459350588	2.0233148136642933	Erich3	4.065167544365887
chr2	181362928	181365428	3.040110036037827	0.0	-2.014394586611784	Exoc6b	0.24751801091554163
chr11	84878148	84880648	4.916522323181704	0.4672435775034054	-2.011641029160113	Fam120c	0.24799088000641092
chr8	105878881	105881381	3.015950221181897	0.0	-2.005741386793888	Fam227a	0.24900707053726862
chr1	84363680	84366180	3.003870313753932	0.0	-2.001395245718834	Fgl2	0.24975833921614315
chr9	37255238	37257738	3.595785777724211	17.3658862972099	1.998645062372604	Fhod3	3.9962450787478856
chr7	78737512	78740012	1.1757776563219144	7.631645099222289	1.988104413373803	Fndc10	3.967154030717377
chr7	89630392	89632892	2.959577319851394	0.0	-1.98534643255217	Fndc5	0.2525522092942816
chrX	129747742	129750242	1.892518830381164	10.43510656424272	1.9830715538860857	Fras1	3.9533386763590577
chr19	4876668	4879168	3.040110036037827	14.951794480108974	1.981252235835106	Furin	3.948356440250089
chr9	75683556	75686056	2.311288954550613	12.07045908550464	1.9808449991900747	Fzd8	3.947242075489144
chr16	97462407	97464907	2.399874942355688	12.381954803840244	1.9767352910214075	Gab2	3.936013833075938
chr15	79658456	79660956	5.967474269414648	26.399262128942407	1.9754293668210727	Gabrb3	3.932452574560319
chr15	64921796	64924296	1.4938818852583229	8.799754042980803	1.974352402363224	Gan	3.929518114273371
chr5	105293198	105295698	2.907231054330213	0.0	-1.9661465718973508	Gbp6	0.2559357217668875
chr2	180587245	180589745	5.548704145245199	24.29666603017708	1.949665897567983	Gbx2	3.862850644817138
chr14	70888120	70890620	5.568837324291807	0.7008653662551081	-1.9493690904747556	Gfra2	0.2589294394557837
chr10	10557765	10560265	2.858911424618354	0.0	-1.948193929411581	Gja1	0.25914043883474214
