chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr10	77166048	77168548	3.54343951220303	58.01607754000617	30.7797585261046	3.699251259113744	0.8848776052223475	Aass	12.989295308432613
chr7	45015863	45018363	5.729902756664672	71.02102378051762	38.37546326859115	3.419760543655882	0.8506883756279139	Abcc12	10.701644048154286
chr8	54075606	54078106	1.2563103725083469	19.546356325559127	10.401333349033738	3.1868451301190053	0.8792164109782084	Adamts7	9.106174653940753
chr10	58811359	58813859	2.685766084817524	29.436345382714546	16.061055733766036	3.045758719794475	0.8327777370717235	Adcy8	8.257807110464363
chr5	96371955	96374455	1.4334823481184984	18.06675166346501	9.750117005791754	2.9699648628083755	0.8529779337758733	Adcyap1r1	7.835171550846425
chr9	35419128	35421628	2.560940374728553	26.86650570644581	14.713723040587182	2.9682019242612907	0.8259488528046703	Adgrg6	7.825603007624087
chr5	22344202	22346702	1.159671113084628	15.341164128028478	8.250417620556552	2.919627230803319	0.8594409196699065	Adm	7.566505857777863
chr9	14380742	14383242	3.2978147278344108	31.227445763144264	17.262630245489337	2.906614653005681	0.8089622102230848	Ajuba	7.498565620901735
chr11	102088015	102090515	2.685766084817524	26.243514269774604	14.464640177296063	2.885876396297848	0.8143219567236006	Aldh1l1	7.3915472775107975
chr15	72809824	72812324	1.3851627184066388	15.107542339276776	8.246352528841708	2.7555767900093717	0.8320272249382964	Ampd2	6.753225771546987
chr1	44549511	44552011	1.876412287143877	18.06675166346501	9.971581975304444	2.7287166949271824	0.8118240122990527	Ankib1	6.6286574246271455
chr5	139905943	139908443	5.62521022562231	0.0	2.812605112811155	-2.7279662336803057	1.0	Arhgap20	0.15093860661698008
chrX	151342175	151344675	3.2454684623132297	26.71075784727801	14.97811315479562	2.706450506352112	0.7833192720089639	Arhgap6	6.527137839619997
chr7	84086002	84088502	5.4923312439146965	0.0	2.7461656219573483	-2.698736609214572	1.0	Arhgef18	0.15402787726478165
chr6	56568603	56571103	1.7113202189616905	16.509273071786993	9.110296645374342	2.691051771953441	0.8121553791741133	Astn1	6.457840335249012
chr2	91455511	91458011	5.415825163537585	0.0	2.707912581768793	-2.681634827713333	1.0	Auts2	0.15586459644866874
chr2	146219921	146222421	3.1286960238429025	24.374539959760984	13.751617991801943	2.6196235576879765	0.7724852431395286	Bag3	6.145896867491566
chr8	128357073	128359573	4.409166211207179	31.92831112939937	18.168738670303277	2.6058503850092025	0.7573212818337278	Bahcc1	6.087502184934832
chr15	79106972	79109472	3.905836735041976	28.034614650204325	15.970225692623153	2.5652027593053046	0.7554300853214534	Cacna1b	5.918381759998765
chr5	23432441	23434941	9.398167978956671	59.49568220210029	34.44692509052848	2.540502808864579	0.7271696108068354	Carmil3	5.817917379727722
chr5	132542844	132545344	3.998449358656373	27.333749283949217	15.666099321302797	2.502969009925476	0.7447705854118215	Cast	5.668507821306722
chr6	55449978	55452478	5.496357879724018	0.1557478591678018	2.8260528694459097	-2.4908044215317435	0.9448885543325528	Ccdc122	0.17790704892891476
chr9	27297228	27299728	2.1099571640845314	16.43139914220309	9.27067815314381	2.4867217587167625	0.7724053052829779	Ccdc157	5.605028694128113
chr7	126270619	126273119	5.838621923516356	36.05562939734612	20.94712566043124	2.4379151931606557	0.7212685874823669	Cd180	5.418581376742124
chr1	132314126	132316626	4.348766674067355	27.255875354365315	15.802321014216336	2.4012727075493574	0.7248020293882748	Cd93	5.282689837894675
chr2	71979240	71981740	2.858911424618354	19.312734536807422	11.085822980712887	2.396118636381677	0.7421110341025393	Cdh22	5.263850941801896
chrX	133688487	133690987	3.0240034928005404	19.234860607223524	11.129432050012031	2.3301394481810767	0.7282877078352556	Cdon	5.028539523742038
chr11	64433332	64435832	3.998449358656373	23.128557086418567	13.56350322253747	2.2711891333316485	0.7052052634888275	Celsr3	4.827208471089628
chr9	86880154	86882654	2.146196886368426	13.939433395518265	8.042815140943345	2.247444571059416	0.7331535228948831	Cemip	4.748410202885448
chr2	160366565	160369065	4.453459205109717	24.374539959760984	14.41399958243535	2.218138119568312	0.6910323758759765	Cep170b	4.652925602888136
chr10	14544679	14547179	2.556913738919232	15.263290198444578	8.910101968681905	2.1929212639290387	0.7130320452104227	Col18a1	4.572303798232166
chr3	93553080	93555580	2.6213399118683776	15.49691198719628	9.059125949532328	2.187600490739836	0.710640968403392	Col27a1	4.55547183878824
chr9	108824320	108826820	3.652158679054714	19.234860607223524	11.44350964313912	2.12087069947859	0.6808532702863285	Col28a1	4.349563719381794
chr11	32221800	32224300	8.077431433499179	1.0902350141746129	4.583833223836896	-2.118618967773259	0.7621564832452538	Col4a6	0.23026723247513053
chr11	97797000	97799500	3.5555194196309947	18.06675166346501	10.811135541548	2.0653716132333475	0.671124332317649	Col5a1	4.185417711381296
chr7	142095343	142097843	5.609103682385023	26.555009988110207	16.082056835247617	2.0597881163363985	0.6512197575318008	Cpm	4.16925067487615
chr9	75683496	75685996	2.1421702505591043	12.07045908550464	7.106314668031872	2.0564765584507723	0.69855398323469	Cpxm1	4.159691564509892
chr14	77034772	77037272	3.6360521358174274	18.222499522632813	10.92927582922512	2.0518272478075814	0.667310790519666	Creb3l1	4.146307884271346
chr1	75544266	75546766	2.5488604673005884	13.627937677182658	8.088399072241623	2.043298627843929	0.684874541360359	Cryba1	4.121868924395689
chr2	29252505	29255005	5.069534483935926	23.67367459350588	14.371604538720902	2.0233148136642933	0.6472534106906951	Ctsd	4.065167544365887
chr9	37255238	37257738	3.595785777724211	17.3658862972099	10.480836037467055	1.998645062372604	0.656918039279506	Cul9	3.9962450787478856
chrX	129747742	129750242	1.892518830381164	10.43510656424272	6.163812697311942	1.9830715538860857	0.6929629559953213	Cyp4f14	3.9533386763590577
chr19	4876668	4879168	3.040110036037827	14.951794480108974	8.9959522580734	1.981252235835106	0.6620580068875437	Cyp4f16	3.948356440250089
chr15	79658456	79660956	5.967474269414648	26.399262128942407	16.183368199178528	1.9754293668210727	0.6312588210334633	Dcc	3.932452574560319
chr15	64921796	64924296	1.4938818852583229	8.799754042980803	5.146817964119563	1.974352402363224	0.7097465082944947	Dctn1	3.929518114273371
chr2	180587245	180589745	5.548704145245199	24.29666603017708	14.92268508771114	1.949665897567983	0.6281698559855982	Dcxr	3.862850644817138
chr14	70888130	70890630	5.528570966198591	0.7008653662551081	3.114718166226849	-1.9404982884239987	0.7749827339581955	Ddit4l	0.26052644216648163
chr13	94055796	94058296	2.049557626944707	10.590854423410525	6.320206025177615	1.9263150353504452	0.6757134785195379	Dgki	3.800831412726303
chr1	21961442	21963942	2.496514201779408	11.681089437585136	7.088801819682272	1.8586894232213589	0.6478228246065844	Diaph2	3.626780475003252
chr6	85069013	85071513	2.3596085842624723	11.058098000913928	6.7088532925882	1.8436372951148376	0.648284366738304	Disp2	3.5891377517601546
chr13	74807421	74809921	1.083165032707517	6.385662225879874	3.734413629293696	1.8259501469440989	0.7099504392842578	Dlgap3	3.5454042814268205
chr8	122550829	122553329	3.708531580385217	15.49691198719628	9.602721783790749	1.8088468844969512	0.6138041209685816	Dmd	3.5036213956637883
chr11	4159793	4162293	3.1770156535547622	13.394315888430956	8.285665770992859	1.7849547690849887	0.6165648311959288	Dner	3.4460765968595237
chr9	37432663	37435163	2.9273642333768213	12.381954803840244	7.654659518608533	1.7686555684095828	0.617570941429808	Dnhd1	3.4073628033054084
chr2	113216596	113219096	1.888492194571842	8.799754042980803	5.344123118776323	1.7624289443504626	0.6466226259015788	Dse	3.39268842803067
chr4	124861671	124864171	2.3757151274997588	10.27935870507492	6.32753691628734	1.7404199777363665	0.6245434583898561	Dtna	3.341324216960522
chr14	63543453	63545953	1.888492194571842	8.644006183813	5.266249189192421	1.739315979847631	0.6413971069869858	Dusp14	3.338768303385538
chr11	120230947	120233447	5.536624237817234	19.85785204389473	12.697238140855983	1.6739729253793665	0.5639505082603748	Dusp8	3.190921075625385
chr14	54912632	54915132	2.9756838630886806	11.447467648833433	7.211575755961057	1.6465773189211168	0.5873739715444307	Dyrk3	3.1308997590072676
chr1	158360273	158362773	0.9824991374744764	5.13967935253746	3.061089245005968	1.6308430739216102	0.6790361015846303	Edc4	3.096939230126906
chr11	99039244	99041744	4.332660130830068	15.49691198719628	9.914786059013174	1.6292687074810277	0.5630102248256377	Elfn1	3.093561483849602
chr3	54753582	54756082	2.794485251669208	10.201484775491018	6.497985013580113	1.5617138841873457	0.5699458761709939	Endod1	2.9520433029917417
chr11	114763388	114765888	2.6978459922454885	9.889989057155416	6.293917524700452	1.5582454585625798	0.5713566341379906	Erbb2	2.9449547331046517
chr1	153549545	153552045	2.951524048232751	10.590854423410525	6.7711892358216375	1.5525058256957005	0.5641055144909706	Erich3	2.933261769871888
chr3	90389438	90391938	3.402507258876773	11.836837296752938	7.619672277814855	1.543892511269271	0.5534575327099852	Exoc6b	2.9158015062598777
chr10	34207051	34209551	1.667027225059153	6.775031873799379	4.221029549429266	1.5436160375746582	0.6050662035084414	Fam120c	2.9152427844552413
chr3	89912696	89915196	3.7326913952411465	12.693450522175848	8.213070958708498	1.5327532712084626	0.5455181850969772	Fam227a	2.8933749062837686
chr3	32815546	32818046	2.085797349228601	7.865266887973991	4.975532118601296	1.5225207437515744	0.5807890895868736	Fgl2	2.8729258226209065
chr17	83631395	83633895	1.340869724504101	5.529049000456964	3.4349593624805324	1.4798282219689836	0.6096402946858152	Fhod3	2.7891552153078933
chr4	46649709	46652209	2.118010435703175	7.631645099222289	4.874827767462731	1.4690097912365587	0.5655209708453834	Fndc10	2.768318219972756
chr14	24004359	24006859	3.6964516729572514	11.914711226336838	7.805581449647045	1.4593723161907142	0.5264348086298685	Fndc5	2.7498869626831977
chr8	117156135	117158635	2.093850620847245	7.398023310470586	4.745936965658916	1.4406462512798224	0.5588119614739679	Fras1	2.7144243015103307
chr11	120726781	120729281	6.378191121965454	18.84549095930402	12.611841040634737	1.4274721880613557	0.4942696231727602	Furin	2.6897501882571775
chr8	90347843	90350343	5.1460405643130365	15.49691198719628	10.32147627575466	1.424466801552987	0.5014239797846377	Fzd8	2.684152799606553
chr17	46545888	46548388	3.962209636372479	12.304080874256345	8.133145255314412	1.422814253214061	0.5128318120491617	Gab2	2.6810799722645373
chr15	98870704	98873204	3.821277383046222	11.758963367169036	7.790120375107629	1.4040237786607266	0.5094713304743475	Gabrb3	2.646386497494478
chr9	34483894	34486394	2.275049232266718	7.631645099222289	4.953347165744503	1.3981189536865588	0.54070466774465	Gan	2.635577204208371
chr7	126200001	126202501	3.1246693880335807	9.734241197987611	6.429455293010596	1.379869820687937	0.51400713658739	Gbp6	2.6024488724186243
chr8	105965615	105968115	5.673529855334169	1.635352521261919	3.654441188298044	-1.340454094729066	0.5525027119061288	Gbx2	0.39489634097545473
chr15	32242813	32245313	7.8197267417025955	20.480843480565937	14.150285111134266	1.2842447811170032	0.4473802697056909	Gfra2	2.435545239627139
chr7	99827917	99830417	2.017344540470134	6.229914366712072	4.123629453591104	1.260699117155237	0.5107842343318918	Gja1	2.396118265494989
chr19	60753987	60756487	2.1421702505591043	6.307788296295973	4.224979273427539	1.2176734887355076	0.4929749681774755	Gria4	2.3257136671686256
chr18	79108891	79111391	2.560940374728553	7.164401521718883	4.862670948223718	1.197088856171958	0.4733469728886267	Grk3	2.2927655794689468
chr17	26939253	26941753	6.672135536045932	2.414091817100928	4.54311367657343	-1.1681263491499323	0.4686261474043243	Gucy1a2	0.4449988925587314
chr18	9210856	9213356	4.171594698457203	10.512980493826625	7.342287596141913	1.1545802487407633	0.4318399213006565	Gulp1	2.2261954319933834
chr18	24707445	24709945	5.017188218414745	1.71322645084582	3.3652073346302824	-1.1490800225447555	0.4909001792503096	H2-T10	0.45091267754303876
chr1	119421748	119424248	4.066902167414841	10.201484775491018	7.13419347145293	1.144514098144587	0.429942265556952	Hectd4	2.210716608567572
chr7	31126445	31128945	3.656185314864036	8.955501902148605	6.30584360850632	1.0963455723554143	0.4201909305311672	Hexa	2.13812407130091
chr4	98817037	98819537	4.33668676663939	10.045736916323216	7.191211841481303	1.0494734304254012	0.3969463197254269	Hs3st3a1	2.0697742624454087
chr7	45333280	45335780	3.680345129719965	8.410384395061298	6.045364762390632	1.007638736921897	0.3912120650492267	Hsdl2	2.010617622043685
