chr	start	end	gene	raw_count	count
chr1	21961442	21963942	Kcnq5	150	11.681089437585136
chr1	44549511	44552011	Gulp1	232	18.06675166346501
chr1	72822503	72825003	Igfbp2	90	7.008653662551081
chr1	75544266	75546766	Slc4a3	175	13.627937677182658
chr1	84695721	84698221	Dner	53	4.127318267946748
chr1	89930679	89933179	Gbx2	2	0.15574785916780182
chr1	119421748	119424248	Inhbb	131	10.201484775491018
chr1	131137840	131140340	Dyrk3	90	7.008653662551081
chr1	132314126	132316626	Nuak2	350	27.255875354365315
chr1	153549545	153552045	Npl	136	10.590854423410523
chr1	158360273	158362773	Astn1	66	5.13967935253746
chr10	10557733	10560233	Rab32	0	0.0
chr10	14544679	14547179	Adgrg6	196	15.263290198444578
chr10	28072820	28075320	Ptprk	0	0.0
chr10	34207051	34209551	Dse	87	6.775031873799379
chr10	58811359	58813859	Sh3rf3	378	29.436345382714542
chr10	60752294	60754794	Slc29a3	89	6.9307797329671805
chr10	77166048	77168548	Col18a1	745	58.01607754000617
chr10	110455704	110458204	Nav3	0	0.0
chr10	117627500	117630000	Cpm	146	11.369593719249533
chr11	4159793	4162293	Ccdc157	172	13.394315888430956
chr11	7213423	7215923	Igfbp3	99	7.70951902880619
chr11	32221800	32224300	Rhbdf1	14	1.0902350141746127
chr11	64433332	64435832	Hs3st3a1	297	23.128557086418567
chr11	78463697	78466197	Slc46a1	115	8.955501902148605
chr11	84878148	84880648	Myo19	6	0.46724357750340545
chr11	97797000	97799500	Lasp1	232	18.06675166346501
chr11	98410470	98412970	Erbb2	12	0.9344871550068109
chr11	99039244	99041744	Igfbp4	199	15.49691198719628
chr11	102088015	102090515	Mpp2	337	26.243514269774604
chr11	114763388	114765888	Kif19a	127	9.889989057155415
chr11	120230947	120233447	Bahcc1	255	19.85785204389473
chr11	120726781	120729281	Dcxr	242	18.84549095930402
chr12	79007127	79009627	Tmem229b	0	0.0
chr12	111907555	111910055	Ppp1r13b	0	0.0
chr12	112720174	112722674	Cep170b	4	0.31149571833560363
chr13	12106445	12108945	Ryr2	0	0.0
chr13	55513176	55515676	Pdlim7	67	5.217553282121361
chr13	74007407	74009907	Tppp	20	1.557478591678018
chr13	74807421	74809921	Cast	82	6.385662225879874
chr13	76382535	76385035	Mctp1	22	1.71322645084582
chr13	94055796	94058296	Lhfpl2	136	10.590854423410523
chr14	24004359	24006859	Kcnma1	153	11.914711226336838
chr14	54577161	54579661	Ajuba	51	3.971570408778946
chr14	54912632	54915132	Slc22a17	147	11.447467648833433
