chr	start	end	bg_mean	bm_mean	log2_fold_change	gene	fold_change
chr3	93553080	93555580	2.024245616111955	270.50843289546486	6.488277884025751	Aass	89.77724277716666
chr2	130397074	130399574	1.9060414925433733	209.02924360104103	6.1753911045688215	Abcc12	72.27331204318868
chr9	4795734	4798234	0.6648981950732699	106.56392811033466	6.0136165743060905	Adamts7	64.6069101574111
chr10	77166048	77168548	1.3888984519308305	81.97225239256511	5.118211516911306	Adcy8	34.73243173040807
chr8	105965597	105968097	3.590450253395657	155.7472795458737	5.093660927045542	Adcyap1r1	34.14638453601024
chr10	86498396	86500896	2.3493069559255537	98.36670287107816	4.890827988397102	Adgrg6	29.667839997549287
chr7	128521616	128524116	2.556164172170571	90.16947763182162	4.680157075898066	Adm	25.637027206248074
chr10	34207215	34209715	1.1081636584554495	45.08473881591081	4.450230300282209	Ajuba	21.86013340618673
chrX	71048240	71050740	1.0342860812250865	36.8875135766543	4.219127979510255	Aldh1l1	18.62447662908735
chr4	155837680	155840180	3.117633759121332	73.7750271533086	4.182669108236356	Ampd2	18.159708106061608
chr3	100488824	100491324	3.3688175217045675	77.87363977293685	4.174228466935164	Ankib1	18.053772990308598
chr8	54075606	54078106	1.4775515446072665	40.98612619628256	4.08292570803274	Arhgap20	16.946620661705786
chr6	148443889	148446389	3.191511336351695	65.57780191405209	3.989498803794065	Arhgap6	15.883960836904626
chr15	98870704	98873204	5.673797931291903	102.4653154907064	3.95449540085565	Arhgef18	15.503213695695125
chr2	29252505	29255005	3.959838139547474	73.7750271533086	3.9141915839708328	Astn1	15.076102293961338
chr2	160366565	160369065	11.03731003821628	135.25421644773243	3.5007159393528844	Auts2	11.31932433534984
chr7	45015863	45018363	9.958697410652976	0.0	-3.4540044195659725	Bag3	0.09125172112407243
chr9	27297204	27299704	7.993553856325311	0.0	-3.168891317937159	Bahcc1	0.11119075017232305
chr17	26939253	26941753	6.944492259654152	0.0	-2.989955018455308	Cacna1b	0.12587336828037046
chr7	84086002	84088502	6.560328858056263	0.0	-2.918448989944784	Carmil3	0.13226937859117105
chr15	103501034	103503534	5.93975720932121	0.0	-2.794885190320046	Ccdc122	0.14409726015440988
chr5	136170213	136172713	5.93975720932121	0.0	-2.794885190320046	Cast	0.14409726015440988
chr11	120230947	120233447	5.792002054860484	0.0	-2.763836895365713	Ccdc157	0.1472319931476436
chr19	60753987	60756487	5.540818292277248	0.0	-2.7094711360843515	Cd180	0.15288606949694675
chr9	51076594	51079094	5.481716230492959	0.0	-2.6963758608559942	Cd93	0.15428012650346248
chr8	128356604	128359104	5.393063137816522	0.0	-2.6765073419514227	Cdh22	0.1564195407495285
chr9	35419128	35421628	5.363512106924377	0.0	-2.6698232278902974	Cdon	0.15714592558280233
chr5	30812641	30815141	5.200981437017577	0.0	-2.632496570703228	Celsr3	0.16126479496138596
chr4	59579563	59582063	5.186205921571505	0.0	-2.6290548575276382	Cemip	0.16164996973556392
chr5	23432441	23434941	4.875920097203979	0.0	-2.55481477776088	Cep170b	0.17018611272060077
chr13	94055796	94058296	4.698613911851107	0.0	-2.5106110516150544	Col18a1	0.17548126886089835
chrX	133688487	133690987	4.609960819174671	0.0	-2.4879906948661907	Col27a1	0.1782543643766693
chr14	70888120	70890620	4.565634272836453	0.0	-2.4765461098731487	Col28a1	0.17967404090502034
