chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation
chr10	77166048	77168548	3.54343951220303	58.01607754000617	30.7797585261046	3.699251259113744	0.8848776052223475
chr7	45015863	45018363	5.729902756664672	71.02102378051762	38.37546326859115	3.419760543655882	0.8506883756279139
chr8	54075606	54078106	1.2563103725083469	19.546356325559127	10.401333349033738	3.1868451301190053	0.8792164109782084
chr10	58811359	58813859	2.685766084817524	29.436345382714546	16.061055733766036	3.045758719794475	0.8327777370717235
chr5	96371955	96374455	1.4334823481184984	18.06675166346501	9.750117005791754	2.9699648628083755	0.8529779337758733
chr9	35419128	35421628	2.560940374728553	26.86650570644581	14.713723040587182	2.9682019242612907	0.8259488528046703
chr5	22344202	22346702	1.159671113084628	15.341164128028478	8.250417620556552	2.919627230803319	0.8594409196699065
chr9	14380742	14383242	3.2978147278344108	31.227445763144264	17.262630245489337	2.906614653005681	0.8089622102230848
chr11	102088015	102090515	2.685766084817524	26.243514269774604	14.464640177296063	2.885876396297848	0.8143219567236006
chr15	72809824	72812324	1.3851627184066388	15.107542339276776	8.246352528841708	2.7555767900093713	0.8320272249382964
chr1	44549511	44552011	1.876412287143877	18.06675166346501	9.971581975304444	2.7287166949271824	0.8118240122990527
chr5	139905943	139908443	5.62521022562231	0.0	2.812605112811155	-2.7279662336803057	1.0
chrX	151342175	151344675	3.2454684623132297	26.71075784727801	14.97811315479562	2.706450506352112	0.7833192720089639
chr7	84086002	84088502	5.4923312439146965	0.0	2.7461656219573483	-2.698736609214572	1.0
chr6	56568603	56571103	1.7113202189616905	16.509273071786993	9.110296645374342	2.6910517719534415	0.8121553791741133
chr2	91455511	91458011	5.415825163537585	0.0	2.7079125817687926	-2.681634827713333	1.0
chr2	146219921	146222421	3.1286960238429025	24.374539959760984	13.751617991801943	2.6196235576879765	0.7724852431395286
chr8	128357073	128359573	4.409166211207179	31.92831112939937	18.168738670303274	2.6058503850092025	0.7573212818337278
chr15	79106972	79109472	3.905836735041976	28.034614650204325	15.970225692623151	2.5652027593053046	0.7554300853214534
