chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr6	115772538	115775038	0.2071767534122011	52.86828753396879	26.53773214369049	5.47972736841672	0.9921931251589085	Cand2	44.623363879154304
chr10	77166048	77168548	1.0735522676814058	66.6798989831544	33.876725625417905	5.028551096554332	0.9683100344598856	Col18a1	32.63959150585211
chr11	83462571	83465071	1.506740024816008	49.20958251431697	25.35816126956649	4.324078442784243	0.9405816530308008	Mmp28	20.02983237880932
chr2	146219921	146222421	0.5273590086856029	28.17202865131901	14.349693830002307	4.255474600780524	0.9632494591917354	Insm1	19.099654033810648
chr4	155767969	155770469	1.3749002726446076	44.27033073778701	22.82261550521581	4.252627008875128	0.939757111873072	Vwa1	19.061992311523685
chr7	144939425	144941925	2.6932977943586147	68.96658962043679	35.8299437073977	4.243684673806487	0.924831090543898	Ccnd1	18.944204750374677
chr8	126593486	126595986	5.330092837786629	112.68811460527604	59.00910372153133	4.166710968453693	0.9096733808576424	Irf2bp2	17.959944272322563
chr2	31141508	31144008	0.7910385130284043	30.916057416057875	15.85354796454314	4.155414181443017	0.950103376556618	Fnbp1	17.819861038103603
chr2	31243823	31246323	1.2430605204732068	38.23346745536151	19.73826398791736	4.1285443947819775	0.9370228039692784	Ncs1	17.49104275041346
chr4	53159395	53161895	1.2053920198528063	36.4041149455356	18.80475348269421	4.084089964104091	0.9358996106509924	Abca1	16.9603021180933
chr7	29169911	29172411	2.5049552912566138	57.80753931049875	30.15624730087768	4.068533178296062	0.9169341176219992	Spred3	16.77839927293759
chr6	91210455	91212955	2.165938785673012	49.483985390790856	25.82496208823193	3.995120540510672	0.9161300303840524	Fbln2	15.94597647283917
chr10	61272938	61275438	1.7139167782282094	41.89217247501333	21.80304462662077	3.982266003310321	0.9213909429816248	Adamts14	15.804527544509178
chr6	72788754	72791254	0.9982152664406054	29.72697828467103	15.36259677555582	3.9427219809153775	0.935023011993069	Tcf7l1	15.377211254823706
chr2	112237468	112239968	1.092386517991606	31.098992667040463	16.095689592516035	3.939306738834057	0.9321317355362314	Lpcat4	15.340852366918773
chr7	19628938	19631438	2.6367950434280143	53.41709328691656	28.02694416517229	3.903320368312932	0.9059192815353508	Relb	14.962925498167053
chr13	45964491	45966991	2.825137546530016	55.61231629870765	29.21872692261883	3.887532421760601	0.9033107241800116	Atxn1	14.800073359470089
chr3	87969078	87971578	2.316612788154613	47.92903575743883	25.122824272796723	3.882908358319856	0.9077885207889198	Nes	14.752712747231284
chr17	25791784	25794284	1.7139167782282094	38.96520845929187	20.33956261876004	3.880296227816975	0.9157348262421636	Fam173a	14.72602578675361
chr17	6104437	6106937	2.090601784432212	43.99592786131313	23.04326482287267	3.863834759235386	0.9092749312867732	Tulp4	14.558953563012818
chr5	135934116	135936616	2.2789442875342125	46.28261849859552	24.280781393064863	3.850006639534009	0.9061420532295914	Ywhag	14.420073765313152
chrX	152142268	152144768	0.8475412639590046	25.51946751207144	13.183504388015225	3.84337331592072	0.9357119898462292	Iqsec2	14.353924336847658
chr1	132878273	132880773	2.730966294979015	52.13654653003842	27.43375641250872	3.832083234485357	0.900452338574611	Lrrn2	14.242033384634816
chr1	88701721	88704221	2.109436034742412	43.26418685738276	22.686811446062585	3.831415074696796	0.9070192812349346	Arl4c	14.235438955106096
chr13	74637872	74640372	1.2053920198528063	30.184316412127508	15.694854215990157	3.821713603903841	0.923198265924335	Erap1	14.140033214688442
chr11	11112223	11114723	1.054718017371206	27.98909340033642	14.521905708853811	3.8184978935592944	0.9273705504968154	Vwc2	14.108550737986368
chr6	12748910	12751410	0.9793810161304052	26.52561139247569	13.752496204303046	3.797653356652215	0.928785218219223	Thsd7a	13.906171256652216
chr4	138325807	138328307	1.1677235192324065	29.086704906231965	15.127214212732186	3.794873445448909	0.9228064399161108	Pink1	13.879401427025943
chr7	84526954	84529454	0.753370012408004	23.04984162380646	11.901605818107234	3.777825009168999	0.9367001374502067	Gm2115	13.716352768448132
chr15	85203949	85206449	2.184773035983212	41.70923722403074	21.94700513000697	3.745285664981411	0.9004523385746108	Fbln1	13.41044926639346
chr8	70537457	70539957	4.8780708303418265	75.27785577933618	40.077963304839	3.697849640533957	0.8782854609342673	Ell	12.976681972867688
chr7	143053186	143055686	2.919308798081016	49.57545301628216	26.24738090718159	3.6897661864964135	0.8887771390065718	Cd81	12.904176634677285
chr10	81430505	81433005	2.052933283811812	37.410258825939856	19.73159605487584	3.6532237178620632	0.8959570590183192	Nfic	12.581427517466686
chrX	151342175	151344675	1.5820770260568089	30.916057416057875	16.24906722105734	3.627678503247312	0.9026358249040548	Fam120c	12.360613991751483
chrX	74327066	74329566	1.054718017371206	24.3303883806846	12.692553199027902	3.6238568755226135	0.9169026120408946	Plxna3	12.327914665921966
chr16	17722430	17724930	0.3013480049632016	14.909222955081164	7.605285480022183	3.6117846500898247	0.960376503189158	Med15	12.225187186213905
chr7	18923888	18926388	2.523789541566814	41.89217247501333	22.20798100829008	3.605514722932501	0.8863566417575419	Nova2	12.172172023628228
chr9	72804874	72807374	0.9982152664406054	23.232776874789053	12.11549607061483	3.600175817900515	0.91760838676167	Prtg	12.127210357047556
chr4	139092493	139094993	0.1130055018612006	1.4634820078607278	0.7882437548609642	3.582434692540152	0.8566363499053242	Nbl1	11.97899269191556
chr8	84799844	84802344	1.1488892689222063	24.69625888264978	12.922574075785992	3.57989528427712	0.9110943948021186	Nfix	11.95792601055612
chr8	95331450	95333950	5.160584584994828	72.62529464008861	38.89293961254172	3.579062340927658	0.8673130743933096	Zfp319	11.951024066679611
chr5	113993394	113995894	0.753370012408004	19.939942357102414	10.34665618475521	3.5780550866312777	0.927187102871165	Ssh1	11.94268306684702
chr7	75453534	75456034	1.9964305328812109	34.75769768669228	18.377064109786748	3.5769370164241727	0.8913629227740458	Akap13	11.933431225688905
chr16	34573032	34575532	2.749800545289215	43.72152498483924	23.235662765064227	3.576083619574749	0.8816560313733056	Kalrn	11.926374335035453
chr9	122115283	122117783	0.7910385130284043	20.3058128590676	10.548425686048002	3.5723788289415763	0.925008855674579	Snrk	11.895787111267834
chr18	34756906	34759406	1.86459078070981	33.01981280235767	17.44220179153374	3.569974238906384	0.893098887227938	Fam53c	11.8759765029782
chr3	89713022	89715522	1.506740024816008	28.720834404266785	15.113787214541397	3.5675903332491488	0.9003069182179347	Adar	11.856368873532572
chr1	44549511	44552011	0.8663755142692047	20.946086237506663	10.906230875887934	3.5556524888303387	0.920561418135331	Gulp1	11.758665964978569
chr2	160872498	160874998	2.3542812887750126	38.23346745536151	20.293874372068263	3.548009263538121	0.8839905458360697	Zhx3	11.69653469035378
chr10	53750409	53752909	1.3560660223344074	26.52561139247569	13.940838707405048	3.5463227365047656	0.9027270847331376	Fam184a	11.68286929633793
chr11	115473667	115476167	3.314828054595218	49.39251776529956	26.353672909947388	3.545834565163529	0.874217606558211	Armc7	11.67891677899711
chr11	55202350	55204850	1.1488892689222063	23.964517878719416	12.556703573820812	3.5382159967195284	0.908503910905606	Slc36a1	11.617405438131572
chr11	76621814	76624314	1.3937345229548077	26.70854664345828	14.051140583206545	3.5329959769741044	0.9008098655976332	Abr	11.57544680821792
chr5	105517388	105519888	3.126485551493217	46.73995662605199	24.933221088772605	3.532211761631674	0.8746056299600588	Lrrc8c	11.569156375399576
chr7	19357749	19360249	2.335447038464813	37.501726451431146	19.91858674494798	3.528971100055549	0.8827503643521717	Ppp1r13l	11.543198260210453
chr14	63604503	63607003	1.8834250310200105	32.01366892195342	16.948546976486714	3.5172080611453063	0.8888739528153683	Xkr6	11.449463248321337
chr9	46010820	46013320	2.222441536603612	35.67237394160524	18.947407739104424	3.508467570454539	0.8827047178587472	Sik3	11.380306989295196
chr2	71979240	71981740	1.0170495167508056	21.952230117910915	11.48463981733086	3.508315931316589	0.9114426283342356	Rapgef4	11.379110888107425
chr4	66404111	66406611	1.2053920198528063	23.964517878719416	12.58495494928611	3.500772015028696	0.9042195999341912	Astn2	11.319764311283588
chr6	113075365	113077865	6.987506865084238	89.2724024795044	48.12995467229432	3.498467832169212	0.8548199990492295	Setd5	11.301699517043524
chr10	58812642	58815142	2.1282702850526114	34.30035955923581	18.21431492214421	3.496245805297409	0.883153975642249	Sh3rf3	11.284306131700546
chr7	44670343	44672843	9.718473160063253	119.82258939359708	64.77053127683017	3.4947188964299576	0.8499553273922309	Myh14	11.272369449389384
chrX	73965857	73968357	2.4861210409464136	38.23346745536151	20.359794248153964	3.4923902795066524	0.8778906598640194	Hcfc1	11.254189683761064
chr1	153332286	153334786	8.324738637108446	103.5413520561465	55.933045346627466	3.486866624328586	0.8511660041837792	Lamc1	11.211183082399424
chr14	74947377	74949877	0.6780330111672037	17.744719345311324	9.211376178239265	3.4816412224423385	0.9263917792469518	Lrch1	11.170649933920489
chr1	131526852	131529352	25.256729665978337	291.41585481526744	158.3362922406229	3.477262394812457	0.8404867935924899	Srgap2	11.136796491230962
chr4	155774198	155776698	2.2601100372240124	34.20889193374451	18.23450098548426	3.432947259449644	0.8760530908400952	Gm26840	10.799909061880909
chr18	80712571	80715071	2.184773035983212	33.38568330432285	17.785228170153033	3.4325455477119755	0.8771579979137026	Nfatc1	10.796902295961322
chr9	62675826	62678326	1.9587620322608104	30.916057416057875	16.43740972415934	3.431216873722447	0.8808351154390303	Itga11	10.786963286692778
chr7	133774861	133777361	2.034099033501611	31.64779841998824	16.840948726744926	3.427645626710061	0.8792170758010039	Fank1	10.760294261822388
chr14	30712849	30715349	0.2260110037224012	12.073726564851004	6.149868784286703	3.4146265961302085	0.9632494591917352	Sfmbt1	10.663629058105268
chr7	3693023	3695523	4.6143913259990255	58.7222155654117	31.66830344570536	3.4110661582769324	0.8542899106069796	Mboat7	10.637344655484045
chr3	88530395	88532895	3.3713308055258184	45.36794224368256	24.36963652460419	3.406983237987898	0.8616585519393348	Mex3a	10.607282840518188
chr11	102088015	102090515	1.7515852788486097	27.806158149353827	14.778871714101218	3.3880423150472865	0.881480446360642	Mpp2	10.468931626719437
chr7	100931607	100934107	2.730966294979015	38.05053220437892	20.390749249678965	3.3877209782022266	0.8660683694581743	Arhgef17	10.466600102212544
chr11	16750203	16752703	2.523789541566814	35.85530919258783	19.189549367077323	3.38667279482465	0.8684810417749168	Egfr	10.45899840437137
chr11	102447182	102449682	3.0699828005626166	41.52630197304815	22.29814238680538	3.3852608028041944	0.8623211410480887	Fam171a2	10.448766999007836
chr10	8885570	8888070	6.855667112912838	80.85738093430521	43.85652402360903	3.3813068065362004	0.8436796516472151	Sash1	10.420169255867686
chr10	126976717	126979217	4.030529566382822	51.22187027512547	27.626199920754143	3.3758719409136275	0.8541048143449185	Ctdsp2	10.38098863867236
chr3	89337528	89340028	3.239491053354417	42.98978398090888	23.114637517131648	3.3752055304688264	0.8598510986402692	Adam15	10.37619455432104
chr11	105587986	105590486	0.6403645105468034	15.915366835485417	8.27786567301611	3.366246123135839	0.9226413503381384	Tanc2	10.311956108978976
chr17	47138875	47141375	2.6367950434280143	36.4955825710269	19.56618880722746	3.3659811107151074	0.8652371665526388	Trerf1	10.310062052791366
chr2	90580147	90582647	2.6367950434280143	36.4041149455356	19.52045499448181	3.362457466169873	0.8649214352752841	Ptprj	10.284911439573117
chr15	75841415	75843915	0.904044014889605	18.56792797473298	9.735985994811294	3.3613522644960976	0.9071440719644208	Zc3h3	10.277035521086688
chr17	25433283	25435783	1.82692228008941	27.623222898371235	14.725072589230322	3.339881999664156	0.8759311868231067	Cacna1h	10.125224559575068
chr10	61713263	61715763	1.6762482776078091	25.97680563952792	13.826526958567865	3.3334356596781327	0.8787657751920781	Aifm2	10.08008332606622
chr15	80709319	80711819	18.19388579965329	191.80761065524663	105.00074822744996	3.328443280260976	0.8267261318915352	Tnrc6b	10.045261947881826
chr14	48444128	48446628	3.9928610657624217	49.02664726333438	26.5097541645484	3.324758100495444	0.8493814374521024	Tmem260	10.01963535624543
chr4	20778366	20780866	1.3183975217140071	22.226632994384804	11.772515258049406	3.3245801687725582	0.8880105489086064	Nkain3	10.018399682041238
chr7	36696118	36698618	2.0717675341220114	29.452575408197145	15.762171471159578	3.30942329889648	0.8685607793372395	Tshz3	9.913697918192648
chr2	38286890	38289390	2.241275786913812	30.916057416057875	16.578666601485843	3.299648762730582	0.8648096471936447	Dennd1a	9.846757731913588
