chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr5	140319656	140322156	4.760647402438554	0.0	2.380323701219277	-8.898041250745553	1.0	Nudt1	0.002096151561083391
chr15	103537492	103539992	4.337478744444016	0.0	2.168739372222008	-8.76403516374473	1.0	Ppp1r1a	0.002300183758869388
chr2	152413587	152416087	4.302214689611138	0.0	2.151107344805569	-8.752285196234109	1.0	6820408C15Rik	0.0023189940018737264
chr14	24488681	24491181	3.591056250481428	0.0	1.795528125240714	-8.492276325169838	1.0	Rps24	0.0027769630087458625
chr4	122993652	122996152	3.4735094010385006	0.0	1.7367547005192503	-8.444397646510929	1.0	Mycl	0.002870668297039419
chr9	35569898	35572398	3.36183989406772	0.0	1.68091994703386	-8.397392223825074	1.0	Hyls1	0.0029657398673031887
chr8	84249219	84251719	3.1678875924868897	0.0	1.5839437962434448	-8.311924284684629	1.0	D8Ertd738e	0.0031467444045666804
chr9	121838961	121841461	2.997444660794645	0.0	1.4987223303973225	-8.232394380764884	1.0	Ccdc13	0.0033250819642206605
chr16	33054453	33056953	2.879897811351718	0.0	1.439948905675859	-8.174874668776582	1.0	Rpl35a	0.003460329967626992
chr11	98329148	98331648	2.6800681672987414	0.0	1.3400340836493707	-8.071498921433125	1.0	Neurod2	0.003717377916873238
chr16	23890344	23892844	2.021805810418349	0.0	1.0109029052091745	-7.666618713078718	1.0	Sst	0.0049217301913025814
chr14	122983535	122986035	1.8866269335589825	0.0	0.9433134667794912	-7.567292118373906	1.0	Tmtc4	0.0052725181863969425
chr2	148393344	148395844	1.6691652620895672	0.0	0.8345826310447836	-7.391600415918632	1.0	Sstr4	0.005955339969072439
chrX	109012904	109015404	1.4928449879251762	0.0	0.7464224939625881	-7.231552398839556	1.0	Hmgn5	0.006654046212581096
chrX	36326353	36328853	1.4517035906201516	0.0	0.7258517953100758	-7.191506975964229	1.0	Lonrf3	0.006841332308527295
chr3	18052174	18054674	1.3635434535379565	0.0	0.6817717267689782	-7.101758742133941	1.0	Bhlhe22	0.007280439489731557
chrX	136031367	136033867	1.2107325492621508	0.0	0.6053662746310754	-6.931603344139285	1.0	Arxes1	0.008191802541878903
chr1	134403559	134406059	1.0755536724027843	0.0	0.5377768362013922	-6.7622872478282545	1.0	Cyb5r1	0.009211889061059336
chr10	29535367	29537867	0.7875638912676126	0.0	0.3937819456338063	-6.317528189843665	1.0	Rspo3	0.012538180463644666
chr9	53769535	53772035	0.6465076719360999	0.0	0.3232538359680499	-6.0367399654106935	1.0	Slc35f2	0.01523211445573683
chr7	99483238	99485738	4.502044333664114	0.0914676254912954	2.296755979577705	-5.47468984705579	0.9601752966773104	Rps3	0.02248817121193846
chr12	11150342	11152842	0.3643952332730745	0.0	0.1821976166365372	-5.2264901618143575	1.0	Kcns3	0.026709741768283272
chr2	155234533	155237033	1.0637989874584917	43.35565448287406	22.209726735166274	4.425743666541881	0.9521021127300004	Dynlrb1	21.49223580029795
chrX	106185100	106187600	2.744718934492352	53.782963788881744	28.26384136168705	3.870797974545048	0.90288938791551	Pgk1	14.629392685330684
chr11	32203415	32205915	4.954599704019384	0.3658705019651819	2.660235102992283	-3.723369794540447	0.8624668543191375	Snrnp25	0.07571013261368764
chr2	180497976	180500476	2.168739372222008	0.1829352509825909	1.175837311602299	-3.497304961205913	0.8444212909579242	Ntsr1	0.0885536165740761
chr17	26508019	26510519	8.780749653386666	93.2969780011214	51.03886382725403	3.269194585575559	0.8279595391639994	Dusp1	9.64107878668281
chr6	82773954	82776454	3.29718912687411	40.428690467152606	21.86293979701336	3.269165039249084	0.8491882081052736	Hk2	9.640881339865288
chr11	69836514	69839014	8.557410639445104	86.985711842222	47.77156124083356	3.202577549708322	0.8208680977306951	Tmem256	9.206019827074249
chr4	72199348	72201848	5.67163548562124	56.16112205165543	30.91637876863833	3.098921863946426	0.8165491654742385	C630043F03Rik	8.567782543703045
