chr	start	end	gene	raw_count	count
chr1	39365842	39368342	Rpl31	68	6.219798533408093
chr1	87156021	87158521	Ecel1	124	11.34198556092064
chr1	91413538	91416038	Hes6	477	43.630057359347944
chr1	104766529	104769029	Cdh20	177	16.1897697119593
chr1	134403559	134406059	Cyb5r1	0	0.0
chr10	29535367	29537867	Rspo3	0	0.0
chr10	31445421	31447921	Tpd52l1	288	26.3426761414931
chr10	59951270	59953770	Ddit4	448	40.97749622010038
chr10	75515551	75518051	Snrpd3	252	23.04984162380646
chr10	75559830	75562330	Lrrc75b	137	12.531064692307481
chr10	78778496	78780996	Slc1a6	12	1.0976115058955458
chr10	80290453	80292953	Rps15	258	23.598647376754236
chr10	80854709	80857209	Lsm7	294	26.891481894440872
chr10	81266434	81268934	Mrpl54	312	28.53789915328419
chr10	110918177	110920677	Csrp2	404	36.952920698483375
chr10	127288774	127291274	Ddit3	662	60.55156807523761
chr10	128192457	128194957	Gls2	305	27.89762577484512
chr10	128673418	128675918	Suox	396	36.22117969455301
chr10	128891218	128893718	Gdf11	140	12.805467568781367
chr11	31369574	31372074	Stc2	210	19.20820135317205
chr11	32203415	32205915	Snrnp25	4	0.36587050196518195
chr11	51617735	51620235	Nhp2	176	16.098302086468006
chr11	69836514	69839014	Tmem256	951	86.985711842222
chr11	78174711	78177211	Tlcd1	298	27.257352396406056
chr11	94473698	94476198	Cacna1g	117	10.701712182481572
chr11	98329148	98331648	Neurod2	0	0.0
chr11	101440298	101442798	Rpl27	0	0.0
chr11	115187359	115189859	Nat9	148	13.537208572711732
chr11	116012219	116014719	Galk1	300	27.440287647388644
chr12	4841095	4843595	Fkbp1b	82	7.50034529028623
chr12	11150342	11152842	Kcns3	0	0.0
chr12	30909668	30912168	Sh3yl1	338	30.916057416057875
chr12	81594508	81597008	Med6	114	10.427309306007684
chr13	34129854	34132354	Tubb2b	412	37.68466170241374
chr13	51844678	51847178	Gadd45g	526	48.11197100842143
chr13	54787377	54789877	Tspan17	363	33.20274805334026
chr13	55725368	55727868	Pcbd2	124	11.34198556092064
chr13	73328042	73330542	Ndufs6	322	29.452575408197145
chr14	24488681	24491181	Rps24	0	0.0
chr14	122983535	122986035	Tmtc4	0	0.0
chr15	66969140	66971640	Ndrg1	8	0.7317410039303639
chr15	75747422	75749922	Mafa	360	32.92834517686637
chr15	79345541	79348041	Maff	56	5.122187027512547
chr15	83724521	83727021	Scube1	56	5.122187027512547
chr15	85581321	85583821	Wnt7b	206	18.84233085120687
chr15	99053174	99055674	Prph	2	0.18293525098259097
chr15	99723618	99726118	Cox14	882	80.67444568332262
chr15	103537492	103539992	Ppp1r1a	0	0.0
chr16	23890344	23892844	Sst	0	0.0
chr16	33054453	33056953	Rpl35a	0	0.0
chr16	36071015	36073515	Fam162a	302	27.623222898371235
chr17	23676949	23679449	Tnfrsf12a	26	2.3781582627736824
chr17	24533710	24536210	Rab26	102	9.32969780011214
chr17	24893116	24895616	Mrps34	0	0.0
chr17	25715171	25717671	Gng13	152	13.903079074676914
chr17	26508019	26510519	Dusp1	1020	93.29697800112139
chr17	33522204	33524704	Adamts10	82	7.50034529028623
chr17	45684322	45686822	Mrpl14	14	1.2805467568781368
chr17	46031877	46034377	Vegfa	152	13.903079074676914
chr18	9210856	9213356	Fzd8	127	11.616388437394527
chr18	31787159	31789659	Polr2d	18	1.6464172588433188
chr18	33792892	33795392	Epb41l4aos	124	11.34198556092064
chr18	35962830	35965330	Psd2	25	2.286690637282387
chr18	37969274	37971774	Fchsd1	206	18.84233085120687
chr18	60772510	60775010	Rps14	137	12.531064692307481
chr18	61013699	61016199	Slc6a7	22	2.012287760808501
chr18	67341564	67344064	Cidea	4	0.36587050196518195
chr2	25271938	25274438	Ssna1	82	7.50034529028623
chr2	29252505	29255005	Ntng2	302	27.623222898371235
chr2	29252506	29255006	6530402F18Rik	302	27.623222898371235
chr2	39005124	39007624	Rpl35	145	13.262805696237844
chr2	119349229	119351729	Chac1	348	31.83073367097083
chr2	148393344	148395844	Sstr4	0	0.0
chr2	148407688	148410188	Thbd	208	19.02526610218946
chr2	152413587	152416087	6820408C15Rik	0	0.0
chr2	155234533	155237033	Dynlrb1	474	43.35565448287406
chr2	180497976	180500476	Ntsr1	2	0.18293525098259097
chr3	8923418	8925918	Mrps28	390	35.67237394160524
chr3	18052174	18054674	Bhlhe22	0	0.0
chr3	89394276	89396776	Zbtb7b	174	15.915366835485415
chr3	94785992	94788492	Cgn	132	12.073726564851004
chr3	102467919	102470419	Ngf	2	0.18293525098259097
chr3	145648312	145650812	Gm17501	188	17.19591359236355
chr4	72199348	72201848	C630043F03Rik	614	56.161122051655425
chr4	111413006	111415506	Bend5	14	1.2805467568781368
chr4	117017402	117019902	Eif2b3	194	17.744719345311324
chr4	119193306	119195806	Svbp	22	2.012287760808501
chr4	119320046	119322546	Ppih	52	4.756316525547365
chr4	122993652	122996152	Mycl	0	0.0
chr4	135961727	135964227	Gale	126	11.52492081190323
chr4	155774198	155776698	Vwa1	374	34.20889193374451
chr5	28466756	28469256	Shh	134	12.256661815833596
chr5	30907288	30909788	Ost4	4	0.36587050196518195
chr5	34658379	34660879	Grk4	124	11.34198556092064
chr5	110839277	110841777	Hscb	268	24.51332363166719
chr5	121545405	121547905	Mapkapk5	46	4.207510772599592
chr5	122987354	122989854	A930024E05Rik	105	9.604100676586025
chr5	135743948	135746448	Tmem120a	50	4.573381274564774
chr5	140319656	140322156	Nudt1	0	0.0
chr6	41603482	41605982	Ephb6	26	2.3781582627736824
chr6	72958248	72960748	Tmsb10	158	14.451884827624687
chr6	82773954	82776454	Hk2	442	40.428690467152606
chr6	85185438	85187938	Emx1	264	24.147453129702008
chr6	87728869	87731369	Efcc1	40	3.658705019651819
chr6	89641988	89644488	Txnrd3	404	36.952920698483375
chr6	91210455	91212955	Fbln2	541	49.483985390790856
chr7	16450779	16453279	Tmem160	194	17.744719345311324
chr7	19147722	19150222	Snrpd2	84	7.683280541268821
chr7	19309551	19312051	Fosb	18	1.6464172588433188
chr7	19506395	19508895	Trappc6a	50	4.573381274564774
chr7	25297486	25299986	Pafah1b3	214	19.574071855137234
chr7	31050967	31053467	Fxyd7	10	0.9146762549129548
chr7	45123939	45126439	Rps11	2	0.18293525098259097
chr7	45713457	45715957	Rpl18	204	18.65939560022428
chr7	99483238	99485738	Rps3	1	0.09146762549129549
chr7	100535071	100537571	Coa4	10	0.9146762549129548
chr7	109174707	109177207	Lmo1	34	3.1098992667040464
chr7	119184103	119186603	Gpr139	116	10.610244556990276
chr7	126693401	126695901	Bola2	227	20.763150986524074
chr7	127260209	127262709	Dctpp1	42	3.8416402706344104
chr7	129255031	129257531	Plpp4	238	21.769294866928327
chr7	138909019	138911519	Bnip3	34	3.1098992667040464
chr7	142530686	142533186	Mrpl23	199	18.2020574727678
chr8	27258329	27260829	Eif4ebp1	54	4.939251776529956
chr8	57487360	57489860	Sap30	280	25.610935137562734
chr8	57509907	57512407	Hmgb2	322	29.452575408197145
chr8	70510301	70512801	Uba52	104	9.51263305109473
chr8	70872990	70875490	Ccdc124	7	0.6402733784390684
chr8	72132975	72135475	Tpm4	1	0.09146762549129549
chr8	84249219	84251719	D8Ertd738e	0	0.0
chr9	20640878	20643378	Ubl5	254	23.232776874789053
chr9	35569898	35572398	Hyls1	0	0.0
chr9	53769535	53772035	Slc35f2	0	0.0
chr9	106427454	106429954	Rpl29	248	22.68397112184128
chr9	107549555	107552055	Rassf1	2	0.18293525098259097
chr9	121838961	121841461	Ccdc13	0	0.0
chrX	36326353	36328853	Lonrf3	0	0.0
chrX	99134130	99136630	Efnb1	16	1.4634820078607278
chrX	106185100	106187600	Pgk1	588	53.782963788881744
chrX	109012904	109015404	Hmgn5	0	0.0
chrX	136031367	136033867	Arxes1	0	0.0
chrX	155215949	155218449	Sat1	166	15.18362583155505
