chr	start	end	gene	raw_count	count
chr1	39365842	39368342	Rpl31	78	1.5687374282287543
chr1	87156021	87158521	Ecel1	75	1.508401373296879
chr1	91413538	91416038	Hes6	445	8.94984814822815
chr1	104766529	104769029	Cdh20	50	1.0056009155312526
chr1	134403559	134406059	Cyb5r1	65	1.3072811901906285
chr10	29535367	29537867	Rspo3	107	2.151985959236881
chr10	31445421	31447921	Tpd52l1	163	3.2782589846318837
chr10	59951270	59953770	Ddit4	828	16.652751161197546
chr10	75515551	75518051	Snrpd3	336	6.757638152370018
chr10	75559830	75562330	Lrrc75b	73	1.468177336675629
chr10	78778496	78780996	Slc1a6	56	1.126273025395003
chr10	80290453	80292953	Rps15	272	5.470468980490015
chr10	80854709	80857209	Lsm7	170	3.4190431128062593
chr10	81266434	81268934	Mrpl54	184	3.70061136915501
chr10	110918177	110920677	Csrp2	125	2.5140022888281317
chr10	127288774	127291274	Ddit3	704	14.158860890680039
chr10	128192457	128194957	Gls2	109	2.192209995858131
chr10	128673418	128675918	Suox	112	2.252546050790006
chr10	128891218	128893718	Gdf11	69	1.3877292634331289
chr11	31369574	31372074	Stc2	62	1.2469451352587533
chr11	32203415	32205915	Snrnp25	132	2.6547864170025073
chr11	51617735	51620235	Nhp2	108	2.172097977547506
chr11	69836514	69839014	Tmem256	564	11.34317832719253
chr11	78174711	78177211	Tlcd1	94	1.890529721198755
chr11	94473698	94476198	Cacna1g	59	1.1866090803268783
chr11	98329148	98331648	Neurod2	84	1.6894095380925045
chr11	101440298	101442798	Rpl27	482	9.693992825721276
chr11	115187359	115189859	Nat9	247	4.967668522724389
chr11	116012219	116014719	Galk1	100	2.0112018310625053
chr12	4841095	4843595	Fkbp1b	114	2.2927700874112564
chr12	11150342	11152842	Kcns3	119	2.3933301789643817
chr12	30909668	30912168	Sh3yl1	122	2.4536662338962567
chr12	81594508	81597008	Med6	130	2.614562380381257
chr13	34129854	34132354	Tubb2b	440	8.849288056675023
chr13	51844678	51847178	Gadd45g	361	7.260438610135645
chr13	54787377	54789877	Tspan17	232	4.6659882480650126
chr13	55725368	55727868	Pcbd2	6	0.12067210986375032
chr13	73328042	73330542	Ndufs6	152	3.0570267832150084
chr14	24488681	24491181	Rps24	40	0.8044807324250022
chr14	122983535	122986035	Tmtc4	100	2.0112018310625053
chr15	66969140	66971640	Ndrg1	205	4.122963753678136
chr15	75747422	75749922	Mafa	734	14.76222143999879
chr15	79345541	79348041	Maff	268	5.390020907247514
chr15	83724521	83727021	Scube1	132	2.6547864170025073
chr15	85581321	85583821	Wnt7b	220	4.424644028337512
chr15	99053174	99055674	Prph	166	3.338595039563759
chr15	99723618	99726118	Cox14	592	11.906314839890033
chr15	103537492	103539992	Ppp1r1a	78	1.5687374282287543
chr16	23890344	23892844	Sst	40	0.8044807324250022
chr16	33054453	33056953	Rpl35a	20	0.4022403662125011
chr16	36071015	36073515	Fam162a	226	4.545316138201263
chr17	23676949	23679449	Tnfrsf12a	88	1.7698576113350049
chr17	24533710	24536210	Rab26	117	2.3531061423431314
chr17	24893116	24895616	Mrps34	104	2.091649904305006
chr17	25715171	25717671	Gng13	229	4.605652193133137
chr17	26508019	26510519	Dusp1	258	5.188900724141264
chr17	33522204	33524704	Adamts10	62	1.2469451352587533
chr17	45684322	45686822	Mrpl14	158	3.1776988930787584
chr17	46031877	46034377	Vegfa	235	4.726324302996888
chr18	9210856	9213356	Fzd8	204	4.102851735367511
chr18	31787159	31789659	Polr2d	199	4.002291643814386
chr18	33792892	33795392	Epb41l4aos	118	2.3732181606537566
chr18	35962830	35965330	Psd2	139	2.7955705451768824
chr18	37969274	37971774	Fchsd1	154	3.0972508198362583
chr18	60772510	60775010	Rps14	219	4.4045320100268865
chr18	61013699	61016199	Slc6a7	150	3.016802746593758
chr18	67341564	67344064	Cidea	203	4.082739717056886
chr2	25271938	25274438	Ssna1	150	3.016802746593758
chr2	29252505	29255005	Ntng2	177	3.559827240980635
chr2	29252506	29255006	6530402F18Rik	177	3.559827240980635
chr2	39005124	39007624	Rpl35	201	4.042515680435636
chr2	119349229	119351729	Chac1	230	4.625764211443762
chr2	148393344	148395844	Sstr4	106	2.1318739409262557
chr2	148407688	148410188	Thbd	106	2.1318739409262557
chr2	152413587	152416087	6820408C15Rik	42	0.8447047690462522
chr2	155234533	155237033	Dynlrb1	135	2.7151224719343823
chr2	180497976	180500476	Ntsr1	109	2.192209995858131
chr3	8923418	8925918	Mrps28	167	3.3587070578743843
chr3	18052174	18054674	Bhlhe22	13	0.26145623803812573
chr3	89394276	89396776	Zbtb7b	108	2.172097977547506
chr3	94785992	94788492	Cgn	40	0.8044807324250022
chr3	102467919	102470419	Ngf	115	2.312882105721881
chr3	145648312	145650812	Gm17501	46	0.9251528422887525
chr4	72199348	72201848	C630043F03Rik	914	18.382384735911298
chr4	111413006	111415506	Bend5	60	1.2067210986375032
chr4	117017402	117019902	Eif2b3	71	1.427953300054379
chr4	119193306	119195806	Svbp	50	1.0056009155312526
chr4	119320046	119322546	Ppih	74	1.4882893549862541
chr4	122993652	122996152	Mycl	122	2.4536662338962567
chr4	135961727	135964227	Gale	184	3.70061136915501
chr4	155774198	155776698	Vwa1	94	1.890529721198755
chr5	28466756	28469256	Shh	14	0.28156825634875077
chr5	30907288	30909788	Ost4	226	4.545316138201263
chr5	34658379	34660879	Grk4	600	12.067210986375033
chr5	110839277	110841777	Hscb	398	8.004583287628773
chr5	121545405	121547905	Mapkapk5	16	0.3217922929700009
chr5	122987354	122989854	A930024E05Rik	26	0.5229124760762515
chr5	135743948	135746448	Tmem120a	240	4.826884394550013
chr5	140319656	140322156	Nudt1	113	2.2726580691006313
chr6	41603482	41605982	Ephb6	107	2.151985959236881
chr6	72958248	72960748	Tmsb10	123	2.473778252206882
chr6	82773954	82776454	Hk2	264	5.309572834005015
chr6	85185438	85187938	Emx1	190	3.8212834790187604
chr6	87728869	87731369	Efcc1	44	0.8849288056675024
chr6	89641988	89644488	Txnrd3	142	2.855906600108758
chr6	91210455	91212955	Fbln2	54	1.086048988773753
chr7	16450779	16453279	Tmem160	143	2.876018618419383
chr7	19147722	19150222	Snrpd2	250	5.028004577656263
chr7	19309551	19312051	Fosb	222	4.464868064958762
chr7	19506395	19508895	Trappc6a	264	5.309572834005015
chr7	25297486	25299986	Pafah1b3	154	3.0972508198362583
chr7	31050967	31053467	Fxyd7	62	1.2469451352587533
chr7	45123939	45126439	Rps11	298	5.993381456566266
chr7	45713457	45715957	Rpl18	181	3.640275314223135
chr7	99483238	99485738	Rps3	138	2.7754585268662577
chr7	100535071	100537571	Coa4	193	3.8816195339506354
chr7	109174707	109177207	Lmo1	182	3.66038733253376
chr7	119184103	119186603	Gpr139	74	1.4882893549862541
chr7	126693401	126695901	Bola2	255	5.128564669209389
chr7	127260209	127262709	Dctpp1	318	6.395621822778767
chr7	129255031	129257531	Plpp4	161	3.238034948010634
chr7	138909019	138911519	Bnip3	58	1.1664970620162531
chr7	142530686	142533186	Mrpl23	16	0.3217922929700009
chr8	27258329	27260829	Eif4ebp1	194	3.9017315522612606
chr8	57487360	57489860	Sap30	339	6.817974207301893
chr8	57509907	57512407	Hmgb2	486	9.774440898963777
chr8	70510301	70512801	Uba52	142	2.855906600108758
chr8	70872990	70875490	Ccdc124	106	2.1318739409262557
chr8	72132975	72135475	Tpm4	97	1.9508657761306303
chr8	84249219	84251719	D8Ertd738e	79	1.5888494465393792
chr9	20640878	20643378	Ubl5	218	4.384419991716262
chr9	35569898	35572398	Hyls1	264	5.309572834005015
chr9	53769535	53772035	Slc35f2	38	0.7642566958037521
chr9	106427454	106429954	Rpl29	80	1.6089614648500044
chr9	107549555	107552055	Rassf1	186	3.7408354057762603
chr9	121838961	121841461	Ccdc13	37	0.7441446774931271
chrX	36326353	36328853	Lonrf3	130	2.614562380381257
chrX	99134130	99136630	Efnb1	180	3.62016329591251
chrX	106185100	106187600	Pgk1	486	9.774440898963777
chrX	109012904	109015404	Hmgn5	140	2.8156825634875076
chrX	136031367	136033867	Arxes1	18	0.36201632959125096
chrX	155215949	155218449	Sat1	308	6.1945016396725165
