chr	start	end	bg_mean	bm_mean	log2_fold_change	gene	fold_change
chr9	108824320	108826820	0.9456329885486504	105.53057826101126	5.774884191864807	Aass	54.75368627486011
chr15	64921796	64924296	0.3841634015978892	54.31720939904992	5.320642208884882	Abcc12	39.96436355360306
chr18	23413135	23415635	0.4137144324900346	51.21336886196135	5.206856612749844	Adamts7	36.93346241786309
chr7	140955487	140957987	1.536653606391557	80.69985396430273	5.009335069359763	Adcy8	32.20772980530145
chr9	88546020	88548520	0.4432654633821799	38.79800671360708	4.785287587268562	Adcyap1r1	27.574973366537545
chr7	105648827	105651327	1.492327060053339	65.1806512788599	4.730844183053277	Adgrg6	26.553758669796547
chr15	79106898	79109398	1.2411432974701038	57.42104993613848	4.704181484305469	Adm	26.067520984529025
chr2	113216596	113219096	1.1672657202397403	52.76528913050563	4.63272711666044	Ajuba	24.80788978868645
chr2	91455511	91458011	2.304980409587336	72.94025262158131	4.483646347358628	Aldh1l1	22.37237243739474
chr7	142095343	142097843	1.6991842762983562	55.869129667594194	4.397050345603261	Ampd2	21.069005983387008
chr11	114763388	114765888	2.068572162450173	63.62873101031561	4.396536248174984	Ankib1	21.06149948212764
chr6	85069013	85071513	1.8764904616512283	57.42104993613848	4.3441066949303	Arhgap20	20.309836140601107
chr7	99827917	99830417	1.6105311836219205	48.109528324872784	4.233587668806359	Arhgap6	18.81208262631704
chr11	120726781	120729281	1.5957556681758476	46.5576080563285	4.195449657880577	Arhgef18	18.32129604468873
chr13	74007407	74009907	2.9255520583223875	66.73257154740418	4.10888230792052	Astn1	17.254279281256093
chr10	10557765	10560265	1.8026128844208649	46.5576080563285	4.084831766951063	Auts2	16.96902498403944
chr15	72809824	72812324	4.04849123222391	79.14793369575845	3.9887411260528016	Bag3	15.875621053708857
chr6	116673452	116675952	0.5319185560586159	21.72688375961997	3.890988375799688	Bahcc1	14.835569208125955
chr13	76382535	76385035	1.9946945852198097	41.901847250695646	3.840558986087864	Cacna1b	14.325950787247525
chr4	98817037	98819537	0.7387757723036332	23.27880402816425	3.803553552503196	Carmil3	13.963159836301523
chr9	90161069	90163569	0.6353471641811246	21.72688375961997	3.796731039968241	Cast	13.897283865716744
chr18	72350569	72353069	0.0	12.415362148354266	3.745814095634336	Ccdc122	13.41536214835427
chr14	63543482	63545982	1.4184494828229757	31.038405370885663	3.72764803526678	Ccdc157	13.247498282861915
chr17	32916842	32919342	0.9899595348868684	24.83072429670853	3.698277097876888	Cd180	12.980527414682852
chr8	117156135	117158635	3.206286851797768	48.109528324872784	3.545383821636923	Cd93	11.675268486238252
chr2	130397074	130399574	1.9060414925433733	32.59032563942995	3.530918574690736	Cdh22	11.558790790021254
chr2	104711669	104714169	2.511837625832353	38.79800671360708	3.5023981283466297	Cdon	11.332530416799786
chr2	69585565	69588065	1.6105311836219205	27.934564833797097	3.470378649268512	Celsr3	11.083784409597634
chr3	90389438	90391938	3.4574706143810032	48.109528324872784	3.461705774046964	Cemip	11.0173532420903
chr9	86880154	86882654	1.6400822145140657	27.934564833797097	3.454139184413387	Cep170b	10.959721130928036
chr11	7213423	7215923	2.009470100665882	31.038405370885663	3.412220954474827	Col18a1	10.64586265994029
chr1	131137840	131140340	3.6200012842878015	48.109528324872784	3.4100378083564395	Col27a1	10.62976508077817
chr14	70888120	70890620	4.565634272836453	57.42104993613848	3.391870271357423	Col28a1	10.49674611593998
chr7	141443525	141446025	0.6648981950732699	15.519202685442831	3.310638188008483	Col4a6	9.922049729122232
chr4	115826092	115828592	3.649552315179948	43.45376751923993	3.257141977369575	Col5a1	9.56087048942463
chr5	136170213	136172713	5.93975720932121	65.1806512788599	3.253452393742068	Cpm	9.536450524518155
chr9	3530778	3533278	2.393633502263772	29.486485102341383	3.167267152798445	Cpxm1	8.983434740965677
chr7	84086002	84088502	6.560328858056263	66.73257154740418	3.1633288753680384	Creb3l1	8.958945148957186
chr1	119421748	119424248	1.758286338082647	23.27880402816425	3.137853220199508	Cryba1	8.80213330028711
chr16	74411325	74413825	3.782531954194602	40.349926982151366	3.1120382688181047	Ctsd	8.646032557270148
chr7	128521616	128524116	2.556164172170571	29.486485102341383	3.099775992795887	Cul9	8.572856489843488
chr16	35768856	35771356	1.950368038881592	23.27880402816425	3.040730518839385	Cyp4f14	8.22907640952066
chr1	84695721	84698221	1.063837112117232	15.519202685442831	3.000743039447373	Cyp4f16	8.004121346813195
chrX	129747742	129750242	2.6152662339548614	27.934564833797097	3.0006201480608894	Dcc	8.003439570242827
chr13	12106445	12108945	0.8717554113182872	13.967282416898549	2.999348467122347	Dctn1	7.996387950259491
chr4	129134999	129137499	0.7092247414114878	12.415362148354266	2.9724719900172327	Dcxr	7.848799413748119
chr7	134937930	134940430	2.7925724193077333	27.934564833797097	2.931545312457148	Ddit4l	7.629271543107038
chr11	77724783	77727283	1.0490615966711592	13.967282416898549	2.868777038727124	Dgki	7.304457045710057
chr15	103501034	103503534	5.93975720932121	49.66144859341706	2.8679312340587133	Diaph2	7.30017593776488
chr1	72874384	72876884	2.3493069559255537	21.72688375961997	2.762465373064728	Disp2	6.785548192115342
chr8	90347843	90350343	1.9060414925433733	18.6230432225314	2.7554215909379667	Dlgap3	6.752499326964967
chr7	45015863	45018363	9.958697410652976	72.94025262158131	2.7542836479144386	Dmd	6.747175312068001
chr16	90384013	90386513	1.226367782024031	13.967282416898549	2.7490484559058057	Dner	6.722735811102836
chr5	105293198	105295698	1.063837112117232	12.415362148354266	2.700484984763677	Dse	6.500203950006414
chr5	22344202	22346702	0.5910206178429065	9.3115216112657	2.6962328019180712	Dtna	6.48107352954733
chr1	84363680	84366180	1.1229391739015224	12.415362148354266	2.6597510596561267	Dusp8	6.319240001445548
chr13	94055796	94058296	4.698613911851107	34.142245907974235	2.624523438851856	Edc4	6.166805902553033
chr4	155692342	155694842	3.0142051509988232	23.27880402816425	2.5965111018677	Elfn1	6.048222030237581
chr11	97797000	97799500	1.2559188129161765	12.415362148354266	2.572098947361647	Endod1	5.946739781389793
chr3	100488824	100491324	3.3688175217045675	24.83072429670853	2.563773344207644	Erbb2	5.912520760681771
chr1	163313210	163315710	0.7978778340879238	9.3115216112657	2.519890340454026	Erich3	5.73538502770229
chr2	121270907	121273407	1.935592523435519	15.519202685442831	2.4924204223332245	Exoc6b	5.627212412337949
chr18	9210163	9212663	2.2163273169108995	17.071122953987118	2.4902000209445494	Fam120c	5.618558428109055
chr7	142387538	142390038	1.5218780909454843	12.415362148354266	2.4113155590004527	Fgl2	5.31959185359538
chr4	43056953	43059453	1.3297963901465395	10.863441879809985	2.3482468495167	Fndc10	5.092050931997453
chr1	44549511	44552011	1.3741229364847578	10.863441879809985	2.321056084908948	Fras1	4.996978756869083
chr4	155837680	155840180	3.117633759121332	18.6230432225314	2.252661377010288	Gan	4.765611603767012
chr1	158360273	158362773	0.9899595348868684	7.759601342721416	2.1381261185998026	Gja1	4.401899229181768
chr6	148443889	148446389	3.191511336351695	17.071122953987118	2.108143722743931	Gria4	4.3113620610450925
chr5	132542844	132545344	1.8026128844208649	10.863441879809985	2.081678243772551	Gulp1	4.232993413309544
chr17	26939253	26941753	6.944492259654152	32.59032563942995	2.0800188581942094	H2-T10	4.228127429869537
chr7	89630392	89632892	1.0786126275633043	7.759601342721416	2.075244291901138	Hectd4	4.214157667746893
chr3	32815546	32818046	1.4627760291611938	9.3115216112657	2.0658999018095465	Hs3st3a1	4.186950615553027
chr2	27884425	27886925	4.521307726498235	21.72688375961997	2.0413179636572654	Ifitm2	4.11621392710056
chr2	24762652	24765152	1.1672657202397403	7.759601342721416	2.0149891653313925	Igfbp5	4.041775432018755
chr11	64433332	64435832	1.5514291218376297	9.3115216112657	2.014879768902492	Igsf9b	4.041468964593058
chr7	45333280	45335780	0.8865309267643599	6.207681074177133	1.933799425021803	Insyn2a	3.820600538226649
chr5	21370642	21373142	1.758286338082647	9.3115216112657	1.9024131024220323	Kcnd3os	3.738379684842108
chr1	153549545	153552045	1.448000513715121	7.759601342721416	1.839261352199535	Kcnq5	3.578267771450635
chrX	16911274	16913774	0.2511837625832352	3.1038405370885664	1.7136809781424764	Lgals3bp	3.279966268596423
chr11	118401592	118404092	0.2955103089214532	3.1038405370885664	1.6634541775439429	Lypd1	3.167740548900088
chr15	32242810	32245310	3.885960562317112	13.967282416898549	1.6150981737178702	Mapre3	3.0633244427581885
chr1	21961442	21963942	1.6991842762983562	6.207681074177133	1.417011701568879	Nav3	2.6703182652137034
chr4	127167204	127169704	1.1672657202397403	4.65576080563285	1.3838450590917066	Neu3	2.609629614317536
chr2	160366565	160369065	11.03731003821628	29.486485102341383	1.340656795422546	Nrp1	2.532665936621413
chrX	141473576	141476076	1.846939430759083	6.207681074177133	1.3401233763600242	Ntng2	2.531729687082012
chr12	79295804	79298304	4.32922602569929	12.415362148354266	1.3318880729622993	Nuak2	2.5173190410128887
chr18	79108891	79111391	3.280164429028132	9.3115216112657	1.2685191124020818	Pdgfa	2.409141466933565
chr11	84878148	84880648	2.2163273169108995	6.207681074177133	1.1641209429724608	Pml	2.2409662835869897
chr5	88884486	88886986	0.9160819576565052	3.1038405370885664	1.098815401635757	Prelp	2.141787578913291
chr9	35419128	35421628	5.363512106924377	12.415362148354266	1.0759908677440386	Ptprk	2.1081695018316227
chr6	83163920	83166420	2.49706211038628	6.207681074177133	1.0433917565388264	Rims2	2.061067503711275
chr15	98870704	98873204	5.673797931291903	12.415362148354266	1.0073060902553093	Ryr2	2.010154081149613
chr14	31216446	31218946	1.0490615966711592	3.1038405370885664	1.002011319502706	Ryr3	2.0027902254161303
chrX	71048240	71050740	1.0342860812250865	0.0	-1.024522579363771	Robo3	0.4915729450391661
chr6	56651987	56654487	1.0490615966711592	0.0	-1.034963353737309	Robo2	0.4880282767607223
chr2	148443063	148445563	1.063837112117232	0.0	-1.0453291108706584	Rhbdf1	0.4845343627793029
chr10	28072820	28075320	1.0786126275633043	0.0	-1.055620921079852	Reln	0.4810901207563
chr17	43566098	43568598	1.093388143009377	0.0	-1.06583983193682	Rassf4	0.4776944989104777
chr10	34207215	34209715	1.1081636584554495	0.0	-1.0759868689092658	Rapgef4	0.4743464749471358
chr14	54912632	54915132	1.1081636584554495	0.0	-1.0759868689092658	Rab32	0.4743464749471358
chr3	89912696	89915196	1.1229391739015224	0.0	-1.086063035978209	Prr5	0.4710450550319853
chr8	95674980	95677480	1.1229391739015224	0.0	-1.086063035978209	Prrx1	0.4710450550319853
chr11	32221800	32224300	1.1377146893475951	0.0	-1.0960693162341042	Prkg1	0.4677892728075831
chr1	125912601	125915101	1.1672657202397403	0.0	-1.1158760476495977	Ppp1r1a	0.4614108877657056
chr3	25143761	25146261	1.182041235685813	0.0	-1.1256783656199565	Ppp1r13b	0.4582864813211016
chr11	60914250	60916750	1.182041235685813	0.0	-1.1256783656199565	Podn	0.4582864813211016
chr13	102691558	102694058	1.2411432974701038	0.0	-1.1642348969251035	Plxna2	0.4462008302319811
chr10	14545159	14547659	1.2411432974701038	0.0	-1.1642348969251035	Plbd2	0.4462008302319811
chr9	51763337	51765837	1.2706943283622492	0.0	-1.1831335093751414	Pla2g7	0.440393930398045
chr15	103537503	103540003	1.2854698438083216	0.0	-1.1924907830744302	Piezo1	0.437546792712732
chr3	137619612	137622112	1.2854698438083216	0.0	-1.1924907830744302	Pidd1	0.437546792712732
chr10	56375330	56377830	1.3297963901465395	0.0	-1.220203877728772	Pid1	0.4292220574421535
chr10	77166048	77168548	1.3888984519308305	0.0	-1.2563455285495593	Peg13	0.4186029754390558
chr6	23132486	23134986	1.3888984519308305	0.0	-1.2563455285495593	Phyhipl	0.4186029754390558
chr13	74808310	74810810	1.403673967376903	0.0	-1.2652412231925685	Pdlim7	0.4160298000361864
chr16	35936470	35938970	1.4184494828229757	0.0	-1.2740824027240507	Pde1c	0.4134880662600127
chr19	5118060	5120560	1.4332249982690484	0.0	-1.2828697312416435	Pde1b	0.4109772013321339
chr17	46545888	46548388	1.4775515446072665	0.0	-1.3089150724978311	Osbpl5	0.4036242968089355
chr7	97079586	97082086	1.4775515446072665	0.0	-1.3089150724978311	Orai2	0.4036242968089355
chr2	168281236	168283736	1.4775515446072665	0.0	-1.3089150724978311	Parp9	0.4036242968089355
chr6	55449978	55452478	1.4775515446072665	0.0	-1.3089150724978311	Pcdh19	0.4036242968089355
chr1	106859173	106861673	1.492327060053339	0.0	-1.3174934010088366	Ogfr	0.4012314499280037
chr8	86580186	86582686	1.5218780909454843	0.0	-1.3344985366338833	Ntrk3	0.3965298733473223
chr4	128805545	128808045	1.536653606391557	0.0	-1.342926525132774	Npl	0.3942201637150297
chr17	22422222	22424722	1.5514291218376297	0.0	-1.3513055645154524	Npdc1	0.3919372054826138
chr3	123235649	123238149	1.5662046372837024	0.0	-1.359636220085744	Nisch	0.3896805365679989
chr6	90484427	90486927	1.5957556681758476	0.0	-1.3761545925434064	Nfkbie	0.3852442709689792
chr15	84667620	84670120	1.669633245406211	0.0	-1.416641557876512	Ndp	0.374583288442619
chrX	151342175	151344675	1.669633245406211	0.0	-1.416641557876512	Ndrg4	0.374583288442619
chrX	48208378	48210878	1.7287353071905016	0.0	-1.4482324570803018	Natd1	0.3664701363173246
chr14	54577058	54579558	1.7435108226365743	0.0	-1.456023266980856	Nanos1	0.3644964662610582
chr7	80404936	80407436	1.7435108226365743	0.0	-1.456023266980856	Naaladl2	0.3644964662610582
chr12	79007127	79009627	1.7730618535287197	0.0	-1.4714797962489854	Myo19	0.3606122231739983
chr5	138996870	138999370	1.7730618535287197	0.0	-1.4714797962489854	Mxra8	0.3606122231739983
chr7	16127826	16130326	1.8026128844208649	0.0	-1.48677248347292	Mx1	0.3568098917830534
chr11	4159793	4162293	1.8321639153130105	0.0	-1.5019047657619344	Mob3c	0.3530869080681299
chr6	121243906	121246406	1.8321639153130105	0.0	-1.5019047657619344	Mpp2	0.3530869080681299
chr1	133920914	133923414	1.8321639153130105	0.0	-1.5019047657619344	Mtmr9	0.3530869080681299
chr10	70655465	70657965	1.8764904616512283	0.0	-1.524309686300272	Micall1	0.3476458598878709
chr4	46649709	46652209	1.891265977097301	0.0	-1.531701333197084	Me3	0.3458692517123431
chr5	120503125	120505625	2.0537966470041003	0.0	-1.610603995950575	Mctp1	0.3274612279704481
chr11	99039244	99041744	2.068572162450173	0.0	-1.617567511187613	Maneal	0.3258844658231947
chr1	75544266	75546766	2.0981231933423183	0.0	-1.631394512394222	Mamdc2	0.3227760607289408
chr7	143756485	143758985	2.0981231933423183	0.0	-1.631394512394222	Mamld1	0.3227760607289408
chr14	55488651	55491151	2.112898708788391	0.0	-1.6382586334385856	Mafb	0.3212439894612639
chr2	92024002	92026502	2.1720007705726814	0.0	-1.6653931215151736	Lurap1	0.3152584353942188
chr10	110455704	110458204	2.2163273169108995	0.0	-1.685414233150903	Lrrk2	0.3109136295743815
chr7	101315086	101317586	2.231102832356972	0.0	-1.69202666622403	Lrp2	0.3094918521273234
chr4	116150838	116153338	2.231102832356972	0.0	-1.69202666622403	Lrp4	0.3094918521273234
chr4	124861671	124864171	2.245878347803045	0.0	-1.698608930166189	Lhfpl2	0.3080830187849906
chr7	78737512	78740012	2.290204894141263	0.0	-1.71817742911469	Layn	0.3039324395209126
chr5	96371955	96374455	2.304980409587336	0.0	-1.7246417201217827	Lasp1	0.3025736543245838
chr10	86498396	86500896	2.3493069559255537	0.0	-1.7438626016338086	Kmt2e	0.2985692303390742
chr15	79658456	79660956	2.393633502263772	0.0	-1.762830768470269	Kmt2d	0.2946694153428575
chr14	24013991	24016491	2.408409017709844	0.0	-1.769098473009231	Klrg2	0.2933920180365892
chr2	152103516	152106016	2.4231845331559168	0.0	-1.7753390656148007	Klc2	0.2921256480082526
chr2	25397351	25399851	2.437960048601989	0.0	-1.7815527798309012	Kirrel3	0.2908701630801788
chr5	113015291	113017791	2.49706211038628	0.0	-1.8061434195845367	Kif19a	0.2859543149176557
chr3	84039675	84042175	2.6004907185087887	0.0	-1.8481935479195108	Kcnma1	0.2777399188558855
chr16	5145109	5147609	2.6152662339548614	0.0	-1.8541018934456563	Kcng3	0.2766048017730816
chr8	105878881	105881381	2.689143811185225	0.0	-1.88328602965072	Kcng1	0.2710656052409966
chr3	54915387	54917887	2.748245872969516	0.0	-1.9062155922925408	Kank4	0.2667914629644503
chr11	78463697	78466197	2.807347934753806	0.0	-1.9287864167105704	Irf7	0.2626500170556812
chr17	32534558	32537058	2.851674481092024	0.0	-1.9454857809699173	Insm1	0.2596273399813581
chr2	165234353	165236853	2.8664499965380967	0.0	-1.951009555291896	Inhbb	0.2586351823754012
chr12	111907610	111910110	2.955103089214533	0.0	-1.9837152988346776	Il6ra	0.2528379102752024
chr18	24706623	24709123	3.0142051509988232	0.0	-2.0051143493277195	Il1r1	0.2491153198164717
chr2	27027498	27029998	3.073307212783114	0.0	-2.0262006279049043	Igfbp4	0.2455007559610863
chr2	129590835	129593335	3.1028582436752594	0.0	-2.036629309073326	Igfbp2	0.2437325251345315
chr2	181362928	181365428	3.1028582436752594	0.0	-2.036629309073326	Igfbp3	0.2437325251345315
chr9	59537540	59540040	3.117633759121332	0.0	-2.0418155158864604	Ifit1bl2	0.2428579272706836
chr2	180587245	180589745	3.117633759121332	0.0	-2.0418155158864604	Hunk	0.2428579272706836
chr2	146219921	146222421	3.16196030545955	0.0	-2.0572632054889737	Hsdl2	0.2402713929511116
chr6	37299684	37302184	3.191511336351695	0.0	-2.067470531351521	Hexa	0.2385774294172381
chr16	97462407	97464907	3.250613398135986	0.0	-2.0876710489193546	Gucy1a2	0.2352601627893349
chr10	60752294	60754794	3.280164429028132	0.0	-2.0976662210158623	Grk3	0.2336358839903408
chr17	45553703	45556203	3.4426950989349305	0.0	-2.151435132941751	Gfra2	0.2250885954878458
chr1	132314126	132316626	3.516572676165294	0.0	-2.175228423374622	Gbx2	0.2214068214328015
chr1	72822503	72825003	3.708654376964239	0.0	-2.2353148303164923	Gbp6	0.2123748994813077
chr5	121218219	121220719	3.812082985086747	0.0	-2.26666152221906	Gabrb3	0.2078102150563749
chr7	110625661	110628161	3.812082985086747	0.0	-2.26666152221906	Gab2	0.2078102150563749
chr5	139905943	139908443	3.871185046871038	0.0	-2.284272789405491	Fzd8	0.2052888548428972
chr10	117627500	117630000	3.915511593209256	0.0	-2.297341576194806	Furin	0.2034376241491308
chr2	118777719	118780219	4.018940201331764	0.0	-2.327382757064535	Fndc5	0.1992452509664594
chr13	55513176	55515676	4.181470871238564	0.0	-2.373361695869935	Fhod3	0.1929953916272741
chrX	133688487	133690987	4.609960819174671	0.0	-2.4879906948661907	Fam227a	0.1782543643766693
chr5	30812641	30815141	5.200981437017577	0.0	-2.632496570703228	Dyrk3	0.1612647949613859
chr8	128356604	128359104	5.393063137816522	0.0	-2.6765073419514227	Dusp14	0.1564195407495285
chr19	60753987	60756487	5.540818292277248	0.0	-2.7094711360843515	Dnhd1	0.1528860694969467
