chr	start	end	bg_mean	bm_mean	log2_fold_change	gene	fold_change
chr10	77166048	77168548	0.8483866870029894	58.01607754000617	4.996769527533836	Aass	31.92842599169333
chr2	146219921	146222421	0.7271885888597052	24.374539959760984	3.876884144422774	Abcc12	14.691238770002139
chr11	118401592	118404092	0.4578594818746291	17.677382015545504	3.679368673520558	Adamts7	12.811510469807882
chrX	151342175	151344675	1.265846802829857	26.71075784727801	3.6123239400082015	Adcy8	12.229757904492724
chr11	102088015	102090515	1.3601119902746337	26.243514269774604	3.5289855913981105	Adcyap1r1	11.54331420798571
chr1	44549511	44552011	0.7137221335104513	18.06675166346501	3.475853965685798	Adgrg6	11.125929513676747
chr1	132314126	132316626	1.548642365164187	27.255875354365315	3.470750035506716	Adm	11.086638023669927
chr2	71979240	71981740	0.942651874447766	19.312734536807422	3.3862851743944704	Ajuba	10.456188678983816
chr9	88546020	88548520	0.7541214995582127	16.509273071786993	3.319298604095444	Aldh1l1	9.981790358419769
chr10	58811359	58813859	2.0603676684358314	29.436345382714546	3.314018247032916	Ampd2	9.945323137683879
chr7	142095343	142097843	2.0469012130865774	26.555009988110207	3.176900019414036	Ankib1	9.043617781160808
chr14	77034772	77037272	1.144648704686573	18.222499522632813	3.163982686029416	Arhgap20	8.963006146706935
chr16	5145109	5147609	2.154632855880608	26.63288391769411	3.130842121883341	Arhgap6	8.759461141788067
chr15	79106898	79109398	2.343163230770161	28.034614650204325	3.1184881848711217	Arhgef18	8.684773265921464
chr7	105648827	105651327	1.3870449009731414	19.62423025514303	3.111042666306496	Astn1	8.64006799651528
chr9	108824320	108826820	1.3601119902746337	19.234860607223524	3.099915686671109	Auts2	8.57368662614561
chr10	56375330	56377830	0.3635942944298526	10.201484775491018	3.038203603420938	Bag3	8.214675597608448
chr5	23432441	23434941	6.369633380197047	59.49568220210029	3.0371674196959244	Bahcc1	8.20877770726809
chr16	35768856	35771356	1.3735784456238875	18.37824738180061	3.029302459584137	Cacna1b	8.164148700257977
chr8	54075606	54078106	1.5621088205134406	19.546356325559127	3.003478912485493	Carmil3	8.019314465121619
chr2	29252505	29255005	2.1950322219283693	23.67367459350588	2.9490702029364155	Cast	7.72251197473496
chr3	154661859	154664359	2.0199683023880697	21.80470028349225	2.916725897134379	Ccdc122	7.551304517156424
chr9	4795734	4798234	2.154632855880608	22.583439579331262	2.902230131131612	Ccdc157	7.4758111820743105
chr3	93553080	93555580	1.2523803474806032	15.49691198719628	2.872673622184635	Cd180	7.32421236300027
chr17	46545888	46548388	0.8214537763044817	12.304080874256345	2.868706554911275	Cd93	7.304100190370344
chr15	79658456	79660956	2.814489167994044	26.399262128942407	2.84457527041525	Cdh22	7.182944012225645
chr2	180587245	180589745	2.531693605659714	24.29666603017708	2.840515166103334	Cdon	7.1627578308712625
chr5	132542844	132545344	2.9760866321850896	27.333749283949217	2.8331004237832103	Celsr3	7.126039220221463
chr7	140955487	140957987	2.1680993112298617	21.33745670598885	2.8177754672926354	Cemip	7.050743840892225
chr5	22344202	22346702	1.333179079576126	15.341164128028478	2.8081418147560937	Cep170b	7.003819068614835
chr5	96371955	96374455	1.7775721061015015	18.06675166346501	2.77916280787332	Col18a1	6.864538861684639
chr18	23413135	23415635	1.211980981432842	14.017307325102164	2.7632152674562684	Col27a1	6.789076149910876
chr9	37255238	37257738	1.7506391954029938	17.3658862972099	2.7391897018716995	Col28a1	6.676952152759216
chr6	37299684	37302184	0.4309265711761215	8.488258324645198	2.729193647592592	Col4a6	6.630849210415119
chr9	58249286	58251786	0.5655911246686596	9.344871550068108	2.724136344111531	Col5a1	6.60764575569339
chr11	97797000	97799500	1.91223665959404	18.06675166346501	2.710859573239051	Cpm	6.547116148906277
chr7	45015863	45018363	10.247972520782142	71.02102378051762	2.6787531326478966	Cpxm1	6.4030227356484986
chr9	51076594	51079094	2.962620176835836	23.517926734338072	2.629310393607629	Creb3l1	6.187301744856028
chr13	102691558	102694058	1.0638499725910502	11.758963367169036	2.628101112736346	Cryba1	6.182117661949458
chr14	31216446	31218946	0.9695847851462736	11.058098000913928	2.614038932477306	Ctsd	6.1221522890767135
chr8	90347843	90350343	1.73717274005374	15.49691198719628	2.591437605885071	Cul9	6.0269897276824365
chr9	86880154	86882654	1.5755752758626944	13.939433395518265	2.536158821227672	Cyp4f14	5.800425844868491
chr7	141265981	141268481	1.1042493386388117	11.058098000913928	2.518624790873879	Cyp4f16	5.730356084471445
chr1	75544266	75546766	1.5755752758626944	13.627937677182658	2.5057597739831525	Dcc	5.6794836533298385
chr11	77724783	77727283	0.7945208656059741	9.189123690900306	2.505359375618348	Dctn1	5.677907616560169
chr3	89912696	89915196	1.4678436330686642	12.693450522175848	2.472163136812859	Dcxr	5.5487512817611515
chr10	14545159	14547659	1.939169570292547	15.263290198444578	2.4681386558166336	Ddit4l	5.533294289252535
chr11	64433332	64435832	3.3800802926627034	23.128557086418567	2.4617124217341098	Dgki	5.508702004124799
chr9	35419128	35421628	4.107268881522408	26.86650570644581	2.4479081889479035	Diaph2	5.456244100886105
chr9	37432746	37435246	1.5621088205134406	12.381954803840244	2.384885219085612	Disp2	5.223023587717299
chrX	129747742	129750242	1.198514526083588	10.43510656424272	2.3788688404407687	Dlgap3	5.201287700660821
chr10	34207215	34209715	0.5251917586208982	6.775031873799379	2.34985794900418	Dmd	5.097740549575014
chr15	32242810	32245310	3.218482828471658	20.480843480565937	2.348254510177367	Dner	5.092077970683213
chr8	122550829	122553329	2.275830954023892	15.49691198719628	2.3322631803402345	Dnhd1	5.035947281385862
chr1	21961442	21963942	1.5217094544656793	11.681089437585136	2.330204726956957	Dse	5.028767059237645
chr9	14381007	14383507	4.282332801062708	25.3090271147678	2.316310796747828	Dtna	4.980569779600958
chr1	153549545	153552045	1.333179079576126	10.590854423410525	2.3126179704483145	Dusp14	4.967837456144284
chr14	54912632	54915132	1.5082429991164257	11.447467648833433	2.3111032371949305	Dusp8	4.962624296457034
chr2	118777719	118780219	3.4339461140597187	20.40296955098204	2.271147834676933	Dyrk3	4.827070289175322
chr3	123235649	123238149	1.4813100884179178	10.824476212162226	2.252602333354772	Edc4	4.765416570607468
chr15	64921796	64924296	1.0638499725910502	8.799754042980803	2.2474074397429225	Elfn1	4.748287992405645
chr16	97462407	97464907	1.8314379274985169	12.381954803840244	2.240682069154361	Endod1	4.726204545710371
chr3	100488824	100491324	4.255399890364201	23.751548523089777	2.2356463368165604	Erbb2	4.709736469050025
chrX	133688487	133690987	3.407013203361211	19.234860607223524	2.1989697866523046	Erich3	4.591513497574836
chr11	120726781	120729281	3.353147381964196	18.84549095930402	2.188680483188364	Exoc6b	4.5588833131465165
chr3	90389438	90391938	1.9526360256418007	11.836837296752938	2.1202143690605504	Fam120c	4.34758540682733
chr11	60914250	60916750	0.7675879549074666	6.619284014631577	2.107873428692024	Fam227a	4.3105543876771035
chr11	99039244	99041744	2.8279556233432976	15.49691198719628	2.10754998533593	Fgl2	4.309588096214147
chr7	78737512	78740012	1.023450606543289	7.631645099222289	2.092817915333437	Fhod3	4.265804695854644
chr17	36120965	36123465	2.033434757737324	11.914711226336838	2.0899911973375414	Fndc10	4.2574547527008875
chr14	55488651	55491151	1.7910385614507554	10.824476212162226	2.082902315870218	Fndc5	4.23658647196045
chrX	48208378	48210878	2.329696775420908	13.004946240511453	2.072473738604215	Fras1	4.206072560088023
chr15	91671175	91673675	3.205016373122404	0.0	-2.072111417930244	Furin	0.2378112024466285
chr3	54753582	54756082	1.6833069186567249	10.201484775491018	2.0616059909027644	Fzd8	4.17450746972267
