chr1	7088585	7089130	418
chr1	34439369	34439914	432
chr1	46853478	46853917	458
chr1	75317448	75318016	1546
chr1	131527162	131527913	3519
chr1	153332796	153333543	980
chr1	156036004	156036660	415
chr1	170644378	170644736	498
chr1	176814048	176815021	991
chr1	178187364	178187681	580
chr1	191397055	191397723	940
chr1	191575518	191576101	678
chr10	5823925	5824629	1325
chr10	8886054	8886440	845
chr10	20312058	20312515	531
chr10	30618171	30618677	160
chr10	58322843	58323556	1393
chr10	80433788	80434127	512
chr10	80701999	80702510	1360
chr10	81320376	81321105	295
chr10	86705470	86706128	1084
chr10	119239896	119240536	1023
chr11	6444366	6444766	488
chr11	20332728	20333296	1662
chr11	20542727	20543337	1901
chr11	23255267	23255962	1310
chr11	49846359	49846940	455
chr11	61175050	61175521	1582
chr11	78697425	78698017	1007
chr11	86484188	86484713	762
chr11	87591772	87592192	1166
chr11	96977640	96978067	903
chr11	97187931	97188392	556
chr11	100397713	100398124	367
chr11	106083992	106084616	1125
chr11	109425602	109426119	441
chr11	121236759	121237327	1206
chr12	8921587	8922124	565
chr12	31950241	31951103	962
chr12	51692007	51692370	603
chr12	55836176	55836602	51
chr12	84451018	84451466	1057
chr12	85454993	85455720	493
chr12	100724933	100725551	980
chr12	108179325	108179806	664
chr12	111813871	111814276	183
chr13	14063156	14063828	865
chr13	22035201	22036098	448
chr13	24800491	24801134	770
chr13	41249659	41250068	430
chr13	81783156	81783801	996
chr13	92354588	92355401	376
chr13	101768173	101768653	692
chr13	107890033	107890684	739
chr13	111725058	111725834	1071
chr13	119690036	119690811	859
chr14	18238599	18239439	971
chr14	21500247	21500881	2104
chr14	21830775	21831329	580
chr14	52103968	52104477	642
chr14	56811469	56811879	420
chr14	61172592	61173086	880
chr14	61556399	61557042	681
chr14	62837249	62837787	926
chr14	67715510	67716188	1307
chr14	120477364	120477876	1117
chr15	36609275	36609616	68
chr15	37960645	37961346	1087
chr15	73645756	73646038	168
chr15	76659838	76660285	1104
chr15	80710719	80711256	1837
chr15	81190700	81191084	340
chr15	81810979	81811497	936
chr15	82346009	82346382	414
chr15	85634424	85635283	793
chr15	85735293	85735707	244
chr15	93275196	93275714	670
chr15	100615167	100615568	761
chr15	102405568	102406304	3101
chr15	102517933	102519042	588
chr15	102625078	102626132	507
chr15	103239463	103240315	1397
chr16	4594337	4594649	202
chr16	38088692	38089443	1694
chr16	42875123	42876057	4256
chr16	52031152	52031815	1091
chr16	55934473	55934900	455
chr17	3557463	3557960	497
chr17	25015777	25016328	680
chr17	25919754	25920502	1900
chr17	26508495	26509027	512
chr17	31564198	31564779	499
chr17	33760253	33760643	724
chr17	34603602	34604278	1034
chr17	46383445	46383792	626
chr17	48409478	48410217	823
chr17	56078983	56079601	1401
chr17	56256348	56256776	343
chr17	56831076	56831339	737
chr17	57031536	57032234	1687
chr17	57247365	57248052	1221
chr17	63863734	63864057	315
chr17	74527811	74528475	882
chr18	21300053	21300621	694
chr18	25168198	25168980	299
chr18	36559787	36560608	651
chr18	38250225	38250544	545
chr18	38992860	38993242	729
chr18	46525803	46526293	1296
chr18	73572270	73572812	696
chr19	3575738	3576199	369
chr19	6979854	6980469	1170
chr19	8741318	8741756	228
chr19	11965272	11965811	579
chr19	14598046	14598602	1194
chr19	28011278	28012164	908
chr19	36736632	36736993	137
chr19	43674841	43675396	1251
chr2	3283758	3284216	683
chr2	25224639	25225296	764
chr2	26445228	26445923	598
chr2	30807559	30808364	661
chr2	37358575	37359277	895
chr2	119547246	119547777	456
chr2	136891198	136891646	910
chr2	154790670	154791288	616
chr2	161109047	161109388	583
chr2	165503245	165503934	292
chr3	31094631	31094999	178
chr3	32708354	32708876	681
chr3	65528029	65528383	27
chr3	75956672	75957439	640
chr3	88296644	88297368	748
chr3	100921984	100922581	1498
chr3	107333006	107333953	1435
chr3	121291643	121292079	648
chr3	131564528	131565129	317
chr4	16163526	16164106	1576
chr4	40142902	40143827	502
chr4	45530758	45531129	265
chr4	101647125	101647728	722
chr4	107066642	107067065	94
chr4	116807337	116807761	759
chr4	132422168	132422646	444
chr4	141060487	141060938	489
chr4	141793484	141793854	159
chr4	156197635	156197905	496
chr5	32135562	32135954	671
chr5	45450125	45450549	1086
chr5	129941524	129941987	731
chr5	135149089	135149669	1101
chr5	135186816	135187165	490
chr5	135545171	135545686	2729
chr5	135962519	135962917	578
chr5	139149415	139150229	860
chr6	24956229	24957127	615
chr6	34910625	34911007	329
chr6	47813280	47813798	552
chr6	48593407	48593886	544
chr6	51469954	51470363	524
chr6	52012191	52012948	232
chr6	53287308	53287808	415
chr6	71144036	71144406	320
chr6	71440475	71440942	929
chr6	71633004	71633494	406
chr6	89644388	89644678	71
chr6	113076456	113076989	602
chr6	113306428	113307151	1406
chr6	122810900	122811451	730
chr7	16874889	16875281	452
chr7	16923959	16924588	897
chr7	19228069	19228806	667
chr7	19715420	19716117	1582
chr7	19749568	19749944	105
chr7	24884088	24884668	1094
chr7	25267469	25268373	1596
chr7	27178370	27179157	621
chr7	44670864	44671271	1131
chr7	44929472	44930043	1193
chr7	65644556	65645055	489
chr7	66689377	66690146	1541
chr7	80803260	80803524	212
chr7	100371888	100372391	1303
chr7	100706253	100706693	775
chr7	102210096	102210611	595
chr7	110061370	110061902	287
chr7	127027138	127027484	311
chr8	13785623	13786100	314
chr8	69716801	69717439	596
chr8	69749707	69750231	320
chr8	69832332	69832711	125
chr8	70212301	70212925	853
chr8	70539193	70539501	632
chr8	72160878	72161540	874
chr8	84066390	84066843	742
chr8	91133989	91134416	580
chr8	113634988	113635687	1944
chr8	114439356	114440074	388
chr8	120589096	120589529	927
chr8	121950118	121950513	721
chr9	13827070	13827731	1572
chr9	21291059	21291596	665
chr9	21546249	21546793	921
chr9	25252154	25252531	355
chr9	40800742	40801397	1044
chr9	51278762	51279078	177
chr9	80164628	80165127	785
chr9	104002138	104002788	271
chr9	109931434	109931893	651
chr9	115310278	115310731	563
chrX	7898938	7899330	414
chrX	8096459	8096933	245
chrX	136741321	136741708	551
