chr	start	end	gene	raw_count	count
chr1	21961442	21963942	Kcnq5	620	2.4965142017794073
chr1	36943166	36945666	Tmem131	708	2.8508581529997103
chr1	40223080	40225580	Il1r1	253	1.018738859758371
chr1	44549511	44552011	Gulp1	466	1.876412287143877
chr1	72822503	72825003	Igfbp2	1050	4.227967599787706
chr1	72874384	72876884	Igfbp5	1072	4.316553587592781
chr1	75544266	75546766	Slc4a3	633	2.5488604673005884
chr1	84363680	84366180	Pid1	746	3.003870313753932
chr1	84695721	84698221	Dner	621	2.500540837588729
chr1	89930679	89933179	Gbx2	830	3.342107721736949
chr1	106859173	106861673	Serpinb5	196	0.7892206186270385
chr1	119421748	119424248	Inhbb	1010	4.066902167414841
chr1	125912601	125915101	Lypd1	296	1.1918841995592009
chr1	131137840	131140340	Dyrk3	753	3.0320567644191834
chr1	132314126	132316626	Nuak2	1080	4.348766674067355
chr1	133920914	133923414	Prelp	1138	4.582311551008009
chr1	153549545	153552045	Npl	733	2.951524048232751
chr1	158360273	158362773	Astn1	244	0.9824991374744765
chr1	163313210	163315710	Prrx1	553	2.2267296025548586
chr1	194616218	194618718	Plxna2	286	1.1516178414659848
chr10	10557765	10560265	Rab32	710	2.858911424618354
chr10	14545159	14547659	Adgrg6	580	2.3354487694065424
chr10	28072820	28075320	Ptprk	159	0.6402350936821384
chr10	34207215	34209715	Dse	277	1.1153781191820902
chr10	56375330	56377830	Gja1	484	1.9488917317116665
chr10	58811359	58813859	Sh3rf3	667	2.6857660848175238
chr10	60752294	60754794	Slc29a3	1071	4.31252695178346
chr10	70655465	70657965	Phyhipl	84	0.3382374079830165
chr10	77166048	77168548	Col18a1	880	3.54343951220303
chr10	86498396	86500896	Syn3	973	3.917916642469941
chr10	110455704	110458204	Nav3	141	0.5677556491143491
chr10	117627500	117630000	Cpm	1291	5.1983868298342175
chr11	4159793	4162293	Ccdc157	789	3.1770156535547622
chr11	7213423	7215923	Igfbp3	1182	4.759483526618161
chr11	32221800	32224300	Rhbdf1	2006	8.077431433499179
chr11	60914250	60916750	Natd1	929	3.7407446668597895
chr11	64433332	64435832	Hs3st3a1	993	3.9984493586563734
chr11	77724783	77727283	Cryba1	838	3.3743208082115217
chr11	78463697	78466197	Slc46a1	1202	4.840016242804593
chr11	84068761	84071261	Dusp14	676	2.7220058071014184
chr11	84878148	84880648	Myo19	1221	4.916522323181704
chr11	97797000	97799500	Lasp1	883	3.5555194196309947
chr11	98410470	98412970	Erbb2	619	2.4924875659700856
chr11	99039244	99041744	Igfbp4	1076	4.332660130830068
chr11	102088015	102090515	Mpp2	667	2.6857660848175238
chr11	114763388	114765888	Kif19a	670	2.6978459922454885
chr11	118401592	118404092	Lgals3bp	1104	4.445405933491074
chr11	120230947	120233447	Bahcc1	1375	5.536624237817234
chr11	120726781	120729281	Dcxr	1584	6.378191121965454
chr12	79007127	79009627	Tmem229b	560	2.25491605322011
chr12	79295804	79298304	Zfyve26	617	2.4844342943514426
chr12	111907610	111910110	Ppp1r13b	1084	4.364873217304641
chr12	112718455	112720955	Cep170b	576	2.319342226169256
chr13	12106445	12108945	Ryr2	439	1.7676931202921933
chr13	55513176	55515676	Pdlim7	831	3.34613435754627
chr13	74007407	74009907	Tppp	1064	4.2843405011182085
chr13	74808310	74810810	Cast	141	0.5677556491143491
chr13	76382535	76385035	Mctp1	652	2.6253665476776993
chr13	94055796	94058296	Lhfpl2	509	2.049557626944707
chr13	102691558	102694058	Cd180	389	1.566361329826112
chr14	24013991	24016491	Kcnma1	679	2.734085714529383
chr14	31216446	31218946	Nisch	1300	5.234626552118113
chr14	54577058	54579558	Ajuba	876	3.5273329689657436
chr14	54912632	54915132	Slc22a17	739	2.9756838630886806
chr14	55488651	55491151	Carmil3	754	3.036083400228505
chr14	63543482	63545982	Mtmr9	465	1.8723856513345556
chr14	70888120	70890620	Gfra2	1383	5.568837324291807
chr14	77034772	77037272	Ccdc122	903	3.6360521358174274
chr15	32242810	32245310	Sema5a	1942	7.8197267417025955
chr15	39196261	39198761	Rims2	527	2.122037071512496
chr15	64921796	64924296	Adcy8	371	1.4938818852583229
chr15	72809824	72812324	Peg13	344	1.3851627184066388
chr15	79106898	79109398	Micall1	929	3.7407446668597895
chr15	79658456	79660956	Fam227a	1482	5.967474269414648
chr15	84667620	84670120	Prr5	2408	9.696139028846472
chr15	91671175	91673675	Lrrk2	801	3.2253352832666216
chr15	98870704	98873204	Kmt2d	949	3.821277383046222
chr15	103501034	103503534	Pde1b	1035	4.167568062647882
chr15	103537503	103540003	Ppp1r1a	1060	4.2682339578809225
chr16	4637941	4640441	Vasn	1110	4.469565748347003
chr16	5145109	5147609	Sec14l5	979	3.9420764573258706
chr16	35768856	35771356	Slc49a4	705	2.8387782455717456
chr16	35936470	35938970	Parp9	515	2.0737174418006368
chr16	74411325	74413825	Robo2	1523	6.132566337596835
chr16	90384013	90386513	Hunk	798	3.213255375838657
chr16	97462407	97464907	Mx1	596	2.399874942355688
chr17	22422222	22424722	Zfp946	180	0.7247944456778924
chr17	26939253	26941753	Syngap1	1657	6.672135536045932
chr17	32534558	32537058	Cyp4f16	690	2.778378708431921
chr17	32809431	32811931	Zfp811	781	3.144802567080189
chr17	32916842	32919342	Cyp4f14	484	1.9488917317116665
chr17	36120965	36123465	H2-T10	787	3.168962381936119
chr17	43566098	43568598	Pla2g7	560	2.25491605322011
chr17	45553703	45556203	Nfkbie	950	3.825304018855544
chr17	46282526	46285026	Tjap1	880	3.54343951220303
chr17	46545888	46548388	Cul9	984	3.962209636372479
chr17	78906492	78908992	Sult6b1	360	1.4495888913557848
chr17	83631395	83633895	Kcng3	333	1.340869724504101
chr18	9210163	9212663	Fzd8	682	2.7461656219573483
chr18	23413135	23415635	Dtna	595	2.395848306546367
chr18	24706623	24709123	Fhod3	869	3.499146518300492
chr18	72350569	72353069	Dcc	326	1.3126832738388496
chr18	79108891	79111391	Setbp1	636	2.5609403747285535
chr19	4876668	4879168	Zdhhc24	755	3.040110036037827
chr19	5118060	5120560	Klc2	675	2.7179791712920967
chr19	23447942	23450442	Mamdc2	781	3.144802567080189
chr19	31764533	31767033	Prkg1	464	1.8683590155252339
chr19	34640243	34642743	Ifit1bl2	269	1.083165032707517
chr19	60753987	60756487	Nanos1	532	2.1421702505591043
chr2	24762652	24765152	Cacna1b	634	2.55288710310991
chr2	25397351	25399851	Npdc1	896	3.6078656851521758
chr2	27027498	27029998	Slc2a6	811	3.265601641359838
chr2	27884425	27886925	Col5a1	1422	5.72587612085535
chr2	29252505	29255005	Ntng2	1259	5.069534483935926
chr2	69585565	69588065	Lrp2	1063	4.280313865308887
chr2	71979240	71981740	Rapgef4	710	2.858911424618354
chr2	91455511	91458011	Lrp4	1345	5.415825163537585
chr2	92024002	92026502	Creb3l1	597	2.40390157816501
chr2	104711669	104714169	Tcp11l1	744	2.9958170421352888
chr2	113216596	113219096	Ryr3	469	1.888492194571842
chr2	118777719	118780219	Disp2	1617	6.511070103673068
chr2	121270907	121273407	Trp53bp1	800	3.2213086474573
chr2	129590835	129593335	Sirpa	646	2.60120673282177
chr2	130397074	130399574	Cpxm1	1136	4.574258279389366
chr2	146219921	146222421	Insm1	777	3.1286960238429025
chr2	148443063	148445563	Cd93	1024	4.123275068745344
chr2	152103516	152106016	Srxn1	657	2.6454997267243074
chr2	152960485	152962985	Ttll9	518	2.0857973492286015
chr2	160366565	160369065	Mafb	1106	4.453459205109717
chr2	164443387	164445887	Sdc4	624	2.5126207450166937
chr2	165234353	165236853	Cdh22	1335	5.375558805444369
chr2	168281236	168283736	Kcng1	582	2.3435020410251854
chr2	180587245	180589745	Ogfr	1378	5.548704145245199
chr2	181362928	181365428	Zgpat	755	3.040110036037827
chr3	25143761	25146261	Naaladl2	513	2.0656641701819933
chr3	32815546	32818046	Usp13	518	2.0857973492286015
chr3	54753582	54756082	Smad9	694	2.7944852516692076
chr3	54915387	54917887	Sertm1	402	1.6187075953472931
chr3	84039675	84042175	Tmem131l	1167	4.6990839894783365
chr3	89912696	89915196	Il6ra	927	3.7326913952411465
chr3	90389438	90391938	Slc27a3	845	3.402507258876773
chr3	93553080	93555580	S100a10	651	2.6213399118683776
chr3	96179151	96181651	Sv2a	1021	4.111195161317379
chr3	100488824	100491324	Tent5c	1100	4.429299390253787
chr3	105452455	105454955	Kcnd3os	878	3.5353862405843866
chr3	108086151	108088651	Ampd2	904	3.640078771626749
chr3	123235649	123238149	Synpo2	856	3.446800252779311
chr3	124318855	124321355	Tram1l1	248	0.9986056807117629
chr3	137619612	137622112	Ddit4l	305	1.2281239218430955
chr3	154661859	154664359	Erich3	1087	4.376953124732606
chr4	43056953	43059453	Unc13b	586	2.3596085842624723
chr4	46649709	46652209	Tbc1d2	526	2.118010435703175
chr4	59579563	59582063	Hsdl2	1385	5.57689059591045
chr4	63212004	63214504	Col27a1	814	3.2776815487878026
chr4	98817037	98819537	Kank4	1077	4.33668676663939
chr4	108095945	108098445	Podn	279	1.1234313908007334
chr4	115826092	115828592	Mob3c	1073	4.320580223402104
chr4	116150838	116153338	Lurap1	1337	5.383612077063012
chr4	124861671	124864171	Maneal	590	2.3757151274997588
chr4	127167204	127169704	Dlgap3	1120	4.50983210644022
chr4	128805545	128808045	Zfp362	1154	4.6467377239571555
chr4	129134999	129137499	Fndc5	1063	4.280313865308887
chr4	155692342	155694842	Fndc10	583	2.347528676834507
chr4	155837680	155840180	Mxra8	1603	6.454697202342564
chr5	3802425	3804925	Ankib1	691	2.782405344241243
chr5	21370642	21373142	Fgl2	946	3.809197475618257
chr5	22344202	22346702	Reln	288	1.159671113084628
chr5	23432441	23434941	Kmt2e	2334	9.398167978956673
chr5	30812641	30815141	Mapre3	1153	4.642711088147833
chr5	88884486	88886986	Slc4a4	485	1.952918367520988
