chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation
chr3	93553080	93555580	1.2523803474806032	270.50843289546486	135.88040662147273	6.913402729554395	0.9907832160749313
chr2	130397074	130399574	1.7506391954029938	209.02924360104103	105.389941398222	6.254679494478231	0.9833889347296618
chr10	77166048	77168548	0.8483866870029894	81.97225239256511	41.41031953978405	5.488290441811068	0.97951267470448
chr8	105965597	105968097	2.9087543554388207	155.7472795458737	79.32801695065626	5.325587672365149	0.9633325719304426
chr9	4795734	4798234	2.154632855880608	106.56392811033466	54.35928048310763	5.091578426121512	0.9603631093581129
chr10	34207215	34209715	0.5251917586208982	45.08473881591081	22.804965287265855	4.9172265286015415	0.9769702890574378
chr15	98870704	98873204	2.679824614501506	102.4653154907064	52.57257005260396	4.8133663991422395	0.9490261820599586
chr6	148443889	148446389	1.400511356322395	65.57780191405209	33.48915663518724	4.793627574041289	0.958180154502581
chr7	128521616	128524116	2.450894873564192	90.16947763182162	46.31018625269291	4.72350847951016	0.9470765489866352
chr4	155837680	155840180	2.073834123785085	73.7750271533086	37.924430638546845	4.604445310509085	0.9453166708407424
chr2	29252505	29255005	2.1950322219283693	73.7750271533086	37.985029687618486	4.548654143284863	0.9422132287382716
chr10	86498396	86500896	3.299281560567181	98.36670287107816	50.83299221582267	4.530594994310197	0.9350956649067724
chr2	160366565	160369065	6.288834648101524	135.25421644773243	70.77152554791698	4.224468892868798	0.9111389135755796
chr8	54075606	54078106	1.5621088205134406	40.98612619628256	21.274117508398	4.034509027926336	0.9265723327937437
chrX	71048240	71050740	1.3870449009731414	36.8875135766543	19.137279238813722	3.9884248547073615	0.927521311485074
chr3	100488824	100491324	4.255399890364201	77.87363977293685	41.06451983165053	3.9076707700378224	0.896372832123454
chr17	26939253	26941753	10.301838342179156	0.0	5.150919171089578	-3.4984855534954904	1.0
chr7	45015863	45018363	10.247972520782142	0.0	5.123986260391071	-3.4915930698567714	1.0
chr11	120230947	120233447	8.605064968173178	0.0	4.302532484086589	-3.2637953722400233	1.0
chr7	80404936	80407436	0.5386582139701519	12.295837858884768	6.41724803642746	3.111229990960073	0.9160608704989331
chr10	60752294	60754794	6.6389624871821225	0.0	3.3194812435910612	-2.933376706815971	1.0
chr5	23432441	23434941	6.369633380197047	0.0	3.1848166900985233	-2.881592850836275	1.0
chr8	128356604	128359104	5.184585309462713	0.0	2.5922926547313563	-2.628676862454846	1.0
chr19	4876668	4879168	4.053403060125394	20.49306309814128	12.273233079133337	2.088543944845428	0.6697363250587252
chr1	21961442	21963942	1.5217094544656793	0.0	0.7608547272328396		1.0
chr1	36943166	36945666	1.669840463307471	0.0	0.8349202316537355		1.0
chr1	40223080	40225580	0.7810544102567203	0.0	0.39052720512836014		1.0
chr1	44549511	44552011	0.7137221335104513	0.0	0.35686106675522566		1.0
chr1	72822503	72825003	1.198514526083588	0.0	0.599257263041794		1.0
chr1	72874384	72876884	1.9795689363403084	0.0	0.9897844681701542		1.0
chr1	75544266	75546766	1.5755752758626944	0.0	0.7877876379313472		1.0
chr1	84363680	84366180	1.6294410972597098	0.0	0.8147205486298549		1.0
chr1	84695721	84698221	1.9661024809910543	0.0	0.9830512404955272		1.0
chr1	89930679	89933179	2.1680993112298617	0.0	1.0840496556149308		1.0
chr1	106859173	106861673	1.3062461688776186	0.0	0.6531230844388093		1.0
chr1	119421748	119424248	3.6359429442985256	0.0	1.8179714721492628		1.0
chr1	125912601	125915101	1.1715816153850804	0.0	0.5857908076925402		1.0
chr1	131137840	131140340	1.3197126242268722	0.0	0.6598563121134361		1.0
chr1	132314126	132316626	1.548642365164187	0.0	0.7743211825820935		1.0
chr1	133920914	133923414	1.7506391954029938	0.0	0.8753195977014969		1.0
chr1	153549545	153552045	1.333179079576126	0.0	0.666589539788063		1.0
chr1	158360273	158362773	1.4139778116716488	0.0	0.7069889058358244		1.0
chr1	163313210	163315710	0.9022525084000044	0.0	0.4511262542000022		1.0
chr1	194616218	194618718	1.023450606543289	0.0	0.5117253032716444		1.0
chr10	10557765	10560265	1.615974641910456	0.0	0.807987320955228		1.0
chr10	14545159	14547659	1.939169570292547	0.0	0.9695847851462736		1.0
chr10	28072820	28075320	1.4409107223701565	0.0	0.7204553611850782		1.0
chr10	56375330	56377830	0.3635942944298526	0.0	0.1817971472149263		1.0
chr10	58811359	58813859	2.0603676684358314	0.0	1.0301838342179157		1.0
chr10	70655465	70657965	0.8214537763044817	0.0	0.41072688815224084		1.0
chr10	110455704	110458204	1.3870449009731414	0.0	0.6935224504865707		1.0
chr10	117627500	117630000	2.006501847038816	0.0	1.003250923519408		1.0
chr11	4159793	4162293	3.5955435782507643	0.0	1.7977717891253822		1.0
chr11	7213423	7215923	1.7237062847044862	0.0	0.8618531423522431		1.0
chr11	32221800	32224300	1.7506391954029938	0.0	0.8753195977014969		1.0
chr11	60914250	60916750	0.7675879549074666	0.0	0.3837939774537333		1.0
chr11	64433332	64435832	3.3800802926627034	0.0	1.6900401463313517		1.0
chr11	77724783	77727283	0.7945208656059741	0.0	0.39726043280298706		1.0
chr11	78463697	78466197	2.599025882405983	0.0	1.2995129412029915		1.0
chr11	84068761	84071261	0.7271885888597052	0.0	0.3635942944298526		1.0
chr11	84878148	84880648	2.531693605659714	0.0	1.265846802829857		1.0
chr11	97797000	97799500	1.9122366595940397	0.0	0.9561183297970198		1.0
chr11	98410470	98412970	1.5351759098149331	0.0	0.7675879549074666		1.0
chr11	99039244	99041744	2.8279556233432976	0.0	1.4139778116716488		1.0
