chr	start	end	gene	raw_count	count
chr1	21961442	21963942	Kcnq5	115	1.6991842762983562
chr1	36943166	36945666	Tmem131	58	0.8569798958722145
chr1	40223080	40225580	Il1r1	61	0.9013064422104324
chr1	44549511	44552011	Gulp1	93	1.3741229364847578
chr1	72822503	72825003	Igfbp2	251	3.7086543769642386
chr1	72874384	72876884	Igfbp5	159	2.3493069559255537
chr1	75544266	75546766	Slc4a3	142	2.0981231933423183
chr1	84363680	84366180	Pid1	76	1.1229391739015224
chr1	84695721	84698221	Dner	72	1.0638371121172319
chr1	89930679	89933179	Gbx2	62	0.9160819576565051
chr1	106859173	106861673	Serpinb5	101	1.492327060053339
chr1	119421748	119424248	Inhbb	119	1.758286338082647
chr1	125912601	125915101	Lypd1	79	1.1672657202397405
chr1	131137840	131140340	Dyrk3	245	3.6200012842878024
chr1	132314126	132316626	Nuak2	238	3.516572676165294
chr1	133920914	133923414	Prelp	124	1.8321639153130103
chr1	153549545	153552045	Npl	98	1.448000513715121
chr1	158360273	158362773	Astn1	67	0.9899595348868685
chr1	163313210	163315710	Prrx1	54	0.7978778340879238
chr1	194616218	194618718	Plxna2	11	0.1625306699067993
chr10	10557765	10560265	Rab32	122	1.8026128844208649
chr10	14545159	14547659	Adgrg6	84	1.2411432974701038
chr10	28072820	28075320	Ptprk	73	1.0786126275633043
chr10	34207215	34209715	Dse	75	1.1081636584554497
chr10	56375330	56377830	Gja1	90	1.3297963901465397
chr10	58811359	58813859	Sh3rf3	204	3.0142051509988232
chr10	60752294	60754794	Slc29a3	222	3.2801644290281313
chr10	70655465	70657965	Phyhipl	127	1.8764904616512283
chr10	77166048	77168548	Col18a1	94	1.3888984519308303
chr10	86498396	86500896	Syn3	159	2.3493069559255537
chr10	110455704	110458204	Nav3	150	2.2163273169108995
chr10	117627500	117630000	Cpm	265	3.915511593209256
chr11	4159793	4162293	Ccdc157	124	1.8321639153130103
chr11	7213423	7215923	Igfbp3	136	2.009470100665882
chr11	32221800	32224300	Rhbdf1	77	1.1377146893475951
chr11	60914250	60916750	Natd1	80	1.182041235685813
chr11	64433332	64435832	Hs3st3a1	105	1.5514291218376297
chr11	77724783	77727283	Cryba1	71	1.0490615966711592
chr11	78463697	78466197	Slc46a1	190	2.807347934753806
chr11	84068761	84071261	Dusp14	41	0.6057961332889792
chr11	84878148	84880648	Myo19	150	2.2163273169108995
chr11	97797000	97799500	Lasp1	85	1.2559188129161765
chr11	98410470	98412970	Erbb2	57	0.8422043804261419
chr11	99039244	99041744	Igfbp4	140	2.068572162450173
chr11	102088015	102090515	Mpp2	166	2.452735564048062
chr11	114763388	114765888	Kif19a	140	2.068572162450173
chr11	118401592	118404092	Lgals3bp	20	0.29551030892145325
chr11	120230947	120233447	Bahcc1	392	5.792002054860484
chr11	120726781	120729281	Dcxr	108	1.5957556681758476
chr12	79007127	79009627	Tmem229b	120	1.7730618535287197
chr12	79295804	79298304	Zfyve26	293	4.32922602569929
chr12	111907610	111910110	Ppp1r13b	200	2.955103089214533
chr12	112718455	112720955	Cep170b	9	0.13297963901465398
chr13	12106445	12108945	Ryr2	59	0.8717554113182872
chr13	55513176	55515676	Pdlim7	283	4.181470871238564
chr13	74007407	74009907	Tppp	198	2.9255520583223875
chr13	74808310	74810810	Cast	95	1.403673967376903
chr13	76382535	76385035	Mctp1	135	1.9946945852198097
chr13	94055796	94058296	Lhfpl2	318	4.698613911851107
chr13	102691558	102694058	Cd180	84	1.2411432974701038
chr14	24013991	24016491	Kcnma1	163	2.408409017709844
chr14	31216446	31218946	Nisch	71	1.0490615966711592
chr14	54577058	54579558	Ajuba	118	1.7435108226365743
chr14	54912632	54915132	Slc22a17	75	1.1081636584554497
