chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr10	77166048	77168548	1.3888984519308305	58.01607754000617	29.7024879959685	4.626690602634074	0.9532396595154136	Aass	24.70430565698862
chr2	71979240	71981740	0.3250613398135986	19.312734536807422	9.81889793831051	3.938253419252096	0.9668943152423142	Abcc12	15.329656014011317
chr11	118401592	118404092	0.2955103089214532	17.677382015545504	8.986446162233479	3.849699847714101	0.967115998517482	Adamts7	14.41700763546599
chr9	4795734	4798234	0.6648981950732699	22.583439579331262	11.624168887202266	3.824268279316191	0.9428003669315838	Adcy8	14.165094087505686
chr14	77034772	77037272	0.3989389170439619	18.222499522632813	9.310719219838386	3.7803910680462	0.9571527282023562	Adcyap1r1	13.740771157650729
chr15	79106898	79109398	1.2411432974701038	28.034614650204325	14.637878973837214	3.695467084562584	0.9152101681064284	Adgrg6	12.955269162386816
chr9	88546020	88548520	0.4432654633821799	16.509273071786993	8.476269267584586	3.6007106011854635	0.9477051224555432	Adm	12.131706547425711
chr18	23413135	23415635	0.4137144324900346	14.017307325102164	7.215510878796099	3.4090635207785294	0.9426631822140552	Ajuba	10.62258896137288
chr9	108824320	108826820	0.9456329885486504	19.234860607223524	10.090246797886088	3.378531410322964	0.906282471827472	Aldh1l1	10.400142640631191
chrX	151342175	151344675	1.669633245406211	26.71075784727801	14.19019554634211	3.375732703895101	0.8823389543890675	Ampd2	10.379986799670503
chr5	23432441	23434941	4.875920097203979	59.49568220210029	32.185801149652136	3.3639454927713195	0.8485071080091265	Ankib1	10.295524990356284
chr5	22344202	22346702	0.5910206178429065	15.341164128028478	7.966092372935692	3.360486326669735	0.9258079632806088	Arhgap20	10.270868865410243
chr7	142095343	142097843	1.6991842762983562	26.555009988110207	14.127097132204282	3.3517192704499283	0.8797216257241639	Arhgap6	10.20864348909848
chr5	132542844	132545344	1.8026128844208649	27.333749283949217	14.56818108418504	3.3376771314313665	0.8762636959271635	Arhgef18	10.109762015814086
chr11	64433332	64435832	1.5514291218376297	23.128557086418567	12.339993104128098	3.2413641737950067	0.8742763380217263	Astn1	9.456879236778612
chr9	37255238	37257738	0.9899595348868684	17.3658862972099	9.177922916048384	3.206217519539884	0.8921368653951278	Auts2	9.229276261767815
chr7	140955487	140957987	1.536653606391557	21.33745670598885	11.437055156190205	3.138466502821434	0.8656425464941596	Bag3	8.805875839612312
chr11	97797000	97799500	1.2559188129161765	18.06675166346501	9.661335238190592	3.079272024235616	0.8700056687866896	Bahcc1	8.451878478205446
chr8	54075606	54078106	1.4775515446072665	19.546356325559127	10.511953935083197	3.0518955925918965	0.8594408276775262	Cacna1b	8.293008623889627
chr7	105648827	105651327	1.492327060053339	19.62423025514303	10.558278657598184	3.048774969464324	0.8586581100528734	Carmil3	8.27508980892004
chr15	79658456	79660956	2.393633502263772	26.399262128942407	14.39644781560309	3.013234367878463	0.8337344369303714	Cast	8.07372455236116
chr1	44549511	44552011	1.3741229364847578	18.06675166346501	9.720437299974884	3.0055925301717816	0.8586356874614778	Ccdc122	8.03107175725962
chr11	102088015	102090515	2.452735564048062	26.243514269774604	14.348124916911331	2.980101064102241	0.829055324075332	Ccdc157	7.890414358241128
chr11	120726781	120729281	1.5957556681758476	18.84549095930402	10.220623313739932	2.934584756079621	0.8438690460267116	Cd180	7.645361696638545
chr16	5145109	5147609	2.6152662339548614	26.63288391769411	14.624075075824486	2.9342123389318124	0.821167067291781	Cd93	7.6433883784723555
chr10	58811359	58813859	3.0142051509988232	29.436345382714546	16.225275266856684	2.922608884467899	0.8142277957431064	Cdh22	7.5821599140595275
chr7	84086002	84088502	6.560328858056263	0.0	3.2801644290281318	-2.918448989944784	1.0	Cdon	0.13226937859117105
chr7	16127826	16130326	1.8026128844208649	19.390608466391324	10.596610675406094	2.863060438183749	0.8298877877428689	Celsr3	7.275570800283702
chr10	14545159	14547659	1.2411432974701038	15.263290198444578	8.252216747957341	2.859312354070981	0.8495988004947492	Cemip	7.256693588849611
chr3	154661859	154664359	2.1720007705726814	21.80470028349225	11.988350527032464	2.8458661827101124	0.8188240520933177	Cep170b	7.189374131007865
chr15	64921796	64924296	0.3841634015978892	8.799754042980803	4.5919587222893465	2.8237312761781346	0.9163399706244826	Col18a1	7.079911253012389
