chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr9	108824320	108826820	0.9456329885486504	105.53057826101126	53.23810562477996	5.774884191864807	0.9822376664712033	Aass	54.75368627486011
chr15	64921796	64924296	0.3841634015978892	54.31720939904992	27.350686400323905	5.320642208884882	0.9859541586644298	Abcc12	39.96436355360306
chr18	23413135	23415635	0.4137144324900346	51.21336886196135	25.81354164722569	5.206856612749844	0.9839729689887594	Adamts7	36.93346241786309
chr7	140955487	140957987	1.536653606391557	80.69985396430273	41.11825378534714	5.009335069359763	0.9626284322672488	Adcy8	32.20772980530145
chr9	88546020	88548520	0.4432654633821799	38.79800671360708	19.62063608849463	4.785287587268562	0.9774082011723304	Adcyap1r1	27.574973366537545
chr7	105648827	105651327	1.492327060053339	65.1806512788599	33.33648916945662	4.730844183053277	0.9552344263828288	Adgrg6	26.553758669796547
chr15	79106898	79109398	1.2411432974701038	57.42104993613848	29.33109661680429	4.704181484305469	0.9576850700918208	Adm	26.067520984529022
chr2	113216596	113219096	1.1672657202397403	52.76528913050563	26.966277425372684	4.63272711666044	0.956713872596243	Ajuba	24.80788978868645
chr2	91455511	91458011	2.304980409587336	72.94025262158131	37.62261651558432	4.483646347358628	0.938734181110648	Aldh1l1	22.37237243739474
chr7	142095343	142097843	1.6991842762983562	55.869129667594194	28.784156971946278	4.397050345603261	0.9409680721949084	Ampd2	21.069005983387008
chr11	114763388	114765888	2.068572162450173	63.62873101031561	32.84865158638289	4.396536248174984	0.9370271818613194	Ankib1	21.06149948212764
chr6	85069013	85071513	1.8764904616512283	57.42104993613848	29.64877019889485	4.3441066949303	0.9367093323243076	Arhgap20	20.309836140601107
chr7	99827917	99830417	1.6105311836219205	48.109528324872784	24.860029754247357	4.233587668806359	0.9352160395806944	Arhgap6	18.812082626317036
chr11	120726781	120729281	1.5957556681758476	46.5576080563285	24.076681862252173	4.195449657880577	0.9337219440242844	Arhgef18	18.32129604468873
chr13	74007407	74009907	2.9255520583223875	66.73257154740418	34.82906180286328	4.10888230792052	0.9160025591593204	Astn1	17.254279281256093
