chr	start	end	bg_mean	bm_mean	mean_intensity	log2_fold_change	coefficient_of_variation	gene	fold_change
chr3	93553080	93555580	2.024245616111955	270.50843289546486	136.2663392557884	6.488277884025751	0.9851449328780147	Aass	89.77724277716666
chr2	130397074	130399574	1.9060414925433733	209.02924360104103	105.4676425467922	6.1753911045688215	0.9819277131211336	Abcc12	72.27331204318868
chr9	4795734	4798234	0.6648981950732699	106.56392811033466	53.61441315270396	6.0136165743060905	0.987598517712401	Adamts7	64.6069101574111
chr10	77166048	77168548	1.3888984519308305	81.97225239256511	41.68057542224797	5.118211516911306	0.966677560521646	Adcy8	34.73243173040807
chr8	105965597	105968097	3.590450253395657	155.7472795458737	79.66886489963468	5.093660927045542	0.9549328303105756	Adcyap1r1	34.14638453601024
chr10	86498396	86500896	2.3493069559255537	98.36670287107816	50.35800491350186	4.890827988397102	0.9533478945410788	Adgrg6	29.667839997549287
chr7	128521616	128524116	2.556164172170571	90.16947763182162	46.362820901996095	4.680157075898066	0.9448660775500716	Adm	25.637027206248074
chr10	34207215	34209715	1.1081636584554495	45.08473881591081	23.09645123718313	4.450230300282209	0.9520201763000106	Ajuba	21.86013340618673
chrX	71048240	71050740	1.0342860812250865	36.8875135766543	18.96089982893969	4.219127979510255	0.9454516351778584	Aldh1l1	18.62447662908735
chr4	155837680	155840180	3.117633759121332	73.7750271533086	38.446330456214966	4.182669108236356	0.9189094584027496	Ampd2	18.159708106061608
chr3	100488824	100491324	3.3688175217045675	77.87363977293685	40.62122864732071	4.174228466935164	0.917067562112581	Ankib1	18.053772990308598
chr8	54075606	54078106	1.4775515446072665	40.98612619628256	21.231838870444918	4.08292570803274	0.9304086869901766	Arhgap20	16.946620661705786
chr6	148443889	148446389	3.191511336351695	65.57780191405209	34.38465662520189	3.989498803794065	0.9071821082542814	Arhgap6	15.883960836904626
chr15	98870704	98873204	5.673797931291903	102.4653154907064	54.06955671099915	3.95449540085565	0.8950648335879975	Arhgef18	15.503213695695125
chr2	29252505	29255005	3.959838139547474	73.7750271533086	38.86743264642804	3.9141915839708328	0.8981193799042606	Astn1	15.076102293961338
chr2	160366565	160369065	11.03731003821628	135.25421644773243	73.14576324297435	3.5007159393528844	0.8491052721460746	Auts2	11.31932433534984
chr7	45015863	45018363	9.958697410652976	0.0	4.979348705326488	-3.4540044195659725	1.0	Bag3	0.09125172112407243
